has_mom_hisp_female_p50
0.88571799
0.87645692
""
""
0.74167454
""
""
0.89406359
""
""
0.76942146
""
""
""
""
0.92387784
0.89038748
""
""
""
""
0.90725338
0.91536343
""
0.86349398
0.96396291
0.99961174
0.91396272
""
0.96125114
0.95953685
""
""
""
0.95420009
0.91158199
0.8011924
""
0.881235
""
0.91725099
0.87640673
""
""
0.92219007
""
""
0.82586241
0.83857602
""
0.87012136
0.81922132
""
""
""
""
0.86410469
0.84525239
0.85370284
""
0.89695388
0.85038936
0.92868656
0.92760336
""
""
""
""
""
0.89525586
""
""
""
""
0.92146325
""
""
0.8363573
0.91744834
0.96560276
0.92033702
""
""
0.91541713
""
""
""
""
""
""
""
""
""
""
""
""
0.89183849
0.92022115
0.91532844
0.92078286
0.9415735
0.98503619
0.86632586
0.86995566
0.9074136
0.9439503
0.91463155
0.90602756
0.94733006
0.90597218
0.92425954
""
0.7682457
0.9824819
0.81287318
0.89146447
""
""
0.84169018
0.84075034
0.87086862
""
0.97859651
""
""
0.81597811
0.92054856
0.78018892
0.87548381
""
""
0.85757852
""
0.87380552
1.00928
""
0.90805608
""
0.77031606
0.94097906
0.86276084
0.96679986
0.84442431
""
""
0.86005992
0.87774235
""
""
""
""
""
0.74498028
0.90267879
""
""
0.9864279
0.86128169
""
""
""
""
0.90275967
""
""
""
""
0.86672384
0.90007001
""
0.87549835
""
0.81047344
0.93217051
0.96014434
""
0.82434142
0.99296021
0.73423034
""
0.87214863
""
0.80404377
0.91305798
""
0.9351052
0.87504226
""
0.93336642
0.88539612
0.91795951
0.8655985
0.86475462
0.93934423
0.91704011
0.87869442
0.89586979
0.87001872
0.93857378
0.92427504
0.87912387
0.86980534
0.87440634
0.86813718
0.88781321
0.86544448
0.87897342
0.92300892
0.86550546
0.88675153
0.86631113
""
0.85645998
0.83200616
0.92981404
0.87144005
0.90945971
0.9407953
0.89037329
0.88306928
0.86601931
0.89937299
0.89241832
0.88242573
0.87670279
0.90380967
0.88034111
0.888816
0.87067115
0.85560209
0.94032109
""
0.94330525
0.88164282
0.8377108
0.8954035
0.88800776
0.90014678
""
0.88739437
0.931521
0.87956768
0.8899284
0.89311856
0.87752533
0.90047848
0.88705409
0.92444253
""
0.93875188
0.8514576
0.83696342
0.90998822
""
""
0.96535981
0.58210611
0.88949466
""
0.89500856
0.8737722
""
0.92260516
0.87060523
0.99481887
0.92964226
0.93001002
0.80444098
""
""
0.9227851
""
0.94664395
""
0.90054703
""
0.98498124
0.94383788
0.92358375
0.91355008
0.92133069
""
0.9660756
0.95155531
""
0.82020086
0.94469607
0.89650506
0.8534624
0.9368524
""
0.94989091
0.32883018
0.88408852
0.91412836
0.92655897
1.0032834
0.89932299
""
0.96182626
""
""
""
""
0.92755133
0.95008337
0.86990559
0.86731744
0.88067257
0.88016671
0.8629443
0.90010315
0.89585698
0.89971608
0.91971499
0.87075073
0.93395132
0.82942808
0.8610903
0.83627141
0.94037157
""
0.92930782
0.91564226
0.9222824
0.9039914
0.84101468
0.93168676
0.95464218
0.92982358
0.85568982
0.93088722
0.84905952
""
0.92778397
0.94122845
0.92547423
""
0.77146602
0.98136818
0.8117438
""
""
0.86264384
0.80395603
0.91785306
0.86697733
0.90348458
""
0.88379997
0.94524401
0.89158225
""
0.89736712
0.90267521
0.93263072
0.95406932
""
""
0.8467949
0.92872316
0.89667928
0.90567428
0.88280106
0.8828693
0.94283098
0.89050359
0.90124506
