kir_imm_white_pooled_mean
0.47953549
0.49062255
""
0.5390687
0.58781064
""
0.50837934
""
""
0.54818469
0.45152146
0.54332399
0.59237725
0.49927044
0.49961746
""
""
0.49102262
""
""
0.51335073
0.48827699
0.52529508
0.43202376
0.57846254
""
0.4322302
0.49728042
0.543688
0.41313705
0.52052474
0.58692855
0.58007461
0.55747175
0.51585031
0.49012122
0.45490465
0.51458794
""
""
0.5318113
""
""
""
""
""
0.57577312
0.61881596
0.60770464
0.51750594
0.49584433
0.51314902
0.44300941
""
""
0.54873699
0.5860799
""
""
0.52989602
0.66755426
0.53950697
""
0.6130811
0.41760847
0.45263815
""
""
""
0.4239288
""
0.75202852
""
0.60654598
""
""
0.45336345
0.45759621
""
0.54813713
0.53185278
0.39955664
0.5173167
0.49119052
0.51509649
0.49240041
0.57199973
0.46818331
0.51577228
0.47704968
0.63590539
0.43300372
0.46983197
0.49368733
0.50592381
""
0.47654921
0.47146124
0.52681237
0.5145489
0.5276826
0.55164015
0.54163247
0.53298259
0.50356835
0.52608621
0.49154103
0.52609569
0.44018704
0.47756439
0.53536421
0.47884485
0.52372736
0.32508397
0.51602757
0.54797924
0.53806865
""
""
""
0.51371294
0.42431259
0.4593274
0.43669397
0.52244908
0.53600687
0.56539243
0.60262781
""
0.5949735
0.58870608
0.47440577
0.53051275
""
0.53579789
0.55162406
0.47967356
0.4741171
""
0.44492888
0.53082138
0.47015625
""
""
0.48969257
""
0.48306918
0.48912856
0.43255058
0.43675753
0.42997351
0.57007527
0.61874092
""
0.47666949
0.54550326
""
0.52783495
0.60323685
0.57553667
""
""
0.56371921
0.62509966
""
0.63780087
0.46929663
0.46105909
0.46364465
0.52812207
0.55581582
0.55044669
0.47627074
0.54517215
0.5675444
0.627132
0.54122043
0.535761
0.42740914
0.55663544
0.49319983
0.43346393
0.53406382
0.42634213
0.39584962
0.56324345
""
0.46562594
0.56332189
""
0.60656339
0.52336293
0.53546429
""
""
0.58832657
0.51930732
0.53550142
0.54569262
0.5560832
0.54163182
0.5280062
0.41020334
0.50011152
0.51074904
0.5347901
0.55390114
0.53701353
0.50140601
0.55175304
0.52227992
0.59519953
0.55920964
""
0.57317555
0.54767513
0.5293473
0.57623398
0.50725329
0.5080902
0.49670377
0.46577543
0.52915066
0.51166421
0.54905593
0.57775182
0.52482861
0.50104058
0.59111959
0.55248678
0.531968
0.54679054
0.58833033
0.53218699
""
0.58337283
""
0.55146062
""
""
0.47864631
0.54104185
0.4895429
0.54350513
0.52442837
0.58745694
0.57208532
0.56438088
0.56237656
0.61403584
0.57396835
0.56769633
0.51006204
""
0.56684077
0.56263351
0.53232437
0.61360848
0.51264554
0.57045507
0.53788537
0.60927993
0.5608505
0.58381462
0.55271703
0.62168884
0.61742008
0.63797069
0.60660756
0.5694769
0.57752138
0.59223312
""
0.49670416
0.4769688
0.53545088
0.57635874
0.55987448
0.51924849
0.53493941
0.58179086
""
""
0.62813014
0.58242154
0.55873913
0.58855987
0.61992562
0.54314315
0.45166656
0.57814044
""
0.66179544
0.47530589
0.53059936
0.63075399
""
0.55018038
0.57749939
0.53855687
0.58767366
0.56620723
0.5113436
0.57357967
0.50064719
0.45298398
0.53023207
0.56121206
0.51808435
""
0.5590871
0.5764848
0.50616705
0.53195918
0.56162632
0.52700275
0.54850727
0.54954571
0.5585525
0.50988293
0.51370424
0.5716055
0.55234706
0.56646603
0.44152176
0.54399109
0.53675383
0.44469345
0.53368694
0.54330456
0.5376516
0.54835272
0.55403459
0.56833601
0.52741003
0.5990867
0.53940612
0.46711093
0.64176691
0.57823324
0.47044662
0.51962137
0.55842781
0.53203923
0.51121962
""
0.45752805
0.41293272
0.49239853
0.53442264
0.47761232
0.56696737
0.48721671
""
0.46984166
0.57186013
""
0.54768765
0.46110594
""
0.47719681
0.68203926
0.53843415
""
0.5811367
""
""
""
""
""
""
""
0.6399036
""
""
""
""
""
""
0.59190851
""
""
""
""
""
""
""
""
""
""
""
""
0.59393585
""
""
0.51692456
""
""
""
""
""
""
0.53961098
0.47394311
0.65122044
0.55277646
0.56528807
""
""
""
0.50477648
0.53358948
""
""
""
""
""
""
""
""
""
""
""
""
0.57079792
0.63201535
0.58836752
0.51374531
0.52912712
""
0.56236809
0.5021525
0.59747803
""
""
""
0.49865255
""
""
""
""
0.43889019
0.54504663
""
""
0.49957052
0.5388574
0.57649857
""
0.54813433
0.55542064
""
0.53764713
0.6254732
0.63965935
0.52734727
0.56433207
""
""
""
""
0.58565694
0.50071907
""
""
0.52490658
""
""
""
""
""
""
""
""
""
0.54142278
0.48704651
""
0.58948249
""
""
0.55178976
0.57086575
""
""
0.65430278
0.53783709
0.58812851
""
""
""
""
""
""
0.5135023
""
""
0.49397522
0.49731028
0.54182082
0.45274058
0.40897879
""
0.41313571
0.48803264
0.54038411
0.55504751
0.50373423
0.40352443
""
""
0.51221871
0.45415518
0.49167696
0.42670023
0.46250758
0.39019662
0.49603719
0.56191528
0.44584495
0.51301885
0.61584914
0.56179649
0.42288485
""
0.53569627
0.49378738
0.4522934
""
""
""
0.5351212
""
0.42339084
0.54843211
0.50763452
""
0.47903189
0.54207265
""
""
""
""
0.50997144
""
""
""
""
""
""
0.51605487
""
""
0.55544877
0.5019666
0.54102761
""
0.45297766
""
0.60515809
""
""
""
""
""
0.4529469
0.50712091
0.50318086
0.6207515
0.56263757
0.59081447
0.51609433
0.58009809
0.4839634
0.62914616
""
""
""
0.63746804
""
0.53506732
""
""
0.50638145
""
""
0.48472533
""
""
""
0.46884322
0.48910427
0.55758977
0.47920468
0.49257612
0.56612045
0.55996472
0.55199182
0.48997405
0.48277438
0.54304641
0.51165015
0.57013375
""
0.54200339
0.54776311
0.57888538
0.53288794
0.49825728
0.50652015
0.44426808
0.49691567
""
0.58670747
""
""
""
""
""
""
0.71763223
""
""
""
""
""
0.58174825
""
""
0.463406
""
""
""
""
0.68042278
""
""
""
0.5459758
""
""
0.46400398
0.45212084
0.4827086
""
""
0.48324731
0.50887704
0.5532819
""
0.62247276
""
0.55018371
""
0.5120306
""
0.59395349
""
""
""
0.54796422
""
0.54857028
""
0.51481235
0.54862034
""
0.58325356
0.53028512
""
0.58233577
0.47434887
0.50958526
0.44512016
0.50385714
0.50470209
""
0.51006967
0.45565864
""
""
""
0.52318436
0.53134805
0.50482452
0.47864944
""
""
""
0.30879867
""
0.60463285
0.49760398
""
""
0.4911229
0.43363956
0.52043957
0.48750955
0.50349158
0.53282672
0.53236628
0.54340887
0.49072587
0.55109024
0.62125653
0.49189663
""
""
0.54246676
0.54476267
0.61555064
0.50895089
""
0.55675709
0.56628352
0.50641257
