kir_24_pooled_pooled_p1
0.31579646
0.32086405
0.30647904
0.33195159
0.31065553
0.30715233
0.30159768
0.33712345
0.28865978
0.3123419
0.29666242
0.3199161
0.33112243
0.31440753
0.30818585
0.34619385
0.37557641
0.33253738
0.35014024
0.31010225
0.31048349
0.29702669
0.31730148
0.29480019
0.3282862
0.2961216
0.31853777
0.32191211
0.33240011
0.31915492
0.28993571
0.31645614
0.32626411
0.33046865
0.31351629
0.32527962
0.32589826
0.3147893
0.313593
0.26864865
0.30320105
0.32017094
0.32013527
0.30619574
0.31829551
0.29804885
0.31593415
0.3278636
0.33480495
0.32541385
0.33920979
0.34750655
0.30088285
0.29725865
0.26450989
0.31433469
0.30405474
0.36538243
0.32239372
0.30259907
0.32448387
0.32418501
0.32147291
0.34644732
0.32163703
0.32368773
0.31589627
0.32682687
0.34894183
0.33427483
0.2804752
0.27731565
0.28437483
0.31053185
0.28273395
0.30318061
0.3329083
0.32343701
0.32112697
0.29583332
0.29235578
0.32441744
0.33306926
0.32946888
0.3328113
0.3240557
0.33235157
0.3227047
0.33822206
0.32461822
0.33369353
0.32740805
0.34033072
0.32002544
0.33388683
0.30443227
0.33637464
0.33877575
0.36868078
0.34951869
0.37841272
0.41121402
0.38500684
0.40071031
0.38266087
0.37550157
0.37213549
0.35898328
0.3522855
0.36744118
0.36543697
0.315308
0.32454267
0.28015801
0.34545469
0.3085945
0.30647561
0.32600191
0.33749041
0.31127629
0.31728113
0.31808504
0.32625213
0.34311599
0.311046
0.32048655
0.30947453
0.33111623
0.33792096
0.33696866
0.32650262
0.32301667
0.32579863
0.32251045
0.34415472
0.3357991
0.32277417
0.30668807
0.30698666
0.33448061
0.34246618
0.35195535
0.3372333
0.318793
0.3052305
0.29586762
0.32045159
0.30729598
0.29396063
0.28079647
0.31729424
0.32653412
0.31511813
0.32842171
0.35760373
0.32559654
0.33558252
0.31823701
0.33700731
0.34291267
0.35894912
0.33206743
0.38012567
0.32645035
0.35380334
0.4031896
0.35001066
0.4035354
0.33522543
0.31753093
0.3109718
0.3343654
0.30469421
0.3137936
0.3215625
0.36283612
0.31454587
0.30887479
0.38264316
0.37317622
0.33873263
0.36549056
0.31397244
0.33169261
0.30701834
0.30448014
0.30635905
0.35813433
0.31730968
0.31508043
0.31072149
0.34397826
0.32495716
0.34279212
0.37778121
0.31982115
0.32834649
0.34137809
0.30590445
0.34691241
0.31666288
0.36956108
0.35332802
0.33767951
0.30139297
0.32588178
0.30958346
0.33991289
0.31703261
0.3448154
0.33718958
0.31828251
0.35085842
0.30311638
0.32843009
0.31944525
0.31503722
0.30678716
0.31931305
0.29447582
0.30562115
0.32742244
0.28334096
0.30175477
0.30475441
