working_pooled_female_p10
0.59912205
0.63421351
0.59261709
0.63283658
0.6915732
0.68270177
0.68472767
0.67580175
0.61337429
0.71211886
0.64436477
0.72405189
0.59999603
0.62085569
0.6599257
0.65459222
0.60784173
0.63450223
0.61797482
0.70038652
0.73347062
0.69374794
0.69650513
0.72958016
0.70803732
0.73248422
0.69732738
0.70804697
0.74905396
0.7197237
0.72446883
0.73608017
0.74549854
0.76468939
0.75780404
0.66063631
0.6991899
0.68397808
0.7382552
0.73149592
0.73930746
0.69483751
0.6756593
0.64817953
0.7638796
0.73643506
0.72807562
0.65235257
0.74418336
0.71289259
0.68475527
0.71245682
0.72086275
0.76917529
0.70775622
0.75699979
0.77277923
0.65986502
0.71133274
0.72604215
0.76024151
0.70794219
0.76059967
0.61853695
0.61234426
0.58682114
0.59946144
0.56628597
0.69718802
0.6047141
0.71042329
0.73206824
0.74184376
0.73741889
0.6907112
0.61778891
0.72262174
0.62501872
0.68120855
0.75198334
0.73747849
0.67128599
0.64307505
0.67639041
0.70066863
0.67653292
0.63831109
0.68883806
0.66557372
0.63053155
0.62770092
0.63593417
0.66646141
0.67521077
0.62811011
0.59324276
0.62714231
0.61453354
0.67551333
0.67272455
0.67052716
0.72395873
0.70153999
0.6990034
0.68904597
0.71496904
0.6857217
0.68657094
0.69027573
0.67558646
0.67198598
0.7483899
0.74121124
0.73442608
0.7761848
0.68235117
0.72896212
0.76292181
0.70254683
0.70147896
0.72885805
0.708112
0.75714147
0.71263605
0.73165256
0.76935321
0.7273047
0.68495077
0.7408722
0.73523945
0.69526905
0.69762433
0.69238025
0.67492247
0.61614662
0.69913191
0.67262864
0.7146253
0.73796582
0.75674701
0.70609689
0.6762659
0.74894065
0.75091791
0.72902673
0.70755708
0.69633424
0.72358257
0.7368632
0.73837513
0.55617797
0.69196409
0.7108528
0.72590959
0.67751551
0.69067681
0.71040571
0.72278595
0.6867739
0.61185586
0.60349828
0.54565734
0.68601459
0.69919634
0.74131107
0.73269147
0.71517217
0.72946012
0.67001587
0.65207374
0.68984061
0.68702978
0.62174106
0.70130754
0.65991145
0.69553334
0.69545645
0.68812561
0.68214601
0.65197754
0.67564893
0.65579897
0.69885421
0.6162402
0.6386807
0.69928187
0.64327735
0.65346211
0.68095112
0.62265694
0.6112029
0.66629243
0.71181232
0.6939975
0.7208637
0.64638376
0.70857829
0.73406529
0.71143556
0.71838099
0.73307157
0.59778559
0.64585048
0.67369723
0.67049474
0.69661665
