has_dad_other_male_p75_se
0.025137896
0.03027829
0.10669376
0.02173724
0.029555473
0.084283799
0.017753029
0.05839128
""
0.024580454
0.036550976
0.015108299
0.14311278
0.035609897
0.02319245
""
0.091422804
0.030494915
0.075104699
0.056579605
0.035264496
0.01005545
0.023193996
0.040558331
0.012063994
0.14535636
0.026553227
0.015132205
0.0080018351
0.093881406
0.037128482
0.044274509
0.012390043
0.0084804446
0.045347471
0.020560827
0.055622373
0.093265191
""
0.20825
0.037103403
0.062980257
""
""
0.17322463
0.077291436
0.012779132
0.032356046
0.016374998
0.030259397
0.016492898
0.01758182
0.041122884
""
""
0.017191054
0.078217641
0.079986989
""
0.043728963
0.10246404
0.018307727
0.13968486
0.041952439
0.080091245
0.047250491
""
0.16233766
0.14584115
0.14660624
0.095327161
0.13562077
0.066084877
0.044397943
0.079622455
""
0.051167015
0.14184989
""
0.017840238
0.10383856
0.053531468
0.054605931
0.052941587
0.014407397
0.034852665
0.070643172
0.015512273
0.013234226
0.029671142
0.052876145
0.048664622
0.046608321
0.01902408
0.050356355
""
0.031457089
0.042074431
0.011632403
0.026075155
0.025074832
0.014377425
0.015896251
0.021359535
0.012460786
0.010910452
0.036896113
0.0092326682
0.036514327
0.035174858
0.032167219
0.034047045
0.020171072
0.178958
0.014354577
0.015617589
0.011181716
""
0.10020599
""
0.025903309
0.061757889
0.039730921
0.022167759
0.038654007
0.017805327
0.022523511
0.097900026
0.089566194
""
0.0085323546
0.038788799
0.031115375
0.1423558
0.037347909
0.039546568
0.018979305
0.027340492
0.058052965
0.05602055
0.02956791
0.018122172
""
0.064040504
0.045837037
0.070721738
0.0157212
0.036470119
0.075326949
0.058038425
0.04423327
0.019307712
0.049551319
""
0.010177253
0.024204811
0.090747714
0.020361554
0.08023829
0.039207704
""
0.091506481
0.016674349
0.0092100184
0.060506828
0.0054530003
0.028394265
0.034271803
0.031084454
0.027596366
0.007002654
0.019943824
0.048703123
0.015714971
0.048189472
0.17716844
0.01358901
0.01177265
0.057969339
0.032924194
0.040979639
0.027146216
0.011630193
0.043442905
0.054467209
0.012492666
""
0.036104675
0.026899198
""
0.049440559
0.020361062
0.012726966
0.075510748
0.14701417
0.072739273
0.020786496
0.024424413
0.014736911
0.040787898
0.015722873
0.019632781
0.047830943
0.042200904
0.020394504
