comcoll_asian_pooled_p25
0.6184386
""
""
0.80748624
0.41056773
""
0.41828594
""
""
0.31255922
0.37301064
0.45302802
""
0.1358505
0.20649572
""
""
0.75513089
""
""
0.73425764
0.65419918
0.59251738
""
0.63601965
""
""
0.57691324
0.52684027
""
""
""
0.55181807
0.63741779
""
0.32674322
""
""
""
""
0.59143418
""
""
""
""
""
0.50552356
0.41408825
0.5378685
""
0.50294971
0.21881011
""
""
""
0.27747431
""
""
""
""
""
0.46113634
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50845933
""
""
""
""
0.50841641
""
""
0.4249922
0.54630888
""
""
""
""
0.69678527
""
""
""
0.69695657
0.52263182
0.61322492
0.33881375
0.62109584
0.60089368
0.57054996
0.58621681
0.62912011
0.49950057
0.46284872
""
0.57592249
0.77711153
""
0.57280809
""
0.51830322
0.53711331
0.5070805
""
""
""
""
""
""
""
""
0.69429708
0.53709155
""
""
""
0.5710839
""
0.29914883
""
0.48448396
""
0.73423713
0.42918453
""
""
0.53408259
0.60077655
""
""
""
""
0.29377702
""
""
""
""
0.62904876
0.78811866
""
0.40320268
0.52268398
""
0.33975136
""
""
""
""
0.52920383
0.61424166
""
0.63048041
""
""
""
""
0.55111855
0.57914847
""
0.52258712
""
""
0.54813892
0.46877807
""
""
""
""
0.38041776
""
""
0.63305408
""
""
0.70463109
""
""
0.34099892
0.45458812
""
""
""
0.45390177
""
0.49605745
""
0.4309195
0.38436988
""
""
0.66151458
0.42461291
0.58668381
""
""
0.59087229
""
0.58682257
""
""
0.43723387
0.50338882
0.042325929
0.65496784
""
""
""
""
""
""
0.56280977
0.6254881
0.69537628
0.25544006
0.636352
0.43778634
0.57442868
0.69286764
""
0.26070583
""
""
""
0.58122838
""
""
""
""
""
0.504412
""
""
0.43903959
0.51340306
""
0.56606132
0.55147713
0.19888306
""
""
0.39383951
""
""
0.53451031
""
0.66514254
""
0.58422971
0.57627618
0.54902232
0.6036709
0.6727339
0.6784566
0.74046522
0.62749982
0.66132337
0.5147174
0.5802964
""
""
""
""
0.46609044
0.49997994
""
0.60651934
0.41907945
""
""
0.61192411
0.5819509
""
0.4597553
0.54668629
""
""
""
""
""
""
""
""
""
""
""
0.55687726
0.42033076
""
""
0.41811392
""
""
""
""
0.43242794
""
0.5510397
0.39914316
""
0.34182832
0.30012283
0.31546122
""
0.44202822
0.59863341
0.36958075
""
0.41872969
""
""
""
0.70304847
0.70459306
0.35667047
""
0.33443537
""
0.56458515
0.36116502
0.37088358
""
0.6777032
0.35609239
""
""
0.5862385
""
""
0.80809748
0.53822231
""
""
""
""
""
""
""
""
""
""
""
0.71313548
""
""
""
""
""
""
0.7922886
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.34560555
""
""
""
""
""
""
""
""
""
""
0.35925621
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4144108
""
""
""
""
0.46533743
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36157799
""
0.43402973
""
""
0.49173418
""
""
""
""
""
""
0.40547094
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.81284064
0.45478371
""
""
""
""
""
""
""
""
""
""
""
0.090674959
""
""
""
0.399607
0.47684151
""
""
""
""
0.65125602
""
0.48732799
""
""
""
""
0.55888158
""
0.62850535
""
0.42894548
""
""
0.40117356
""
0.41465676
""
0.52086633
""
""
""
0.66572142
""
""
""
""
""
""
""
0.6130197
""
""
0.33567962
""
""
""
""
""
0.37075797
""
""
""
""
""
""
0.49358687
""
""
0.59082818
""
0.51991183
""
""
""
0.56602526
""
""
""
""
""
""
0.63413781
0.45678034
0.87341374
0.64773029
0.64894229
0.50006497
""
""
""
""
""
""
""
""
""
""
""
0.34796906
""
""
0.5431565
""
""
""
""
""
""
""
0.40940887
0.53219765
0.60447091
""
""
""
""
0.64601392
""
""
""
""
""
0.52403212
""
""
""
""
""
0.43642092
""
""
""
""
""
0.21544039
""
""
""
""
""
""
0.21810445
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44870594
0.21004778
0.26338989
""
""
""
""
""
0.54722339
""
0.56173491
""
0.41393584
0.02545069
""
""
""
""
""
0.43722576
""
""
0.18544236
""
""
""
""
""
""
""
0.41362834
0.47026786
0.37268892
0.2838181
""
""
""
""
""
""
""
""
""
0.79952919
0.64697236
0.37012604
""
""
0.49017966
0.47645986
0.4867
0.55648488
0.48247159
0.59115034
""
""
""
0.3365435
0.50947118
0.60188919
0.41674402
""
""
0.51830053
0.46864867
0.55457431
0.64737839
""
""
""
""
0.34418041
""
0.46125907
0.49212664
""
0.53779876
""
0.2202393
0.25089377
""
""
""
""
""
""
0.54536122
""
0.55919707
