has_mom_pooled_female_mean_se
0.018333467
0.026865026
0.015679279
0.010501272
0.011691908
0.016744908
0.015907045
0.021498829
0.0095752524
0.017489046
0.023303457
0.032622408
0.020691188
0.021756953
0.014832464
0.019177575
0.014390732
0.025889214
0.0054048011
0.011883742
0.01025942
0.011795986
0.013627366
0.019511122
0.011182739
0.013879597
0.016553294
0.017977966
0.012531362
0.016539128
0.01126397
0.014980103
0.013034629
0.013940391
0.013561368
0.018366009
0.025818281
0.014637889
0.056945235
0.011574006
0.010188689
0.017173639
0.014247108
0.019561093
0.03339541
0.039314188
0.034728736
0.021208985
0.020586958
0.028092654
0.022967601
0.020604016
0.01984839
0.012978468
0.02065751
0.019993968
0.013833478
0.015261387
0.026140943
0.012825922
0.01562809
0.012765525
0.018764121
0.014033789
0.013673887
0.048706066
0.025014289
0.036030531
0.024753232
0.018955206
0.0303551
0.041467886
0.025999669
0.021257486
0.031457819
0.029172251
0.036746677
0.022760836
0.021343155
0.021547934
0.027234763
0.030231619
0.010850235
0.041510995
0.015958594
0.014082527
0.01223114
0.018574525
0.017319905
0.02437159
0.020042714
0.013847098
0.015366715
0.0097455578
0.009918523
0.0090462351
0.046539158
0.0093693687
0.013179666
0.017456541
0.018547306
0.010610268
0.010328895
0.016663631
0.015597943
""
0.025015984
0.023268402
0.021047287
0.024856536
0.020542534
0.036712158
0.018408434
0.021257794
0.017279867
0.016318427
0.017689675
0.01693528
0.019396717
0.016478684
0.023287205
0.017571228
0.018228771
0.023407055
0.024458669
0.020006657
0.01474784
0.024366466
0.022433115
0.018450312
0.028947257
0.023733206
0.026078675
0.039396774
0.029370116
0.054885276
0.020415649
0.048865456
0.023153068
0.018822927
0.019983191
0.043797087
0.041426383
0.022470446
0.026842281
0.026225928
0.030649196
0.037904862
0.016585782
0.021645114
0.012932705
0.03215573
0.030769439
0.018121654
0.023673391
0.017043255
0.030363899
0.024279434
0.026093083
0.02322082
0.017041778
0.016113505
0.0070561981
0.010532965
0.022439942
0.018003009
0.020071244
0.026841508
0.015526396
0.014401931
0.02017682
0.016233109
0.01082401
0.013972007
0.017212298
0.022234462
0.018742325
0.015419418
0.017990511
0.038414855
0.035079412
0.028364312
0.028544972
0.020608839
0.031801883
0.020359972
0.041748147
0.021020791
0.018289402
0.021301487
0.016953483
0.014783385
0.029158784
0.022406273
0.02150693
0.021565963
0.014265094
0.021163169
0.03820191
0.026685258
0.020502891
0.023668813
0.029991345
0.025282556
0.024807299
0.041259699
0.056172546
0.011877443
0.013244111
0.013708547
0.01778041
0.015978795
0.019735975
0.015173455
0.015094229
0.0095914556
0.011313126
0.018971302
0.014697215
0.014202897
0.03036654
0.018221855
0.015622913
0.022561526
0.02021534
0.008749377
0.024705609
0.028519766
0.02522302
0.025641927
0.018482158
0.01786574
0.015381468
0.010298398
0.015585355
0.015565946
0.025815163
0.02213824
0.016786184
0.016757654
0.026149102
0.018166533
0.022664385
0.025539067
0.027457535
0.021928279
0.01191508
0.030137418
0.025055002
0.03721343
0.057921629
0.045150794
0.031330429
0.023366457
0.011786904
0.017579697
0.013131719
0.01403401
0.016219828
0.01675532
0.012213457
0.028285092
0.019094516
0.014878003
0.018085254
0.011608313
0.0214047
0.017167421
0.013376448
0.016512623
0.022171061
0.013742285
0.017326798
0.016988039
0.016709592
0.016769568
0.01647545
0.015398485
