has_dad_white_female_mean
0.85770726
0.83276254
0.87803775
0.85621399
0.86527538
0.85133833
0.85912848
0.87602109
0.86700481
0.86169261
0.83840227
0.86941051
0.86920261
0.83965045
0.84302527
0.8627581
0.85920072
0.85164571
0.86836547
0.8365165
0.83333594
0.8488313
0.84503865
0.87249947
0.88005066
0.85786289
0.87575161
0.87197393
0.87112594
0.86419469
0.8826068
0.88132149
0.87627262
0.88398838
0.85716021
0.84130764
0.88574541
0.8618511
0.86940086
0.85815501
0.86758912
0.87586534
0.88722765
0.91367757
0.88395584
0.86005437
0.85939807
0.90547526
0.87542129
0.86807519
0.8752836
0.88161552
0.863451
0.88004702
0.91044474
0.85713589
0.9047243
0.88359541
0.90349424
0.87036794
0.86644101
0.85276031
0.84439468
0.87179321
0.85647345
0.84655243
0.893978
0.90263808
0.88404679
0.86196715
0.86997908
0.86787385
0.85676324
0.86348844
0.83642673
0.85086381
0.84785169
0.85290921
0.8674596
0.86435986
0.83618188
0.87381566
0.88508606
0.86115259
0.84691626
0.83446616
0.84036732
0.87794453
0.87419492
0.84765619
0.86149555
0.84678584
0.85017705
0.84641314
0.84831583
0.87365538
0.84974325
0.83753926
0.80620623
0.82430732
0.812473
0.8248561
0.82712173
0.81812358
0.82994699
0.8287937
0.81180364
0.84568083
0.83783436
0.81631929
0.82636076
0.87260664
0.86683542
0.87826222
0.85815704
0.86244082
0.87296104
0.86063039
0.82454664
0.8661145
0.86033696
0.83138293
0.83286291
0.8840571
0.86611551
0.86033297
0.86383575
0.83610708
0.85307419
0.8572917
0.87739676
0.84815127
0.85918444
0.85307252
0.84481364
0.85516542
0.85854238
0.84181887
0.87755334
0.87855381
0.83632511
0.81812251
0.84759843
0.85076499
0.84795678
0.868204
0.8602984
0.86656243
0.89108986
0.88872284
0.85939169
0.87688839
0.88213897
0.88339996
0.84104615
0.85656923
0.8731603
0.86550725
0.84870964
0.90396988
0.91339284
0.91814911
0.89599669
0.86893666
0.87297684
0.89622241
0.88111615
0.8966766
0.83954865
0.85858899
0.86895812
0.86013669
0.85868222
0.86887997
0.85491908
0.8674745
0.8481797
0.88128585
0.85901958
0.86769092
0.87472415
0.86469781
0.86783278
0.85032552
0.84726638
