staytract_hisp_female_mean
0.075108111
0.20971514
""
""
0.43184102
""
""
0.1660852
""
""
0.33818114
""
""
""
""
0.18600686
0.29029778
""
""
""
""
0.19600986
0.1757625
""
0.42380491
0.301837
""
0.20012632
""
0.42982757
0.38791454
""
""
""
0.14164159
0.14285102
0.15202898
""
0.24284318
""
0.24621905
0.26095837
""
""
0.17631821
""
""
0.29448318
0.20468888
""
0.13077229
0.22471173
""
""
""
""
0.13232507
0.27827373
0.1862473
""
0.1723908
0.24136671
0.20019332
0.14934778
""
""
""
""
""
0.15638994
""
""
""
""
0.20338243
""
""
0.13923615
0.12716904
0.14412025
0.22569002
""
""
0.11790925
""
""
""
""
""
""
""
""
""
""
""
""
0.12720513
0.20590337
0.22006842
0.21806675
0.26505941
0.17854652
0.20184156
0.18279859
0.19085155
0.26647773
0.21022807
0.28469911
0.23025087
0.17861153
0.20674843
""
0.15300398
0.12619948
0.22421466
0.23981102
""
""
0.34312773
0.45112804
0.16613045
""
0.13031666
""
""
0.21943432
0.20699689
0.31571135
0.25005323
""
""
0.14147237
""
0.2165889
0.19518062
""
0.15755898
""
0.31127012
0.41324225
0.26699048
0.24165402
0.23392345
""
""
0.12812448
0.35644504
""
""
""
""
""
0.19136068
0.20409365
""
""
0.099336237
0.067323484
""
""
""
""
0.24664393
""
""
""
""
0.26952979
0.33036429
""
0.21710762
""
0.21295212
0.18204302
0.23673829
""
0.22141747
0.52640522
0.10021681
""
0.27871895
""
0.25713283
0.17998941
""
0.29048398
0.23030506
""
0.20259579
0.20820807
0.15080617
0.27222961
0.22877806
0.27170965
0.16724776
0.25217068
0.39369914
0.24695808
0.25766525
0.24895088
0.25726753
0.27475509
0.18976948
0.083999716
0.2818377
0.2688272
0.2230867
0.082421079
0.27043587
0.25780636
0.19441096
""
0.25879076
0.23433164
0.11564333
0.26172224
0.17857248
0.27758518
0.23323204
0.19012907
0.27843216
0.23693924
0.22513224
0.27386713
0.20465945
0.24317595
0.25238743
0.26949272
0.2436842
0.27791932
0.11650329
""
0.17479639
0.20037712
0.21852629
0.23791668
0.24786381
0.26677576
""
0.27709773
0.19285724
0.28638205
0.27960339
0.24023025
0.21310234
0.30488962
0.15941778
0.12129114
""
0.31251654
0.20872293
0.16261686
0.14681797
""
""
0.24715731
0.32364115
0.46390358
""
0.22693056
0.19692163
""
0.11413916
0.17839509
0.16706496
0.16723892
0.1660668
0.24794349
""
""
0.46856186
""
0.33387351
""
0.16774511
""
0.39213639
0.27219415
0.21540369
0.15817626
0.27283108
""
0.23621175
0.19122879
""
0.29285944
0.26834819
0.26860681
0.34817597
0.30606478
""
0.18198317
0.28775278
0.34580708
0.30438387
0.20211205
0.51148891
0.34339085
""
0.29690993
""
""
""
""
0.073962048
0.088995688
0.22900116
0.32496631
0.18054892
0.16245811
0.16862065
0.14333868
0.18377739
0.20998539
0.20716916
0.29417777
0.20497717
