kir_24_black_pooled_n
660.0
227.0
35.0
2143.0
4028.0
903.0
10442.0
137.0
53.0
3572.0
2897.0
16985.0
24.0
302.0
1771.0
""
""
980.0
""
1524.0
9829.0
10999.0
3613.0
4432.0
14728.0
1348.0
3398.0
7312.0
19142.0
1638.0
2620.0
1881.0
15509.0
9917.0
3512.0
5014.0
2178.0
2627.0
1157.0
1491.0
13121.0
2576.0
816.0
196.0
1660.0
2515.0
26968.0
3164.0
14629.0
3202.0
4379.0
7785.0
5047.0
438.0
505.0
10907.0
1218.0
208.0
296.0
3910.0
1634.0
7729.0
629.0
391.0
49.0
149.0
""
66.0
95.0
50.0
2495.0
3448.0
5339.0
2952.0
1356.0
129.0
2449.0
543.0
568.0
26540.0
3599.0
599.0
142.0
860.0
9864.0
405.0
458.0
2822.0
4677.0
1003.0
986.0
95.0
80.0
3282.0
41.0
""
348.0
1678.0
14142.0
4843.0
2901.0
44239.0
13201.0
2741.0
3200.0
14668.0
3270.0
14665.0
1462.0
1935.0
2714.0
5193.0
14088.0
1799.0
10454.0
7901.0
10741.0
780.0
508.0
886.0
3831.0
1325.0
1256.0
2727.0
1617.0
7427.0
7109.0
1262.0
1599.0
1568.0
58686.0
2105.0
2080.0
769.0
840.0
2134.0
5632.0
7241.0
1418.0
2524.0
5539.0
1176.0
730.0
1181.0
4699.0
1340.0
2850.0
3007.0
2369.0
2365.0
415.0
14492.0
5192.0
1741.0
5286.0
9251.0
1168.0
8099.0
950.0
253.0
56.0
43.0
2620.0
33152.0
619.0
56950.0
40.0
25.0
""
654.0
45547.0
1946.0
60.0
2201.0
106.0
25.0
2296.0
4216.0
54.0
""
23.0
34.0
6924.0
137.0
218.0
11321.0
103.0
41.0
2416.0
33.0
183.0
1272.0
7272.0
38.0
225.0
321.0
262.0
802.0
4164.0
91.0
4123.0
817.0
69.0
406.0
1309.0
2402.0
11358.0
121.0
363.0
729.0
200.0
947.0
""
47.0
6966.0
1648.0
1744.0
20743.0
105.0
218.0
248.0
164.0
246.0
120.0
10215.0
736.0
155.0
287.0
8440.0
3367.0
1032.0
1807.0
""
222.0
""
438.0
""
710.0
""
51.0
315.0
220.0
615.0
1001.0
141.0
311.0
1953.0
2913.0
75.0
386.0
10418.0
447.0
93.0
""
497.0
62.0
59.0
2491.0
71.0
1244.0
322.0
1204.0
1707.0
3424.0
3244.0
95657.0
3403.0
36529.0
48243.0
5777.0
4600.0
1238.0
465.0
74.0
""
20.0
293.0
115.0
""
65.0
2804.0
""
""
12328.0
615.0
40.0
1789.0
14137.0
143.0
""
""
""
""
35.0
""
""
""
75.0
72.0
160.0
8448.0
""
30.0
258.0
32.0
26.0
""
38.0
618.0
""
268.0
288.0
51.0
68.0
195.0
190.0
""
95.0
105.0
146.0
26.0
1120.0
73.0
69.0
30.0
594.0
2066.0
168.0
203.0
1283.0
70.0
1926.0
2338.0
12405.0
1016.0
68972.0
2378.0
571.0
57.0
24079.0
101.0
113.0
1283.0
1260.0
293.0
""
""
""
""
68.0
485.0
559.0
515.0
56.0
273.0
816.0
53.0
896.0
135.0
1592.0
542.0
""
113.0
""
""
133.0
96.0
30.0
""
""
""
""
28.0
""
""
""
""
""
""
130.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
173.0
""
""
""
""
""
""
28.0
""
""
117.0
100.0
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
31.0
""
34.0
""
""
""
70.0
1106.0
""
""
""
156.0
""
""
""
""
""
138.0
""
""
54.0
""
""
""
37.0
184.0
""
419.0
""
""
3542.0
""
""
""
""
""
""
2568.0
""
""
138.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
204.0
6235.0
""
""
40.0
30.0
88.0
""
""
""
""
""
""
126.0
20.0
""
1002.0
1079.0
2419.0
61.0
63.0
44.0
53.0
330.0
603.0
12023.0
226.0
114.0
""
""
1127.0
24.0
365.0
42.0
219.0
""
132.0
681.0
623.0
278.0
129.0
4164.0
292.0
""
175.0
1989.0
229.0
""
22.0
""
123.0
""
221.0
1321.0
276.0
90.0
733.0
103.0
""
25.0
""
169.0
46.0
""
""
88.0
""
""
34.0
564.0
279.0
73.0
5636.0
42.0
6496.0
60.0
51.0
""
947.0
59.0
""
""
""
""
37.0
241.0
1100.0
1458.0
1887.0
41753.0
6082.0
1566.0
931.0
340.0
20.0
""
""
65.0
""
161.0
51.0
59.0
699.0
29.0
""
800.0
31.0
""
89.0
114.0
25.0
2276.0
792.0
4735.0
12517.0
29612.0
1173.0
3090.0
3041.0
2523.0
1748.0
263.0
55.0
330.0
81.0
160.0
6683.0
83.0
544.0
1540.0
326.0
""
1084.0
""
""
""
""
""
""
20.0
""
""
""
""
""
467.0
""
""
87.0
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
27.0
28.0
""
""
44.0
""
2125.0
""
37.0
""
64.0
""
""
""
1035.0
""
6711.0
22.0
1894.0
59.0
""
51.0
142.0
""
68.0
41.0
26.0
""
227.0
20.0
""
30.0
""
""
""
""
80.0
806.0
36.0
73.0
""
""
""
""
""
21.0
72.0
""
""
101.0
33.0
71.0
""
36.0
1323.0
1936.0
2741.0
388.0
8770.0
3503.0
""
""
""
571.0
414.0
19107.0
7340.0
""
""
7902.0
334.0
658.0
51474.0
""
26.0
50.0
25.0
377.0
""
69.0
2666.0
""
394.0
""
154.0
242.0
""
""
45.0
""
""
""
90.0
32.0
9123.0
