kir_24_black_pooled_n
565.0
819.0
666.0
168.0
33.0
399.0
564.0
1520.0
844.0
57.0
218.0
313.0
678.0
73.0
43.0
483.0
477.0
299.0
171.0
257.0
152.0
34.0
773.0
1620.0
44.0
713.0
520.0
821.0
110.0
65.0
144.0
450.0
477.0
345.0
1392.0
86.0
13685.0
75.0
475.0
265.0
1320.0
457.0
543.0
885.0
3322.0
576.0
34.0
76.0
7309.0
374.0
6190.0
768.0
385.0
485.0
554.0
228.0
1145.0
216.0
660.0
440.0
1384.0
559.0
2633.0
201.0
201.0
415.0
""
""
""
1053.0
""
""
""
""
464.0
""
""
20.0
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
491.0
88.0
""
21.0
""
""
6532.0
109.0
42.0
1429.0
282.0
""
53.0
197.0
360.0
296.0
""
92.0
""
182.0
44.0
""
469.0
295.0
""
""
47.0
408.0
150.0
418.0
64.0
1522.0
255.0
160.0
449.0
277.0
411.0
""
""
430.0
27.0
""
339.0
200.0
186.0
54.0
""
138.0
2507.0
23.0
101.0
""
359.0
155.0
125.0
""
288.0
""
""
666.0
1099.0
238.0
""
161.0
""
621.0
""
838.0
""
104.0
""
89.0
45.0
6962.0
""
740.0
176.0
""
""
514.0
46.0
""
""
849.0
""
177.0
129.0
136.0
""
9989.0
""
""
128.0
""
""
5160.0
""
79.0
1979.0
""
33.0
140.0
""
1936.0
371.0
30.0
""
39037.0
177.0
269.0
""
37.0
555.0
""
""
701.0
120.0
21.0
2901.0
213.0
""
6237.0
6308.0
36.0
9920.0
7902.0
2624.0
2257.0
163.0
1685.0
509.0
2699.0
138.0
76.0
""
26.0
3657.0
354.0
774.0
115.0
27.0
""
324.0
""
937.0
231.0
161.0
1062.0
""
2953.0
""
""
""
158.0
46.0
""
""
""
""
""
""
""
""
3786.0
""
188.0
""
""
2542.0
23.0
""
""
""
""
""
""
""
404.0
""
""
""
""
125.0
""
""
""
47.0
""
""
""
""
""
""
""
""
""
""
""
129.0
""
""
""
""
""
""
""
""
""
""
80.0
""
4558.0
4730.0
120.0
367.0
4188.0
719.0
166.0
106.0
1715.0
5578.0
1284.0
17188.0
2250.0
123.0
1068.0
174.0
2604.0
21247.0
70.0
460.0
200.0
1019.0
805.0
563.0
175.0
32.0
12822.0
3792.0
284.0
51.0
1464.0
30.0
27.0
88.0
169.0
62.0
236.0
404.0
497.0
8960.0
30.0
619.0
534.0
262.0
""
1324.0
1995.0
3246.0
202.0
40.0
321.0
1486.0
1744.0
374.0
26927.0
245.0
279.0
1132.0
125.0
10562.0
1275.0
10346.0
750.0
4657.0
4308.0
648.0
514.0
2445.0
391.0
1049.0
2575.0
252.0
245.0
184.0
121.0
2419.0
131.0
134.0
121.0
196.0
37.0
105.0
49.0
857.0
33.0
319.0
436.0
351.0
107.0
3800.0
138.0
24.0
361.0
224.0
698.0
667.0
320.0
64.0
500.0
132.0
850.0
57.0
89.0
5265.0
628.0
101.0
375.0
1565.0
97.0
9778.0
105.0
6935.0
461.0
572.0
949.0
260.0
1111.0
121.0
556.0
""
""
499.0
23296.0
215.0
277.0
3280.0
1815.0
275.0
""
264.0
340.0
374.0
151.0
""
1027.0
634.0
87.0
82.0
20304.0
""
20.0
1112.0
100.0
355.0
352.0
6310.0
34.0
586.0
303.0
85.0
280.0
219.0
70.0
2321.0
1999.0
185.0
185.0
166.0
109.0
431.0
161.0
125.0
381.0
276.0
105.0
883.0
240.0
2009.0
137.0
132.0
1788.0
""
465.0
141.0
317.0
137.0
127.0
419.0
93.0
659.0
290.0
65.0
219.0
""
5278.0
1251.0
131.0
104.0
683.0
563.0
""
96.0
86.0
273.0
137.0
328.0
41.0
""
219.0
6402.0
1304.0
40.0
315.0
151.0
1134.0
168.0
126.0
783.0
164.0
62.0
182.0
124.0
185.0
318.0
860.0
638.0
389.0
""
119.0
1110.0
222.0
232.0
""
423.0
130.0
534.0
574.0
190.0
589.0
346.0
65.0
46.0
24.0
183.0
77.0
248.0
176.0
419.0
41.0
2125.0
""
37.0
116.0
""
29.0
""
""
""
""
""
""
30.0
""
""
""
53.0
""
""
""
""
""
74.0
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
149.0
209.0
23.0
57.0
""
""
""
""
""
1087.0
""
""
""
38.0
57.0
62344.0
""
""
154.0
""
""
2489.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
335.0
""
146.0
""
""
""
1700.0
1006.0
147.0
142.0
2808.0
67.0
""
35.0
27.0
27.0
38.0
146.0
564.0
982.0
38.0
1193.0
99.0
""
""
54.0
""
""
""
""
102.0
""
30.0
1804.0
34.0
""
""
""
119.0
""
72.0
""
668.0
4542.0
51.0
1246.0
""
""
""
""
273.0
46.0
""
503.0
""
24.0
""
""
""
64.0
3886.0
92.0
1824.0
""
""
2361.0
93.0
""
""
24.0
""
""
25.0
459.0
""
""
""
""
26.0
""
""
435.0
""
652.0
26.0
225.0
""
""
""
48.0
316.0
""
293.0
52.0
""
172.0
27.0
333.0
""
""
""
""
27.0
""
61.0
38.0
46.0
""
6862.0
579.0
""
553.0
11081.0
""
""
58.0
139.0
23.0
""
""
""
""
""
""
""
""
""
220.0
""
""
""
""
""
""
1837.0
""
33.0
""
""
""
""
""
200.0
""
""
851.0
""
311.0
""
""
50.0
""
193.0
""
""
