has_dad_white_male_p25_se
0.065848507
0.06826815
0.063497961
0.056881227
0.05821339
0.053635456
0.050807435
0.081774794
0.035158534
0.046933271
0.049499173
0.12977494
0.056959536
0.069211915
0.054480027
0.037061997
0.069364734
0.073073633
0.074929625
0.055140793
0.059311185
0.054000176
0.094623692
0.079809271
0.040553853
0.053316142
0.064616963
0.055043552
0.061292812
0.086745545
0.068875864
0.063640244
0.069190934
0.041653071
0.050298031
0.078046471
0.090174302
0.062164672
0.21358721
0.048171181
0.041880261
0.041705493
0.042549744
0.096469253
0.15538275
0.10364135
0.060382865
0.066836342
0.091358036
0.14766251
0.071467519
0.079350509
0.099154197
0.045455966
0.05309331
0.053448416
0.041845199
0.043502335
0.057724837
0.047263365
0.043427482
0.031299256
0.051881146
0.047816783
0.039085988
""
0.084870525
0.15918392
0.083919987
0.07610745
0.068550497
0.10253914
0.081213251
0.042817391
0.05052371
0.09593951
0.10345708
0.094261996
0.085372597
0.058193654
0.33599627
0.2190605
0.050232068
0.11282094
0.09943793
0.067430176
0.048113611
0.066271812
0.04861195
0.048926014
0.061207723
0.043546759
0.037887361
0.044236273
0.041533899
0.043272249
0.10867934
0.10680609
0.057951424
0.050706659
0.046992105
0.043035544
0.05018343
0.046960261
0.033005897
""
0.062020056
0.095875867
0.060417816
0.060811538
0.062385261
0.12737316
0.057177041
0.063460886
0.050186891
0.080987141
0.067795217
0.04450747
0.045764804
0.061829194
0.047821634
0.051048234
0.051862508
0.066732094
0.038787674
0.058016706
0.042154092
0.072352879
0.059411224
0.046436701
""
0.074867606
0.044762809
0.092175461
0.10618249
0.10513507
0.073267549
0.17412691
0.089425474
0.075989768
0.048629809
0.15967351
0.21355447
0.05654677
0.083775863
0.041147832
0.073595792
0.06546028
0.056055527
0.055166628
0.036420319
0.056669548
0.086942092
0.065010212
0.083150707
0.055606373
0.10043743
0.084828891
0.063655935
0.076544367
0.073074259
0.089190371
0.066393718
0.051880453
0.086522564
0.063367076
0.074359842
0.11285493
0.11758287
0.047360111
0.07080359
0.056559976
0.069382295
0.061786234
0.038403839
0.054201711
0.034729037
0.051592935
0.03926247
0.13581347
0.061690014
0.081797607
0.11547484
0.072153844
0.091483541
0.046315018
0.087321401
0.047816332
0.049213536
0.066316769
0.077737138
0.056333818
0.071428649
