somecoll_other_female_mean
0.85159206
""
""
0.73778212
0.72783977
""
0.65060979
""
""
""
""
0.73710239
""
""
0.87281603
""
""
""
""
""
0.73800874
0.77880681
0.72435915
""
0.74376017
""
0.82288086
0.8303526
0.71965128
""
""
""
0.80296665
0.82014072
""
0.71945345
""
""
""
""
0.85163885
""
""
""
""
""
0.78151
""
0.73630792
""
0.57580543
0.80950195
""
""
""
0.54053849
""
""
""
""
""
0.73604584
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.77432859
""
""
""
""
0.78259391
""
""
0.77001512
0.83541644
0.58980143
""
""
""
0.66588253
""
""
""
0.5568133
0.72014105
0.59321922
0.77286881
0.7994042
0.75093627
0.80309838
0.75463504
0.74722826
0.6859284
0.69966042
""
0.51669878
0.86840659
""
0.72632492
""
0.62087053
0.75755179
0.82025945
""
""
""
0.47812635
""
""
0.83718628
""
0.85796708
0.8851499
""
""
""
0.75595427
""
""
""
""
""
0.67753148
0.82446092
""
""
""
0.67643803
""
""
""
""
0.72341967
""
""
""
""
0.67756099
""
""
0.78925961
0.73354387
""
0.80342144
""
""
""
""
0.83327872
0.75963074
""
0.82801455
""
""
""
0.62268054
0.78335452
0.88608384
""
0.77994871
""
""
0.80973577
0.71367401
""
""
""
""
0.7298786
""
""
0.77446067
""
""
0.83897257
""
""
0.69879633
0.85453999
""
""
""
""
0.47815618
0.76356989
""
0.5955267
0.59084809
""
""
0.59369028
0.58439338
0.80537951
""
""
0.70505804
0.80970782
0.78838879
""
""
0.62758392
0.75811666
0.70187855
0.79262722
""
""
""
""
0.66978592
""
0.77232277
0.82341009
0.59402549
0.74893963
0.72821456
0.78117138
0.70355314
0.78973371
""
""
""
""
""
0.67408395
""
""
""
""
""
0.72893471
""
""
0.88754898
0.726403
""
0.70811057
0.77543926
0.776425
""
""
0.8149066
""
""
0.7589137
""
0.78694713
""
0.74538755
0.73648536
0.71476144
0.76061004
0.80518872
0.70710409
0.82325923
0.73705214
0.62165952
0.6806075
""
""
0.63626111
""
""
0.72866911
0.66172975
""
0.69382185
0.68693662
""
""
0.81704223
0.8548274
""
0.70509928
0.80185652
""
""
""
""
""
""
""
""
""
""
""
0.70057136
0.76203287
""
0.7881797
0.83859307
""
""
""
""
0.67760038
""
""
0.66362214
""
""
0.88422513
0.73038107
""
0.69301599
0.70076776
0.87144524
""
0.83535999
""
""
""
0.9171409
0.53924209
""
""
0.66311997
""
0.66415501
0.61938137
0.74003541
""
0.82002461
0.84003997
0.51427364
""
0.79271162
""
""
0.77111131
0.6139676
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.72587889
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.90026879
""
""
""
""
""
""
0.74157751
""
""
""
0.99904835
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.72083932
""
""
""
0.71312839
""
""
""
""
""
0.59869897
""
""
""
""
""
""
""
""
""
0.82091296
""
""
0.74423695
""
""
""
""
""
""
0.77338082
""
""
0.88630289
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.82360977
0.7960422
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.82843024
0.71599358
0.77656674
""
""
""
""
0.7521795
0.81108421
0.78384882
0.67616069
""
""
""
0.65751117
""
0.72437018
""
0.72965062
""
""
0.71116096
0.68025571
0.49705651
0.75224996
0.73456204
0.74226165
""
0.86546254
0.80261356
""
""
""
""
""
""
""
0.59954095
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.80373871
""
0.79621309
""
""
""
""
""
""
""
""
""
""
""
0.73261875
""
0.72069597
0.82447046
0.80228639
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.85361642
""
0.80086654
0.78409058
0.82656944
""
0.68399477
0.66429794
0.58209372
0.71950227
""
""
0.5544064
""
0.71703488
0.74991816
0.58824712
0.40667647
""
0.70684868
""
0.74054885
""
""
""
""
""
""
0.74529362
""
""
""
""
""
0.78822953
""
""
0.7427755
""
""
""
""
""
""
""
""
0.61769438
""
""
""
""
""
""
""
0.73860401
""
""
""
""
""
0.7285679
0.7204504
0.67718565
""
0.85570323
""
""
""
0.78511029
""
0.7815969
""
0.81729084
0.79496139
""
""
0.73575073
""
0.84138221
0.59537911
""
""
0.64612532
""
""
""
""
""
""
""
0.80043119
0.67700368
""
0.75700027
""
""
""
""
""
""
0.81535393
""
""
0.77905208
0.53130662
0.74842775
""
0.82779837
0.79022777
0.75071532
0.79200876
0.67717922
0.79587233
0.86547035
""
""
""
0.67605692
0.76674628
0.83260661
0.70497042
""
""
0.81392461
0.86479861
0.84879285
0.83688885
""
""
""
""
0.72558528
""
0.76047444
0.74610496
""
0.76871812
""
0.7067765
0.6918059
""
""
""
""
""
""
0.52949101
0.80209416
0.75455976
