kir_native_hisp_male_mean
0.42839813
""
""
0.52837104
0.46522209
""
0.44806916
""
""
0.51381236
0.48053205
0.48861951
""
""
0.49643871
""
""
0.51789778
""
""
0.41723421
0.47555205
0.49228454
0.4519453
0.51640481
""
0.49291682
0.51182544
0.52152497
""
""
0.42877477
0.52051359
0.49064142
""
0.51713693
""
""
""
""
0.52044624
""
""
""
""
""
0.56449795
0.60341161
0.65601808
0.48839927
0.47301951
0.52387512
0.37995926
""
""
0.48541364
""
""
""
0.39663267
""
0.49728906
""
""
""
""
""
""
""
""
""
""
""
0.4395507
""
""
0.40439472
0.38386315
""
0.50853705
""
0.51813501
""
0.46407253
0.53434777
0.4260596
0.53435403
0.45995221
0.46390378
0.33990091
0.37441134
""
""
0.41139662
""
""
0.3547405
0.49193111
0.51361942
0.50869143
0.50678647
0.55108202
0.49413842
0.50308341
0.50550228
0.479716
0.46585065
0.49061516
0.51200658
0.51401609
0.51802796
0.4915936
0.54049474
""
0.48848504
0.49463058
0.45812166
""
""
""
0.38531417
""
""
0.56092221
""
0.51615185
0.50572509
""
""
""
0.54146236
""
0.50147915
""
0.45775428
""
0.56954026
0.47396788
""
0.52233028
0.4983916
0.49662766
""
""
0.41368788
""
0.60810435
""
""
""
""
0.4731493
""
""
0.50344378
0.56676948
""
0.52718669
""
""
""
""
0.51760238
0.55815923
""
0.59219241
0.51625639
""
0.51913846
0.5260039
0.50851768
0.49717984
0.49866992
0.52037162
0.43853328
0.44168946
0.51398075
0.49403244
0.50066042
0.50449306
""
0.55603898
0.49355209
""
""
0.50993186
""
""
0.51222533
""
""
0.49316543
0.48763996
""
""
""
0.54068995
0.5126611
0.51738924
0.55338234
0.51257962
0.5772295
0.56254816
0.51978117
0.48933938
0.50202918
0.51684231
0.48701373
0.52904248
0.53607148
0.56321186
0.5593695
""
""
0.59209824
0.55645001
0.51644748
0.53598124
0.50219911
""
""
""
""
""
0.54259932
0.55174392
0.38702375
0.57675618
0.56975961
0.52625537
0.50175339
0.46463647
""
0.56837791
""
""
""
0.55324256
""
""
0.44089213
0.63747627
""
0.57671648
""
""
0.52447909
0.51122677
0.50222915
0.49431384
0.51150912
0.52827883
0.51029521
""
0.48413774
0.61419547
0.45534876
0.51206702
0.55441171
0.54225713
0.50918037
