somecoll_other_male_p1
0.27672794
""
""
0.17241549
0.30334011
""
0.52213329
""
""
""
""
0.2951071
""
""
""
""
""
0.32652006
""
""
0.43253177
0.48108253
0.9333908
""
0.58562636
""
""
0.18809251
0.43739989
""
""
""
0.30957809
0.6029222
""
0.44292307
""
""
""
""
""
""
""
""
""
""
0.3924391
""
0.014670109
""
0.29554692
0.20752792
""
""
""
0.4329417
""
""
""
""
""
0.58962268
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48299202
""
""
""
""
0.34400451
""
""
0.1837943
0.52865672
""
""
""
""
0.27180955
""
""
""
0.65991688
0.41498381
0.49645796
0.60394579
0.50532979
0.41094065
0.35841721
0.49627644
0.41752654
0.24808589
0.30813116
""
0.00871782
""
""
0.38336551
""
0.42795208
0.65353364
0.11059739
""
""
""
""
""
""
""
""
0.12245914
0.57195252
""
""
""
0.50093591
""
""
""
""
""
0.66461486
0.49138921
""
""
0.44457278
0.61252034
""
""
""
""
0.33151415
""
""
""
""
0.2981925
""
""
0.33349374
0.21402617
""
0.49269494
""
""
""
""
0.43401819
0.44126931
""
0.58361512
0.46309134
""
""
0.2322025
0.44294941
0.42769602
""
0.2847614
""
""
0.51110566
0.44563195
""
""
""
""
0.25671932
""
""
0.23713377
""
""
0.74310267
""
""
0.46610692
0.56803924
""
""
""
""
0.078426741
0.32147342
""
0.13888252
0.17874324
""
""
-0.074489199
0.4356038
0.39009845
""
""
0.42734092
""
0.57952851
""
""
0.54789674
0.40161061
0.33247221
0.52731425
""
""
""
""
""
""
0.38486719
0.49874362
""
0.38462937
0.54748303
0.37151536
0.22230101
0.36702883
""
""
""
""
""
""
""
""
""
""
""
0.50254673
""
""
""
0.44035119
""
0.33274332
0.3283599
0.22606429
0.45646214
""
0.40058759
""
""
0.36705565
""
0.47452834
""
0.49722147
0.38829714
0.33616969
0.28419214
0.58716404
0.60548848
0.62955242
0.52969038
0.090690494
0.44089651
""
""
0.40541726
""
""
0.36842525
0.74815595
""
0.19952781
0.36006641
""
""
0.5461514
0.28387943
""
0.47431153
0.43404794
""
""
""
""
""
""
""
""
""
""
""
0.67809647
0.46389064
""
""
""
""
""
""
""
""
""
""
""
""
0.74422175
0.23090035
0.56264371
""
0.11524569
0.83643883
""
""
0.51668048
""
""
""
""
0.33111477
""
""
0.49369898
""
0.44717538
0.31603861
0.40475458
""
0.53448242
0.29877204
0.570364
""
0.39273572
""
""
0.44243845
0.24510516
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53285885
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47196284
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58937848
""
""
""
0.31845251
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6939531
""
0.32007807
""
""
0.35760602
""
""
""
""
""
""
0.51050544
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.15583427
0.48067853
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4177579
0.37713555
0.29866314
""
""
""
""
0.17255324
""
0.25811201
""
""
""
""
0.4900758
""
0.28311023
""
0.21832822
""
""
0.33467048
0.39920062
0.32344967
0.43418938
0.30438465
0.24727935
""
0.44374567
0.52403021
""
""
""
""
""
""
""
0.57555491
""
""
0.58130884
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4895108
""
0.54324949
""
""
""
0.21613325
""
""
""
""
""
""
0.26911315
0.24924149
""
0.061657317
0.61193234
0.76331478
""
""
""
""
""
""
""
""
""
""
""
0.4637768
""
""
""
""
""
""
""
""
0.54877257
""
0.57655036
0.29224578
0.40794614
""
""
""
0.61096942
0.36275986
""
""
0.10611737
""
0.39969307
0.30529773
0.11440767
0.14497238
""
0.25212264
""
0.42309928
""
""
""
""
""
""
""
""
""
""
""
""
0.29582441
""
""
0.28338856
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53814512
""
""
""
""
""
0.34472346
0.32198745
0.331817
""
""
""
""
""
0.27021146
""
0.42893761
""
0.49721938
0.088903636
""
""
0.33243641
""
""
0.34038842
""
""
0.44349197
""
""
""
""
""
""
""
0.78374684
0.51273394
""
0.5812211
""
""
""
""
""
""
0.32681766
""
""
0.65503973
0.44186303
0.50306952
""
0.37712178
0.54277742
0.5478099
0.44225875
0.54616922
0.49264166
0.61120164
""
""
""
0.26635334
0.61422461
0.56102926
0.42081106
""
""
0.63454908
""
0.52429414
0.60403931
""
""
""
""
0.28035298
""
0.54674637
0.41279119
""
0.42818239
""
0.25472853
0.49167559
""
""
0.32145792
""
""
""
0.46342009
-0.013356072
0.54240334
