jobs_total_5mi_2015
10109.0
9948.0
10387.0
12933.0
12933.0
9193.0
11578.0
1567.0
2615.0
279.0
212.0
151.0
133.0
1199.0
641.0
1073.0
4838.0
4838.0
2332.0
15169.0
13674.0
13674.0
16282.0
6304.0
1049.0
2909.0
2909.0
5348.0
7338.0
5901.0
10413.0
7338.0
1759.0
920.0
13631.0
1882.0
7777.0
2278.0
531.0
11202.0
13252.0
734.0
932.0
""
875.0
982.0
191.0
198.0
1849.0
1363.0
1363.0
2377.0
2377.0
165.0
597.0
756.0
2179.0
911.0
2782.0
541.0
612.0
197.0
1081.0
1405.0
779.0
589.0
37.0
2694.0
74.0
2157.0
2740.0
2740.0
69.0
2740.0
394.0
97.0
720.0
69.0
21597.0
21597.0
19267.0
22257.0
25520.0
15562.0
29071.0
27666.0
23357.0
19517.0
25323.0
11583.0
15274.0
16078.0
1551.0
15920.0
8811.0
5964.0
234.0
4593.0
4593.0
4599.0
1530.0
1530.0
2750.0
865.0
1055.0
307.0
1551.0
485.0
5832.0
71.0
1005.0
1516.0
3418.0
2652.0
1739.0
2186.0
2803.0
2037.0
233.0
99.0
1206.0
660.0
2532.0
140.0
4558.0
4558.0
529.0
139.0
746.0
644.0
722.0
152.0
1420.0
1026.0
1289.0
544.0
137.0
644.0
46.0
2345.0
28.0
1505.0
1015.0
1918.0
32.0
30.0
674.0
2888.0
202.0
37.0
86.0
1214.0
526.0
278.0
222.0
1373.0
506.0
87.0
1862.0
371.0
828.0
1650.0
6926.0
9230.0
9230.0
7799.0
9309.0
9309.0
36480.0
23040.0
27886.0
16695.0
11285.0
21950.0
17435.0
27800.0
27143.0
258.0
186.0
419.0
1642.0
372.0
459.0
93.0
538.0
1023.0
931.0
679.0
216.0
410.0
272.0
753.0
3264.0
2092.0
5602.0
7041.0
653.0
1227.0
2267.0
1218.0
1218.0
80.0
38.0
565.0
467.0
164.0
523.0
2169.0
117.0
270.0
2062.0
1209.0
304.0
755.0
241.0
3709.0
19746.0
19551.0
19551.0
19883.0
9487.0
393.0
426.0
2793.0
2461.0
665.0
110.0
482.0
4170.0
1324.0
141.0
3765.0
4978.0
4602.0
4602.0
7824.0
4602.0
6888.0
1356.0
1277.0
1210.0
1214.0
2534.0
3427.0
695.0
7097.0
7128.0
7128.0
7128.0
7300.0
7300.0
7300.0
139.0
251.0
366.0
6520.0
766.0
402.0
465.0
3727.0
8816.0
820.0
614.0
602.0
1419.0
1982.0
1982.0
7863.0
8423.0
3334.0
944.0
1210.0
152.0
243.0
3641.0
731.0
1509.0
4856.0
1766.0
3730.0
2470.0
4883.0
9669.0
5409.0
6912.0
14362.0
443.0
1406.0
1853.0
1268.0
697.0
1325.0
2838.0
2349.0
2349.0
21046.0
23222.0
17906.0
21818.0
17068.0
24031.0
24517.0
25326.0
24517.0
22967.0
24070.0
24070.0
24275.0
21774.0
3878.0
9445.0
2622.0
27456.0
8078.0
6897.0
10130.0
6649.0
601.0
1068.0
667.0
746.0
3972.0
151.0
374.0
25039.0
23.0
221.0
1446.0
1688.0
463.0
776.0
3304.0
239.0
3304.0
2130.0
1826.0
911.0
123.0
410.0
648.0
91.0
2453.0
766.0
407.0
131.0
21.0
1486.0
86.0
858.0
201.0
88.0
57.0
1377.0
139.0
57.0
1602.0
197.0
88.0
1149.0
77.0
641.0
27230.0
28021.0
37191.0
28021.0
38862.0
39617.0
39617.0
35032.0
20810.0
18324.0
27127.0
25195.0
39617.0
25456.0
32193.0
513.0
1659.0
76.0
1455.0
224.0
1033.0
318.0
1529.0
1463.0
148.0
338.0
2056.0
2118.0
6794.0
6794.0
309.0
562.0
38701.0
130005.0
122406.0
137679.0
134654.0
120533.0
73230.0
123795.0
152034.0
153649.0
151827.0
122602.0
50934.0
48983.0
63742.0
85021.0
131280.0
153755.0
153361.0
178637.0
162523.0
149419.0
161587.0
124458.0
98611.0
73582.0
28841.0
22524.0
47966.0
94936.0
49778.0
129448.0
133577.0
155263.0
171449.0
181154.0
177572.0
167496.0
187024.0
188766.0
178908.0
179936.0
173066.0
173569.0
172020.0
150727.0
45802.0
115987.0
138907.0
59930.0
133976.0
173820.0
26312.0
34125.0
24220.0
28826.0
29202.0
21309.0
10830.0
13509.0
29181.0
22733.0
23633.0
22112.0
28644.0
20041.0
27431.0
26908.0
31585.0
173382.0
176159.0
183920.0
184496.0
174417.0
163576.0
159263.0
182180.0
75258.0
172302.0
44540.0
89758.0
3935.0
11311.0
25872.0
12898.0
23812.0
13836.0
3133.0
6323.0
10174.0
1631.0
16203.0
17008.0
23252.0
14699.0
1247.0
676.0
1405.0
1322.0
1496.0
14708.0
1551.0
12051.0
5051.0
16261.0
28826.0
24891.0
27422.0
38036.0
18461.0
28133.0
4021.0
2508.0
422.0
390.0
13463.0
13487.0
20295.0
13608.0
3430.0
10291.0
30674.0
20056.0
34081.0
13360.0
121914.0
88205.0
178635.0
124427.0
90548.0
97082.0
80307.0
115539.0
87104.0
78513.0
170062.0
138366.0
150707.0
53554.0
48113.0
27621.0
28458.0
27329.0
26722.0
17525.0
16548.0
1854.0
15659.0
1109.0
10766.0
16808.0
9529.0
13187.0
25553.0
42480.0
104479.0
107305.0
94378.0
65399.0
92753.0
64080.0
78495.0
74488.0
832.0
1818.0
431.0
32727.0
30240.0
29242.0
22188.0
33209.0
33209.0
25663.0
