kfr_stycz_hisp_male_p100
0.61095494
0.59645516
""
""
0.28309074
""
""
0.68121397
""
""
0.88349593
""
""
""
""
0.44746563
0.97432178
""
""
""
""
0.61659765
0.49454618
""
0.18950507
0.20485617
""
0.25845134
""
0.60954469
""
""
""
""
0.35538927
""
0.55851716
""
0.39754134
""
0.69422084
0.35152557
""
""
0.52895522
""
""
0.099807486
0.54370129
""
0.50958657
0.28448826
""
""
""
""
1.1889669
0.47182274
0.703291
""
""
""
0.47917184
""
""
""
""
""
""
0.50687206
""
""
""
""
0.5630219
""
""
0.66280371
0.58652782
""
""
""
""
0.36586806
""
""
""
""
""
""
""
""
""
""
""
""
0.7263667
0.62019134
0.63857645
0.78934962
0.66268599
0.8558284
0.43507338
0.58249456
0.50528383
0.58346474
0.58798838
0.64284939
0.58103138
0.45824635
0.54442114
""
""
""
0.59233493
""
""
""
0.24243291
""
""
""
""
""
""
""
0.28024441
0.89589953
0.58712733
""
""
""
""
0.52323914
""
""
0.46863386
""
0.62403071
1.2925802
""
""
0.65374732
""
""
0.41772473
0.959575
""
""
""
""
""
""
0.69118065
""
""
0.72118706
0.58458549
""
""
""
""
""
""
""
""
""
""
0.37218106
""
0.64845997
""
""
0.4673934
""
""
0.59072667
0.55087054
""
""
0.47762358
""
0.6399563
1.142516
""
0.72828215
0.63785207
""
0.74849325
0.59321398
0.47784364
0.55994928
0.62535369
0.50112718
0.5901553
0.59255081
0.58925927
0.65529913
0.60981655
0.17684913
0.63597435
0.59131253
0.52459985
0.66145563
0.60156673
0.59995216
0.68309718
0.43261519
0.52876443
0.55563051
0.39563006
""
0.60318762
0.60742646
0.67053902
0.61089396
0.63968366
0.33462068
0.61107928
0.60712618
0.58815688
0.60897464
0.60254741
0.6186592
0.59586221
0.57612342
0.66198605
0.52003634
0.61638784
0.60800648
0.53775549
""
0.42861611
0.65319008
0.58988649
0.5482595
0.57369757
0.50973094
""
0.61527187
0.44667146
0.60558695
0.61630237
0.60742766
0.62257403
0.54254085
0.61928797
0.81375307
""
0.44343245
0.58671904
0.57974255
0.51164263
""
""
0.60338497
0.11487001
0.8327316
""
0.5741303
0.58384728
""
0.63810754
0.75259179
0.43290287
0.56413537
0.64005554
0.64399976
""
""
""
""
0.66487688
""
0.65128523
""
""
0.40507528
0.56312454
0.57980102
0.58853972
""
0.86919177
0.49008304
""
0.76979274
0.6687817
0.56218392
0.53542376
0.70201695
""
0.61941606
1.003925
""
0.64077866
0.5620901
""
0.76292968
""
0.30207863
""
""
""
""
0.91719693
""
0.60483956
0.72141886
0.67617631
0.63028646
0.60368079
0.53323644
0.65592575
0.56056494
0.69019288
0.55052137
0.72710282
0.61745834
0.65999824
0.58887959
0.43677431
""
0.52593666
""
0.57473665
0.62151271
""
0.56807387
0.6849488
0.60173726
0.70425904
0.49436718
0.71691096
""
0.54586899
