lpov_nbh_pooled_male_n
2996.0
6961.0
1274.0
858.0
2333.0
495.0
1231.0
6286.0
1929.0
971.0
1750.0
630.0
1354.0
569.0
627.0
2510.0
2642.0
652.0
396.0
1710.0
577.0
3553.0
3015.0
2515.0
2478.0
3627.0
1768.0
4791.0
846.0
1241.0
1221.0
561.0
720.0
943.0
5023.0
2237.0
32502.0
588.0
3923.0
1777.0
4551.0
3219.0
690.0
1038.0
13206.0
1080.0
1152.0
3804.0
19918.0
942.0
12817.0
5841.0
533.0
920.0
1333.0
954.0
2870.0
3104.0
7693.0
549.0
4040.0
2035.0
7722.0
2771.0
660.0
588.0
1067.0
67.0
71.0
15139.0
372.0
22.0
59.0
102.0
4980.0
29.0
60.0
1647.0
1769.0
610.0
639.0
87.0
45.0
2318.0
262.0
170.0
178.0
57.0
200.0
503.0
""
189.0
240.0
60.0
""
197.0
1443.0
6075.0
5421.0
1948.0
1428.0
389.0
528.0
134432.0
7764.0
3548.0
37575.0
7242.0
2076.0
7147.0
7121.0
1016.0
1017.0
1667.0
8061.0
1682.0
577.0
199.0
1128.0
760.0
1071.0
830.0
1173.0
371.0
1152.0
1032.0
3671.0
2976.0
3041.0
980.0
390.0
899.0
967.0
4145.0
814.0
528.0
4170.0
756.0
1871.0
1167.0
1622.0
671.0
1972.0
387.0
726.0
4652.0
1129.0
283.0
800.0
508.0
527.0
564.0
1074.0
3361.0
626.0
559.0
2286.0
2880.0
524.0
330.0
499.0
434.0
1519.0
431.0
1228.0
408.0
1172.0
973.0
2687.0
319.0
19809.0
903.0
1314.0
4602.0
473.0
307.0
6498.0
707.0
710.0
481.0
2491.0
818.0
7115.0
3207.0
348.0
866.0
61799.0
52.0
1450.0
9290.0
1399.0
748.0
45805.0
1341.0
8087.0
39012.0
1277.0
5259.0
8949.0
826.0
35904.0
6790.0
1947.0
1313.0
374675.0
6765.0
8798.0
827.0
3851.0
11896.0
382.0
212.0
19328.0
6056.0
4649.0
114681.0
13694.0
611.0
79790.0
58836.0
3330.0
93375.0
119567.0
24763.0
30681.0
11015.0
30450.0
17089.0
70783.0
11653.0
8594.0
94.0
2098.0
23892.0
19966.0
24707.0
4809.0
3084.0
262.0
19483.0
2488.0
38787.0
7798.0
3646.0
21243.0
833.0
31577.0
350.0
201.0
309.0
12052.0
3161.0
713.0
43.0
347.0
236.0
86.0
161.0
183.0
1436.0
25416.0
22.0
10336.0
586.0
1303.0
31536.0
2285.0
2352.0
178.0
124.0
474.0
""
339.0
38.0
30616.0
69.0
408.0
364.0
2165.0
12972.0
774.0
216.0
1160.0
6789.0
""
1017.0
1200.0
1959.0
1700.0
1181.0
157.0
841.0
271.0
338.0
801.0
7289.0
405.0
747.0
353.0
175.0
""
89.0
156.0
199.0
1270.0
319.0
10047.0
638.0
34175.0
35710.0
8263.0
6660.0
32943.0
12264.0
6221.0
5327.0
6872.0
23588.0
6879.0
22546.0
8984.0
1145.0
9131.0
1182.0
24105.0
72881.0
545.0
6702.0
5162.0
10206.0
9018.0
2634.0
1077.0
436.0
41711.0
15940.0
2940.0
363.0
2342.0
615.0
320.0
523.0
492.0
843.0
1577.0
6709.0
3637.0
49237.0
847.0
5209.0
2167.0
644.0
248.0
10229.0
20171.0
10295.0
1515.0
268.0
780.0
12284.0
11654.0
5698.0
99264.0
3743.0
3206.0
10654.0
2071.0
47866.0
11850.0
47127.0
16822.0
36991.0
23924.0
2890.0
6950.0
10990.0
7378.0
