kir_imm_other_male_p75_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11341263
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.075043425
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.04637713
""
""
""
""
0.077803679
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.083368562
""
""
""
""
""
0.027300701
""
""
0.051746435
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.019290224
""
""
""
""
""
0.024321809
""
""
0.052859671
""
""
""
""
0.0493595
""
""
""
0.0091972668
""
0.058704052
""
""
""
""
""
0.03819203
""
""
0.017818986
0.069272861
""
0.027104888
0.024583107
""
0.02611666
0.015982822
0.027142251
0.033726238
""
0.020573061
0.065684825
0.01918252
0.067206696
""
""
""
0.026906222
0.064893134
0.055346079
""
""
""
0.083024316
""
0.040954389
0.075210072
""
0.087821141
""
0.055837676
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10217564
""
""
""
""
0.037433777
""
""
""
""
""
""
""
""
0.074684866
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.045757566
0.051913351
""
""
0.049058214
""
""
""
""
0.069983773
""
0.058142073
""
""
""
""
0.061233655
0.04182915
""
""
""
""
""
""
""
""
0.050858419
0.079907134
""
""
""
""
""
""
""
""
""
""
""
0.040719714
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.046113089
""
""
0.053492092
""
0.057874981
0.12548716
0.058002248
""
0.080559961
""
""
""
""
""
""
0.062364895
""
""
""
""
0.085226491
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.081869252
""
0.069260612
""
""
""
""
""
""
""
""
""
""
0.074585222
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.073407158
""
""
""
""
""
""
0.051821064
""
""
""
""
""
""
""
""
0.079916276
""
""
""
""
""
""
""
""
""
""
""
""
0.080318034
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.082293503
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.064120166
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.04989294
0.01314593
""
0.057932947
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.021348633
""
""
""
""
""
0.041262202
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.049947344
""
""
""
""
""
""
""
""
""
""
""
""
""
""
