jail_asian_male_p10
-0.002126917
0.023907453
""
-0.00020212491
-0.0046729096
""
0.024597762
""
""
-0.0014291655
-0.0033654668
0.029279299
""
0.00084740046
0.0036654221
""
""
0.0013540306
""
""
-0.0030118569
0.0047834301
0.0030751147
-0.025825711
0.0087012444
""
0.0053760139
0.021349056
0.012063202
0.049290761
0.054211572
-0.01865576
0.0060278559
0.0028550068
-0.0013100506
0.031119494
""
""
""
""
0.008681816
""
""
""
""
""
0.0138863
-0.0021896709
0.018665526
-0.0027930122
0.0045507113
0.0041210996
0.023398692
""
""
0.0034431189
""
""
""
-0.0091452077
-0.0081471326
0.012347568
""
""
""
-0.016736327
""
""
""
""
""
""
0.010588087
-0.011529376
""
""
-0.023252584
0.030940499
""
-0.0010485766
-0.0208591
0.010059894
""
-0.014272396
0.022512272
-0.01453633
-0.019146129
0.043891329
-0.00032575105
-0.011082997
-0.045787901
""
""
0.0047976882
""
""
-0.013653272
0.0024913361
0.018679328
-0.0012134784
0.020030653
0.0010508986
-0.0004503041
0.0055001425
0.00093748351
0.0088891247
-0.00094207359
-0.00068692071
-0.00075931119
0.022824302
-0.0030932063
-0.0016006693
0.006976956
""
-0.002190758
0.0026091121
-0.0014903916
""
""
""
-0.011480909
-0.044791825
0.023092914
-0.0011722101
0.037272301
0.010055485
-0.0010134745
0.003487776
-0.039689217
-0.041459825
0.0080868257
-0.014045982
0.0035260094
-0.010073248
0.016307957
""
-0.0013758886
0.00015708378
-0.0037068438
-0.014728111
-0.0031576448
0.038254183
""
""
0.00091678713
""
0.003144427
0.020337328
0.026250003
0.023870183
""
-0.0010535116
0.11900644
""
0.0053854575
0.014344333
""
0.023237213
""
0.0086111873
""
""
-5.2145017e-05
0.0040284889
""
0.003542901
0.015731912
-0.0092809657
""
0.009330418
0.017360864
0.0013037449
0.010100427
0.003488383
0.0083260974
""
0.035233393
0.011623301
0.017551901
""
""
0.017068675
0.00088627223
""
0.0075144419
0.0092168106
""
0.10122462
0.039617978
""
""
-0.0027656232
0.025248734
""
""
-0.019952323
-0.0029566409
-0.019256096
-0.00029789112
-0.039942864
-0.0009282931
0.019050963
-0.027299559
0.0019388089
0.0052533187
-0.0012889345
0.015911518
-0.00012646876
-0.008469915
0.00086946395
0.015799083
-0.020285204
""
""
-0.00447988
0.0024261065
0.0018204437
-4.9100963e-05
-0.019922405
0.011345491
-0.019389302
-0.0047041564
-0.019030109
-0.015559209
-0.0003030847
-0.0023025274
-0.0016490916
0.0071240594
0.00043660621
-0.0063478127
0.022922605
0.013059146
""
0.0027697084
""
0.001229484
""
0.002857286
""
""
0.0021756687
0.0067683808
0.01754568
0.00748925
0.00065034465
-0.025148755
0.00075206009
