stayhome_natam_female_mean
""
0.17991811
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11994688
""
""
""
""
""
""
""
""
0.097097777
0.23504864
""
""
0.13262592
""
""
""
""
0.070725895
""
""
""
0.17524576
""
0.09886004
0.15168196
""
""
""
""
""
""
""
""
""
""
""
""
0.074978761
""
""
0.31258208
""
0.21066418
0.3752073
""
""
0.32518259
0.21486722
""
""
0.091527596
0.13582282
0.12631862
0.38075873
0.34110257
""
0.1653654
0.36431709
0.38151723
0.39607757
""
0.32943776
0.21063803
""
""
""
""
""
0.2728714
0.26716828
0.14531931
0.31291485
0.33169091
0.47122285
""
0.35192382
0.26266077
0.17932993
0.29904422
0.2762545
0.25132015
""
0.16346599
0.20135185
""
""
""
0.11290635
""
""
""
""
""
""
""
""
""
""
""
""
0.14997649
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14867274
""
""
0.27830008
""
""
0.17116193
""
""
""
""
""
0.12077845
""
""
""
0.2281432
""
""
0.1176462
""
""
0.18874569
0.11767474
0.10960068
0.20831762
""
0.047535673
0.2059814
0.29524985
0.14516926
0.11927026
""
""
0.25010422
0.1309578
0.18010129
""
0.069712698
0.12400556
""
""
0.14110401
0.12605999
0.050294675
0.16148295
0.12795185
""
0.25845084
0.15579641
""
0.21077444
0.18117891
0.22753942
0.15167217
0.28345424
0.23548037
0.28362992
0.22497162
0.12463993
0.10683165
""
0.12461942
0.18187691
0.22455429
0.14556292
0.22725014
-0.005334002
""
0.15066527
""
0.16876332
0.24718209
0.22115463
0.1424344
""
0.21288238
""
""
""
0.16761315
""
""
""
""
""
""
""
""
""
0.1845523
""
0.15813756
""
""
0.16942245
""
""
""
""
""
""
""
""
0.19062248
""
""
""
0.17565377
0.078792021
""
""
""
0.023829704
""
""
0.10663823
""
""
""
""
""
""
""
""
0.1688824
""
""
""
""
""
""
""
""
""
""
0.22886479
""
0.02261366
0.038438164
""
""
0.054588411
0.15379019
""
""
0.27816656
0.1306351
0.19813807
0.21975818
""
""
0.20509423
""
0.090116479
0.13815497
""
""
""
0.19065601
""
""
""
""
0.18789601
0.12873699
""
""
""
""
""
""
""
""
""
""
""
0.10287103
""
""
""
""
""
""
0.043798432
0.076339975
""
""
""
0.11002716
0.13112865
""
0.16819397
""
""
0.16239204
""
0.19531035
""
0.12146647
0.20539825
0.15817648
0.17733853
""
""
0.10820729
0.083579555
0.2568298
0.098824978
""
""
""
""
0.20346528
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.078395434
""
""
0.11932992
""
""
""
""
0.17842977
""
""
""
""
""
""
""
""
""
""
0.16816941
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18956052
""
""
""
""
""
""
0.16600968
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.15011047
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.24824339
""
""
0.15249409
""
0.19604762
""
""
0.23305108
""
""
""
0.15835784
""
""
""
0.16365644
""
""
""
""
""
""
""
""
""
""
""
""
""
0.079174332
""
""
""
""
""
""
0.24859752
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21741869
""
""
""
""
""
0.092118993
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.27874878
""
""
""
0.030217802
""
""
""
""
""
""
""
""
""
""
0.18651523
""
