two_par_white_female_mean_se
0.032541547
0.047975134
0.024061395
0.022621719
0.017097518
0.023001434
0.026755083
0.033006351
0.016020965
0.02920795
0.033566829
0.056553688
0.038307
0.04166577
0.021447325
0.031650025
0.026157374
0.044804327
0.016512165
0.018626047
0.019985147
0.020484133
0.019665867
0.036041122
0.02302089
0.026082005
0.032289855
0.030643484
0.022611594
0.026479129
0.02036106
0.024007063
0.030457843
0.022100249
0.024440553
0.029824615
0.048277512
0.025773158
0.092639305
0.028080316
0.025216645
0.024812648
0.031583961
0.026739439
0.068558462
0.049656019
0.032817081
0.038604245
0.042043895
0.058967289
0.039077193
0.032610696
0.034302559
0.027134053
0.030923888
0.02496759
0.022356562
0.022611983
0.033301357
0.024771996
0.029402336
0.021826224
0.027869757
0.022544399
0.021080464
""
0.073027134
0.087095052
0.05083894
0.044784337
0.043953322
0.06337364
0.056063399
0.03787097
0.04527837
0.057986941
0.058243182
0.052276723
0.069732666
0.042090107
0.12157625
0.086547807
0.032157294
0.06623818
0.031096023
0.024469266
0.019741733
0.028689303
0.027638048
0.037843458
0.030685367
0.023145005
0.024422547
0.01794921
0.019297248
0.024569722
0.057330489
0.021811411
0.028074499
0.027657989
0.028012199
0.022869874
0.019053843
0.023988688
0.025461033
""
0.038873274
0.045773614
0.03515226
0.033938508
0.029648576
0.091350563
0.03085327
0.032662082
0.032653674
0.047527246
0.035231099
0.031754132
0.030264216
0.033946253
0.030616574
0.029818149
0.027735142
0.033259254
0.036464527
0.026350683
0.025213372
0.030484226
0.029661557
0.025999952
0.086418562
0.035171788
0.037174959
0.053880747
0.05457706
0.058471657
0.032348126
0.038877547
0.027249908
0.030100698
0.023441311
""
""
0.035246849
0.051387165
0.034400247
0.049379732
0.042689685
0.033741295
0.036487114
0.025045665
0.054633781
0.046185836
0.030347586
0.046577506
0.031987976
0.049320437
0.034295015
0.038284309
0.03863449
0.032560065
0.037073337
0.015357987
0.019331912
0.042986695
0.031644184
0.037749324
0.062876195
0.035945807
0.02582847
0.036240555
0.026128314
0.022977397
0.024348957
0.026159268
0.029469673
0.027639516
0.025236756
0.026905041
0.072616734
0.049893618
0.05087186
0.054587308
0.038294155
0.047317717
0.031381615
0.06409584
0.035624728
0.031328492
0.03512843
0.0351636
0.031168759
0.053304236
0.037582815
0.031320915
0.049716558
0.04594006
0.058438022
0.052654352
0.046395086
0.04049053
0.054910563
0.041649628
0.046331834
0.036044244
0.071456589
0.07489302
0.024974978
0.022185706
0.02221361
0.023281785
0.02671892
0.024944356
0.028370932
0.026584156
0.020113396
0.022923844
0.027567152
0.028555477
0.025638537
0.042974621
