pos_hours_black_male_n
36.0
""
""
94.0
198.0
48.0
519.0
""
""
168.0
120.0
739.0
""
""
79.0
""
""
38.0
""
89.0
459.0
518.0
149.0
184.0
616.0
65.0
166.0
307.0
905.0
67.0
123.0
89.0
737.0
427.0
177.0
215.0
95.0
98.0
57.0
59.0
556.0
108.0
44.0
""
74.0
119.0
1219.0
132.0
572.0
133.0
230.0
316.0
255.0
24.0
21.0
472.0
58.0
""
""
160.0
67.0
317.0
32.0
""
""
""
""
""
""
""
109.0
145.0
255.0
134.0
89.0
""
116.0
23.0
27.0
1186.0
160.0
26.0
""
38.0
435.0
23.0
31.0
125.0
213.0
52.0
35.0
""
""
152.0
""
""
""
76.0
555.0
188.0
99.0
1618.0
502.0
110.0
92.0
537.0
118.0
528.0
67.0
64.0
106.0
232.0
592.0
78.0
429.0
355.0
467.0
47.0
23.0
32.0
166.0
53.0
47.0
108.0
67.0
309.0
322.0
65.0
71.0
71.0
2160.0
100.0
79.0
35.0
37.0
90.0
249.0
295.0
55.0
106.0
263.0
51.0
26.0
38.0
212.0
70.0
203.0
137.0
126.0
107.0
21.0
651.0
211.0
83.0
220.0
460.0
46.0
376.0
50.0
""
""
""
126.0
1387.0
25.0
2731.0
""
""
""
37.0
2337.0
101.0
""
114.0
""
""
97.0
203.0
""
""
""
""
314.0
""
""
461.0
""
""
106.0
""
""
59.0
369.0
""
""
25.0
""
40.0
224.0
""
207.0
33.0
""
""
53.0
123.0
518.0
""
""
35.0
""
52.0
""
""
325.0
88.0
79.0
1046.0
""
""
""
""
""
""
460.0
36.0
""
""
414.0
154.0
55.0
87.0
""
""
""
22.0
""
43.0
""
""
""
""
27.0
45.0
""
""
104.0
133.0
""
21.0
477.0
20.0
""
""
21.0
""
""
125.0
""
54.0
""
48.0
101.0
186.0
127.0
4417.0
151.0
1654.0
2115.0
310.0
237.0
58.0
21.0
""
""
""
""
""
""
""
124.0
""
""
590.0
24.0
""
77.0
598.0
""
""
""
""
""
""
""
""
""
""
""
""
411.0
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
53.0
""
""
""
32.0
119.0
""
""
58.0
""
94.0
106.0
672.0
51.0
3299.0
115.0
""
""
1128.0
""
""
43.0
57.0
""
""
""
""
""
""
29.0
26.0
23.0
""
""
44.0
""
45.0
""
75.0
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
61.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
177.0
""
""
""
""
""
""
112.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
272.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
52.0
117.0
""
""
""
""
""
25.0
561.0
""
""
""
""
35.0
""
""
""
""
""
""
31.0
43.0
""
""
246.0
""
""
""
81.0
""
""
""
""
""
""
""
54.0
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
230.0
""
288.0
""
""
""
58.0
""
""
""
""
""
""
""
47.0
64.0
76.0
1570.0
253.0
57.0
47.0
""
""
""
""
""
""
""
""
""
32.0
""
""
27.0
""
""
""
""
""
113.0
29.0
189.0
467.0
1216.0
48.0
146.0
166.0
133.0
71.0
""
""
""
""
""
379.0
""
21.0
78.0
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
81.0
""
""
""
""
""
""
""
48.0
""
281.0
""
85.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
51.0
78.0
137.0
23.0
388.0
195.0
""
""
""
""
24.0
821.0
311.0
""
""
365.0
""
42.0
2399.0
""
""
""
""
28.0
""
""
116.0
""
""
""
""
""
""
""
""
""
""
""
""
""
363.0
