kfr_native_white_male_p100
0.69179171
0.66021746
0.66020346
0.68649364
0.69332212
0.69894904
0.71494943
0.68781763
0.76454872
0.68680459
0.67654443
0.70625693
0.72550541
0.69379634
0.69085252
0.66358227
0.71288556
0.65815824
0.70630461
0.69704807
0.66518462
0.69472498
0.66714489
0.72742432
0.69078487
0.74015903
0.71892315
0.68854463
0.70427597
0.65675145
0.73064667
0.73389661
0.73752588
0.71143281
0.74486119
0.69009602
0.7719062
0.70506108
0.84744334
0.85675842
0.72998244
0.80913609
0.75454271
0.87973177
0.7830469
0.72935301
0.72614825
0.76968813
0.72909683
0.67928517
0.72858846
0.72993731
0.69051355
0.64303428
0.75993985
0.71981943
0.7490046
0.72506797
0.65728903
0.70461446
0.7072022
0.69805914
0.75121349
0.71920556
0.67530286
0.67782766
0.66429913
0.67284971
0.69081277
0.7349304
0.77451831
0.74729693
0.71610731
0.69057196
0.66413122
0.66973627
0.70283651
0.71673352
0.76664162
0.69137239
0.68167758
0.71137506
0.71688366
0.69395864
0.68529725
0.74178845
0.70084924
0.70448887
0.6943171
0.7273941
0.71857101
0.66471779
0.68823993
0.6789977
0.7286942
0.64874935
0.68248296
0.71306753
0.67479193
0.68950456
0.69105345
0.68069839
0.65780818
0.6453557
0.66238737
0.66332519
0.63752228
0.65946853
0.66878104
0.68704903
0.66804999
0.69578016
0.68339479
0.77194947
0.69348603
0.70015037
0.67992634
0.67625397
0.65256572
0.67833447
0.73032838
0.70474887
0.67178839
0.68927288
0.73133641
0.68905902
0.69437325
0.73662806
0.60250956
0.70432228
0.71163529
0.66801703
0.65263373
0.70516163
0.69031018
0.74528801
0.69363457
0.70088983
0.7498185
0.71495622
0.66985923
0.6573348
0.69373637
0.72048748
0.63085932
0.7255432
0.72096032
0.70110816
0.72127867
0.70280093
0.7245127
0.71030909
0.69274825
0.69893521
0.66158026
0.72090268
0.72943425
0.72150201
0.7192902
0.74790126
0.70168889
0.71439481
0.70316571
0.75709319
0.68680197
0.73623049
0.7079227
0.75138974
0.725788
0.68636847
0.70110828
0.71208632
0.73696977
0.71141768
0.70803571
0.72407502
0.72024405
0.73171121
0.68156892
0.69100714
0.73584396
0.69278979
0.7265867
0.69739223
0.71408784
0.75041699
0.72884655
0.73273718
0.70322019
0.71197373
0.71177632
0.70753032
0.70135248
0.81481242
0.72282672
0.77185118
0.74116278
0.7836293
0.72849417
0.76734614
0.73410904
0.70635796
0.73868901
0.69637084
0.72848338
0.74163508
0.71850777
0.67753458
0.72945857
0.71632689
0.71136481
