kid_natam_female_n
25.0
87.0
9.0
5.0
32.0
0.0
3.0
50.0
3.0
9.0
13.0
2.0
12.0
5.0
7.0
58.0
30.0
2.0
7.0
19.0
9.0
32.0
36.0
2.0
58.0
42.0
175.0
42.0
3.0
10.0
22.0
2.0
7.0
7.0
34.0
112.0
140.0
1.0
28.0
308.0
22.0
37.0
0.0
1.0
288.0
2.0
8.0
53.0
402.0
37.0
53.0
89.0
0.0
2.0
22.0
4.0
17.0
34.0
60.0
2.0
12.0
18.0
33.0
12.0
235.0
2.0
11.0
162.0
161.0
3009.0
2575.0
106.0
12.0
698.0
1006.0
48.0
181.0
554.0
600.0
349.0
352.0
""
271.0
613.0
1337.0
977.0
1282.0
121.0
404.0
247.0
4.0
139.0
240.0
61.0
""
822.0
10618.0
115.0
6493.0
1318.0
1003.0
17.0
368.0
7607.0
536.0
9741.0
3742.0
2490.0
18.0
392.0
276.0
4.0
3.0
18.0
437.0
26.0
0.0
2.0
27.0
2.0
11.0
13.0
16.0
5.0
8.0
15.0
36.0
185.0
19.0
11.0
4.0
6.0
5.0
53.0
20.0
3.0
52.0
10.0
14.0
7.0
16.0
11.0
19.0
11.0
6.0
19.0
15.0
2.0
14.0
3.0
9.0
28.0
20.0
33.0
28.0
8.0
42.0
15.0
2.0
12.0
3.0
4.0
8.0
7.0
11.0
16.0
7.0
47.0
43.0
4.0
155.0
8.0
4.0
57.0
23.0
4.0
282.0
39.0
13.0
9.0
14.0
10.0
236.0
31.0
1.0
18.0
622.0
33.0
69.0
521.0
77.0
56.0
400.0
290.0
175.0
959.0
84.0
1147.0
309.0
275.0
818.0
196.0
252.0
138.0
3164.0
227.0
48.0
90.0
575.0
129.0
40.0
31.0
189.0
66.0
80.0
952.0
204.0
75.0
1572.0
1167.0
33.0
1368.0
1912.0
112.0
442.0
131.0
148.0
286.0
576.0
115.0
675.0
11.0
301.0
260.0
435.0
485.0
141.0
131.0
74.0
454.0
117.0
391.0
139.0
192.0
291.0
27.0
296.0
10.0
5.0
7.0
131.0
25.0
19.0
3.0
9.0
15.0
5.0
8.0
6.0
23.0
465.0
3.0
79.0
19.0
11.0
454.0
32.0
28.0
8.0
0.0
11.0
0.0
12.0
1.0
369.0
4.0
3.0
8.0
288.0
147.0
18.0
7.0
6.0
92.0
0.0
10.0
495.0
24.0
14.0
17.0
8.0
9.0
1.0
3.0
9.0
118.0
8.0
11.0
5.0
7.0
0.0
6.0
0.0
8.0
14.0
2.0
107.0
1.0
156.0
144.0
31.0
23.0
201.0
388.0
22.0
63.0
88.0
91.0
88.0
122.0
56.0
10.0
127.0
5.0
191.0
415.0
18.0
23.0
38.0
68.0
88.0
34.0
12.0
8.0
276.0
293.0
13.0
0.0
14.0
7.0
89.0
4.0
2.0
16.0
31.0
46.0
42.0
351.0
22.0
39.0
36.0
3.0
2.0
73.0
114.0
58.0
13.0
12.0
2.0
67.0
129.0
25.0
330.0
27.0
24.0
101.0
27.0
236.0
76.0
202.0
118.0
224.0
172.0
24.0
24.0
45.0
134.0
62.0
125.0
17.0
12.0
18.0
3.0
124.0
12.0
57.0
52.0
3.0
3.0
1.0
1.0
9.0
