two_par_black_male_mean
0.54333836
0.52033997
0.37857088
0.4110238
0.38236046
0.47413689
0.38783732
0.56714922
0.322671
0.37330961
0.37466511
0.35482684
0.51822037
0.47136825
0.37099352
""
""
0.42104986
0.63720948
0.30339298
0.33910912
0.44726503
0.37412611
0.29282677
0.41192806
0.28510207
0.42611313
0.42880487
0.4466064
0.37166122
0.48732996
0.443611
0.42345589
0.46701384
0.32236686
0.38527495
0.31169215
0.28483376
0.26539612
0.21133269
0.30723602
0.31907469
0.34870008
0.252372
0.30246744
0.22667773
0.29994243
0.37817201
0.3515704
0.30765772
0.47630119
0.4241882
0.25819841
0.12217156
0.32023457
0.28751013
0.32578492
0.35456431
0.38809431
0.34240091
0.40751979
0.36588106
0.35817543
0.41232559
0.6411919
0.44664428
""
0.5516094
0.72218776
0.79884207
0.2365644
0.27251589
0.22642198
0.32841513
0.27482337
0.3435241
0.3239159
0.42509076
0.43716893
0.28134692
0.29355422
0.4380511
0.56644839
0.44553712
0.37573248
0.45622656
0.42342567
0.50675899
0.41386697
0.34340185
0.42305881
0.44549593
0.32867759
0.33087716
0.67955393
""
0.49907976
0.39905304
0.34597698
0.32934308
0.32547671
0.34781608
0.34023312
0.34175658
0.43625921
0.36373013
0.36211759
0.39342168
0.34184945
0.40491486
0.3134242
0.414157
0.42328468
0.38865399
0.4318209
0.3833265
0.42108977
0.28486758
0.26931623
0.28855449
0.32999051
0.33318633
0.35085675
0.57063383
0.37341282
0.39671776
0.3800987
0.34195736
0.27972901
0.31202707
0.38042367
0.30977815
0.30576786
0.35731375
0.37249798
0.25590986
0.3196784
0.41208574
0.29116136
0.24581252
0.33238834
0.41890785
0.3364282
0.25926667
0.30730891
0.28436702
0.39253494
0.29811907
0.31846717
0.33151853
0.41975898
0.3180964
0.2599315
0.27788854
0.42436302
0.31172717
0.30062848
0.28324655
0.30050084
0.49825335
0.61175245
0.58380783
0.58893383
0.32250121
0.41494727
0.41292202
0.73342294
0.70806158
""
0.49056369
0.35056975
0.47201252
0.47013775
0.38840902
0.5312283
0.54586893
0.43169543
0.35542762
0.72006738
""
0.73829496
0.72277242
0.39543289
0.62241977
0.39150637
0.36748827
0.5302884
0.57912606
0.39600956
0.62275934
0.54086179
0.66852176
0.33885023
0.61501491
0.45410347
0.49469358
0.52917534
0.42430016
