kir_native_hisp_pooled_p100
0.75606054
0.74675691
""
""
""
""
""
0.77164167
""
""
""
""
""
""
""
1.0527637
""
""
""
""
""
""
0.60676664
""
""
""
""
""
""
""
""
""
""
""
0.63318771
""
0.69847435
""
0.3499431
""
0.76741892
""
""
""
0.55346221
""
""
0.26562223
0.76454264
""
0.6373862
0.81551147
""
""
""
""
1.092631
0.3297475
0.53902048
""
""
""
0.50625038
""
""
""
""
""
""
0.64187425
""
""
""
""
0.82959187
""
""
0.72013521
0.22437991
""
""
""
""
0.7874155
""
""
""
""
""
""
""
""
""
""
""
""
0.60190141
0.59117126
0.69910419
0.68644631
0.54226989
0.80036819
0.56226593
0.6244967
0.63852626
0.61073381
0.64036047
0.61533344
0.60634887
0.46189666
0.64419001
""
""
""
0.54652888
""
""
""
""
""
""
""
""
""
""
""
0.09355896
0.40698552
""
""
""
""
""
0.49855745
""
""
0.48314592
""
""
""
""
""
""
""
""
0.45357144
""
""
""
""
""
""
""
0.52949178
""
""
0.4917503
0.68837291
""
""
""
""
""
""
""
""
""
0.35887039
0.54830074
""
0.70568192
""
""
0.69067883
""
""
0.45928341
""
""
""
""
""
0.63817096
0.60749078
""
""
0.66319561
""
0.39984274
0.68306363
0.45467505
0.5334478
0.64038223
0.52810001
0.57740164
0.61657977
0.80490881
0.56953949
0.60222006
0.52911699
0.59724474
0.64088988
0.73636657
0.5999878
0.61841375
0.57654274
0.70983839
0.53954977
0.63555449
0.64290524
""
""
0.62678474
0.67922592
0.56625777
0.63069636
0.61748916
1.0165547
0.6059612
0.64601386
0.6221832
0.61350811
0.6291793
0.74279469
0.62129694
0.63160259
0.74258971
0.60934681
0.64313197
0.64556152
0.63297206
""
0.71658814
0.71216089
0.63951379
0.57749331
0.69678771
0.78983134
""
0.66945845
0.53303003
0.64844197
0.63386416
0.58681798
0.61014867
0.70252234
0.63886118
0.38480967
""
0.60515523
0.56289792
0.58039433
0.4866339
""
""
0.77287269
0.32682866
0.53682679
""
0.52567798
0.6331324
""
0.64177084
0.51160949
0.60554725
0.61913437
0.55630511
0.66989726
""
""
""
""
0.88399827
""
0.62481833
""
""
0.59206361
0.60022771
0.59799093
0.72930616
""
0.58209175
0.56151026
""
0.55674988
0.42214349
0.6555059
0.52537465
0.60505337
""
0.62194932
""
""
0.60882306
0.61065459
""
0.66303551
""
0.68248534
""
""
""
""
