kir_stycz_pooled_female_p10
0.29451188
0.34658694
0.384341
0.257265
0.37330371
0.25256282
0.3540929
0.28614864
0.27752405
0.30924836
0.26463038
0.33768392
0.33375478
0.3530035
0.30908242
0.33128604
0.32740369
0.30635366
0.38507259
0.35438743
0.40451708
0.37263206
0.35756135
0.33498862
0.27647826
0.32556781
0.28598815
0.32578176
0.29949808
0.25239098
0.44306898
0.30862895
0.37913024
0.34203506
0.38351393
0.33741328
0.24180315
0.33761743
""
0.25887191
0.3512336
0.31703034
0.31299752
0.39125144
0.33103022
0.32355943
0.25175568
0.27771312
0.34207976
0.3140738
0.42410728
0.297171
0.35629487
0.23673311
0.23639572
0.31345376
0.31089121
0.27925253
0.36214
0.25375956
0.29615992
0.23744705
0.21918918
0.27625182
0.30635458
0.39046648
0.35452998
0.37014222
0.3073884
0.40021318
0.307163
0.38478434
0.33947
0.33466479
0.23873025
0.31677562
0.42595363
0.34782583
0.29539868
0.27040285
0.31607604
0.26197478
0.34493801
0.40572196
0.31386244
0.36647978
0.29907548
0.37697917
0.28449047
0.25451618
0.34351841
0.27511182
0.2898857
0.34876454
0.29527342
0.26727635
0.32772461
0.28684765
0.31607184
0.31637231
0.28731415
0.27195734
0.29860964
0.3043423
0.27205819
""
0.29221568
0.35466319
0.33071864
0.31422395
0.29585966
0.31932601
0.34377426
0.35313338
0.35203192
0.37132892
0.25903797
0.28629947
0.33749026
0.29688713
0.23524086
0.31063902
0.28461072
0.30836034
0.25244614
0.31846842
0.29812333
0.26345044
0.38397187
0.30854121
0.38368174
0.19283013
0.2771194
0.33118263
0.38510764
0.39330608
0.31689802
0.27474147
0.31886697
0.35327885
0.31498453
0.29029033
0.27544394
0.34802753
0.31144494
0.35997438
0.25275692
0.2656973
0.34083623
0.31285539
0.31389767
0.29436696
0.24585827
0.31808993
0.27616882
0.37115487
0.2492639
0.37185663
0.43374389
0.3180708
0.26659203
0.1720908
0.38943133
0.38108346
0.31491187
0.22840282
0.31252834
0.26310262
0.28639308
0.31165758
0.32154703
0.27719665
0.34876329
0.31130043
0.23739174
0.31199929
0.27728093
0.24262299
0.28531313
0.33752409
0.27481326
0.26168695
0.2919184
0.31645232
0.33004662
0.368202
0.2909849
0.29383087
0.31975076
0.30435392
0.31789207
0.29760069
0.26132196
0.22997849
0.26611662
0.28124902
0.32129717
0.29002586
0.32980391
0.28292766
0.27704921
0.35751933
0.28592253
0.31946406
0.38261786
0.32155454
0.3176809
0.28933978
0.27006719
0.27589396
0.26250875
0.31304806
0.24737546
0.31024146
0.30187622
0.333552
0.30061039
0.24851483
0.23234963
0.35278851
0.18650383
0.30729103
0.30260652
0.52227104
0.31695527
0.34463874
0.24549791
0.32015783
0.31108874
0.46032128
0.26929066
0.32546225
0.35379797
0.33862159
0.32444766
0.34593284
0.2857013
0.33602387
0.38383031
0.309389
0.24381201
0.37918669
0.35061303
0.30489022
0.26767075
0.25193039
0.37056917
0.20008118
0.32442674
0.27818379
0.30081311
0.27763912
0.30790627
0.35108021
0.35397282
0.24835016
0.28406855
0.24078402
0.30204037
0.31713468
0.33625543
0.30270994
0.26219445
0.32135066
0.26265073
0.40271801
0.27960226
0.32564119
0.32939163
0.31216747
0.37106946
0.34922826
0.33863121
0.33607921
0.40436935
0.34528211
0.32599449
0.35000661
0.30175948
0.34615004
0.39032969
0.35912368
0.27842009
0.28747773
0.30009019
0.33666921
0.26363391
0.22141173
0.44996873
0.33068773
0.34917516
0.38269687
0.28189406
0.36841315
0.29931778
0.25853974
0.28018537
0.31260771
0.34785011
0.28211659
0.34689817
0.4617475
0.30354345
0.3350403
0.34514982
0.34765393
0.31873876
0.29236683
0.2999292
0.28792825
0.28872231
0.28505722
0.30925089
0.32146952
0.29810345
0.31054336
0.28657594
0.18375392
0.27256685
0.30933085
0.22943144
0.3215673
0.39051861
0.32776913
0.2441285
0.27572331
0.24409455
0.26721647
0.27923322
0.278319
0.32959259
0.31002074
0.2683388
0.39224315
0.2883102
0.32578054
0.24143374
0.30501631
0.31121558
0.32859328
0.24942102
0.32520723
0.33545622
0.27195385
0.32955259
0.35291731
0.27360198
0.33240637
0.35219863
0.35607827
0.28367755
0.35777548
0.3516503
0.31283075
0.27916238
0.31505635
0.30517834
0.31262559
0.30119494
0.3823708
0.28284633
0.30667624
0.38553199
0.33269128
0.27631515
0.2965892
0.33007219
0.24689098
0.33226067
0.32756424
0.25777668
0.29731953
0.31365487
0.30088434
0.31434032
0.34058696
0.31186026
0.31080091
0.33040291
0.28631765
0.35014614
0.26453292
0.31648842
0.24787161
0.30087635
0.25556263
0.28700897
0.38911122
0.2697697
0.30994049
0.33208242
0.35109675
0.3198913
0.34286883
0.33859771
0.34675151
0.38144073
0.3721137
0.32178804
0.33870459
0.29530588
0.29198608
0.33488068
0.36816421
0.36910647
0.29467258
0.33424467
0.39460716
0.35800201
0.34893388
0.31323504
0.33817491
0.34999073
0.40350753
0.35385811
0.34952021
0.36341357
0.34661591
0.38574359
0.35308349
0.35638446
0.33538806
0.37295249
0.34713766
0.33153543
0.31601149
0.41664535
0.52418441
0.62218398
0.36294314
0.37115604
0.38809052
0.34593502
0.40310442
0.37885478
0.36206344
0.35664836
0.33019462
0.47897661
0.35101587
0.37381941
0.42213613
0.30987635
0.33880344
0.30957764
0.32332802
0.43237579
0.36476251
0.30498785
0.31474262
0.33321422
0.36525992
0.35415184
0.33447513
0.31740859
0.34552437
0.34751737
0.3323645
0.39710268
0.44376975
0.38778862
0.26184103
0.42053393
0.46635661
0.32880718
0.44587764
0.46323091
0.42682964
0.35266739
0.42676273
0.29825911
0.35350913
0.37741274
0.36975041
0.40589881
0.38610423
0.31216225
0.38491353
0.31117859
0.2707732
0.35792729
0.32401296
0.45424053
0.31237206
0.32779568
0.32755613
0.25086743
0.26804319
0.26397064
0.31867418
0.34522364
0.33077869
0.27719262
0.30736473
0.35805947
0.36451614
0.37176827
0.32636365
0.34907401
0.34667438
0.36613774
0.3698405
0.31859469
0.31144044
0.25701913
0.29842055
0.35621408
0.36127692
0.38094378
0.30279014
0.34771755
0.34160927
0.30519766
0.34337988
0.45450044
0.36237502
0.42553344
0.40173766
0.39979193
0.471605
0.38768351
0.51065075
0.42424038
0.38405097
0.44990858
0.53445488
0.36840072
0.39308029
0.34412146
