working_white_female_mean_se
0.035882033
0.04831529
0.029116996
0.027198141
0.0209374
0.030613935
0.030128105
0.037711352
0.020424856
0.033775184
0.047355767
0.063102722
0.039957289
0.042867087
0.024429634
0.033946447
0.028413365
0.040388536
0.023954883
0.025435468
0.021163585
0.021492878
0.022712721
0.039586805
0.026463808
0.025994606
0.035966843
0.034945313
0.029406484
0.041519202
0.025914816
0.02877173
0.036669064
0.027060913
0.031629611
0.040181804
0.046695031
0.033103559
0.10647876
0.03076602
0.026121244
0.027361719
0.038026631
0.042252157
0.066829026
0.080788717
0.066412985
0.037401441
0.046268925
0.056713939
0.046837851
0.037550893
0.052936222
0.031628005
0.034079984
0.035584684
0.029228779
0.029370593
0.043747857
0.029613571
0.030697314
0.028975323
0.039228808
0.026377309
0.024841774
""
0.076858796
0.075475827
0.051595189
0.037597809
0.055254709
0.055540055
0.050858457
0.038193118
0.046397373
0.067708999
0.043502849
0.044845257
0.063264228
0.04882412
0.11161567
0.087347038
0.030270712
0.081736699
0.035179898
0.024523586
0.021560501
0.033452086
0.030287361
0.038511258
0.033951212
0.025534974
0.028607188
0.022012282
0.022352854
0.027634684
0.067445494
0.032004382
0.028344823
0.033820104
0.030246787
0.029819325
0.022200016
0.026990743
0.028136484
""
0.044881295
0.03875478
0.035270024
0.035712685
0.031693857
0.068920635
0.033718146
0.034505215
0.030507321
0.047174662
0.040273912
0.034517277
0.036788125
0.039207678
0.036067843
0.033311039
0.030179387
0.042250358
0.040217221
0.032991961
0.028525161
0.049099665
0.037707336
0.032619804
0.10834739
0.037722636
0.043598656
0.070114695
0.059044059
0.076296598
0.032918639
0.10447963
0.044425573
0.035372414
0.032270879
""
""
0.038694941
0.049672317
0.045277115
0.043360814
0.049080227
0.041801527
0.034236334
0.035083327
0.057582736
0.060109783
0.038984012
0.042702291
0.034135994
0.07436239
0.053819042
0.046459515
0.043249123
0.042688511
0.04248273
0.021360323
0.022259079
0.047813486
0.035447158
0.040956251
0.067585796
0.048669897
0.031572971
0.038733382
0.031953596
0.025222637
0.03015024
0.03344322
0.037166007
0.031355482
0.032458697
0.039708693
0.044528767
0.058383182
0.055196933
0.05791774
0.041590307
0.048772663
0.039179198
0.078438692
0.039090965
0.036214739
0.040742684
0.041453548
0.037850648
0.052199427
0.040806271
0.034607958
0.043583259
0.045885753
0.054301452
0.045929432
0.053375419
0.042788666
0.059934746
0.052734785
0.047813281
0.040208835
0.077823326
0.076982468
0.024376852
0.025776856
0.026543679
0.029461345
0.028948162
0.031691413
0.028700538
0.028574891
0.02198239
0.021985166
0.029882029
0.037827186
0.028527509
0.042492583
0.031514153
0.028010586
0.039153494
0.041880246
0.024183892
0.039019205
0.053265888
0.053769991
0.03981806
0.044420943
0.043788977
0.033265591
0.026675479
0.030985424
0.033711407
0.038800299
0.03832766
0.035617266
0.028945852
0.047484946
0.039333746
0.048717313
""
""
0.041544244
0.039592579
0.052480623
0.0394581
""
""
0.096031502
""
0.061417144
0.030497883
0.036236025
0.028049136
0.029274508
0.029760063
0.033096462
0.02755175
0.045202423
0.038320243
0.031389758
0.035426009
0.04317617
0.032513175
0.037499938
0.027412489
0.02922542
0.044386394
0.02473196
0.029874686
0.028457742
0.032701805
0.030947985
0.027786408
0.027346943
0.044442452
0.028385274
0.028754082
0.062544599
0.029633321
0.030002331
0.035517626
0.028594373
0.056630831
0.049074296
0.046092257
0.035341155
0.077040114
0.038979501
0.037271224
""
0.033866961
0.039183773
0.036752317
0.058393769
0.05310462
0.037736207
0.072463654
0.027605057
0.03542446
0.045125742
0.052591722
0.044431847
0.043590553
0.030741956
0.036160246
0.030004576
0.025327483
0.022398027
0.026841985
0.023866937
0.03158237
0.03213843
0.037503857
0.048800983
0.031953197
0.033101093
0.031926621
0.054872267
0.053495973
0.036971312
0.037239965
0.038790941
0.043954603
0.037842873
0.03264096
0.038670205
0.04096226
0.044507489
0.046872459
0.046678495
0.046287108
0.029079897
0.034212582
0.055305496
0.029136537
0.031996053
0.045791652
0.037139468
""
0.087097384
""
0.053166389
0.10515003
0.076090358
0.064222008
0.044814073
""
0.056598853
