marr_29_other_male_mean
0.35655868
0.371034
0.15952641
0.34199908
0.24669093
0.22083879
0.29620087
0.21871859
""
0.30079156
0.31795061
0.281809
0.30303496
0.23272517
0.30250818
""
0.3917135
0.32203674
0.41938388
0.28211722
0.33372846
0.27755922
0.21688221
0.28404775
0.26947126
0.13840069
0.35833445
0.35445842
0.32068813
0.26667994
0.30123064
0.25937954
0.30646944
0.32765171
0.28276402
0.29056519
0.28528431
0.36291808
""
0.12614149
0.27844694
0.16983679
""
""
0.3176938
0.1207087
0.24330933
0.38284519
0.29283896
0.30495858
0.35886765
0.31692198
0.26958051
""
""
0.30378214
0.35307288
0.55205208
""
0.40642351
0.26419845
0.32916138
0.29839554
0.36224487
0.41308117
0.39227808
""
0.38285813
0.21772286
0.21928787
0.31414247
0.30181783
0.20960636
0.27293804
0.13408551
""
0.36166269
0.29068989
""
0.26017538
0.29045543
0.31585214
0.45221666
0.32703224
0.32339448
0.31389803
0.30920485
0.37811187
0.38684216
0.43958884
0.43640688
0.39355388
0.45237151
0.31715751
0.46587807
""
0.31395683
0.41810206
0.25633955
0.29484969
0.22186659
0.22000933
0.24796218
0.23194157
0.31237265
0.24888007
0.28485838
0.31569886
0.21029043
0.28180844
0.27973005
0.38025212
0.29781473
0.35882503
0.30585906
0.29989266
0.31283745
""
0.39937878
""
0.33800662
0.22767311
0.31504956
0.37207654
0.27523941
0.27809492
0.30775058
0.35933512
0.29597756
""
0.29064992
0.25737587
0.36362544
0.33324564
0.36765772
0.38933265
0.2991527
0.3343578
0.23899387
0.30794108
0.31584767
0.32755184
""
0.30970559
0.25677016
0.23335633
0.28824022
0.23098221
0.23910198
0.11499952
0.36810932
0.32767439
0.16319263
""
0.36240786
0.32489941
0.33014509
0.28546584
0.15171498
0.28337157
""
0.28547668
0.38485309
0.28604963
0.18642978
0.27401718
0.40627345
0.36616647
0.42631638
0.33936855
0.24617524
0.27548447
0.28181735
0.31390613
0.2857568
0.5061987
0.31798452
0.32754463
0.22447403
0.26164776
0.17261641
0.33419394
0.33782721
0.35131893
0.27069125
0.28224203
""
0.18122759
0.27588326
""
0.25045538
0.28819555
0.31419477
0.3406893
0.31239086
0.43058395
0.39048725
0.35254893
0.28370461
0.37690654
0.31673104
0.33431911
0.396099
0.31311521
0.36102498
0.345009
0.33059794
0.32141638
0.4571985
0.29267228
0.34561488
0.38104096
0.34863839
0.51171476
0.30506536
0.30191612
0.29390725
0.25673574
0.37668997
0.32276198
0.29286197
0.46036038
0.3464503
0.32018247
0.28994527
0.31470969
0.33393803
0.28852072
0.26212892
0.30894539
0.31571293
0.32439211
0.16335309
0.30029809
""
0.24462219
0.28138441
0.26843071
""
0.27412832
0.35707274
0.32381684
0.29786414
0.32701376
0.47280645
0.40835741
0.23402947
0.25349349
0.23862833
0.28811878
0.25391746
0.30829269
0.36593777
""
0.37509364
0.43954253
0.36075506
0.2428171
0.35868776
0.2403964
0.32615945
0.27728042
0.33204257
0.30649006
0.26309234
0.23041654
0.2285753
0.24155673
0.25491318
0.25720474
0.28196457
0.27654308
0.24823117
0.35939848
0.21231543
0.17718637
0.29670048
0.25690672
0.25079048
0.27679199
0.19605966
""
""
0.20856537
0.28197229
0.27641761
0.27495575
0.2425445
0.1673549
0.34127873
0.23508383
""
0.19407259
0.18092594
0.29917529
0.26328361
0.41458771
0.37845728
0.32583323
0.34760571
0.26726815
0.39386603
0.32732189
0.30769262
0.44711223
0.29510096
""
0.34665993
0.27644122
""
0.36797321
0.28337488
0.40286914
0.35103229
0.29781032
0.27318999
0.35409582
0.3131021
0.34422272
0.32176661
0.31928432
0.27127242
0.42628223
0.27197126
0.42287835
0.26889694
0.3005932
0.24877438
0.21210672
0.26508138
0.24260263
0.27856237
0.31026778
0.28667021
0.28150421
0.26066616
0.29152107
0.32242984
0.28443721
0.2695328
""
0.42858595
0.27118725
0.36186677
0.41816396
0.20871276
0.40882048
0.35752144
0.2400544
0.52177012
0.33460379
0.14149503
0.28074095
""
0.39104724
0.23386973
""
0.28726617
0.46432266
0.30664161
