coll_hisp_male_p25
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.040862948
""
""
""
""
""
""
""
0.16871323
""
""
""
0.064079456
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.047257897
""
""
""
""
0.041650783
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13514356
0.14632326
0.11257534
0.093184829
-0.020840263
""
0.070027702
0.074827589
0.082618833
0.076415256
0.034644227
0.15931608
0.15285431
0.11789197
""
""
""
0.02210895
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1438162
""
""
""
""
""
0.10694395
""
""
""
""
""
0.17321946
""
""
""
0.094316654
""
""
0.10474501
""
0.033095889
0.079024106
""
0.23265155
0.082949959
0.056056913
0.10230729
0.10992225
""
0.093138568
0.072302371
0.11978181
""
0.10956041
0.046260856
0.12357391
""
0.061046168
0.11550406
""
""
0.080493025
0.073778518
0.10694696
0.10874458
0.19605668
""
0.077062748
0.090592295
0.14080583
0.091530643
0.12127522
0.11927162
0.082601123
0.10591392
0.14126955
0.065603204
0.096186034
0.087611303
0.10933647
""
""
0.10514872
0.09128385
0.062755518
0.057544108
0.12934028
""
0.089031957
-0.06048549
0.1024866
0.022250123
0.17426334
0.085984685
0.1849387
0.081852742
""
""
""
0.068239227
0.12950309
""
""
""
""
""
""
""
-0.0031316711
0.067566097
""
0.12303099
""
""
0.087465569
0.024811143
""
""
""
""
""
""
""
0.097213626
""
""
""
0.0025378398
0.091547087
0.16681081
""
""
0.11991517
""
""
""
0.084329404
0.019897904
0.0020581258
""
""
""
""
""
0.059075322
""
0.16537924
""
""
""
""
""
""
""
""
0.075536937
""
0.11175799
0.079990208
0.11867639
0.028999574
0.13012946
0.10657361
""
0.27152652
0.05797518
0.081767328
0.14253622
0.098950066
0.41032648
""
0.22636516
""
0.19713809
0.20994346
""
0.047402818
0.093361273
0.14609644
0.1501651
""
""
""
0.057368532
0.21174671
""
""
""
""
""
""
""
""
0.051191311
0.21183741
0.13758197
0.11677549
""
0.17697352
""
""
""
0.031593312
0.090757683
0.23220119
""
""
""
0.088615455
0.016370494
0.27807441
0.19929384
0.14615889
""
0.21775389
0.015787585
0.12965821
0.09472847
0.15035741
0.054368176
0.086428039
0.087951697
""
0.12153754
0.066227898
0.29375294
0.04067684
0.18175909
""
""
""
""
0.19418128
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18226406
""
""
0.24615842
0.096247457
""
0.089147873
""
0.1265984
""
""
0.189402
""
""
""
""
""
""
""
0.25616676
""
""
""
""
""
""
""
""
""
""
""
-0.0082070064
""
""
""
0.11577691
""
""
""
""
""
""
0.18409105
""
0.047608286
""
""
""
""
""
""
0.18813598
""
""
""
""
""
""
""
""
""
""
""
""
0.15242626
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.31996793
""
""
""
