kfr_stycz_white_pooled_p50
0.45734936
0.52812523
0.48389354
0.48057655
0.52139956
0.43824074
0.46118334
0.46876651
0.45610738
0.46173298
0.50620991
0.53204054
0.5160082
0.47397229
0.50555706
0.50020856
0.51424855
0.52305764
0.47997534
0.49566796
0.4698793
0.4748235
0.50477636
0.44250968
0.41425613
0.48643893
0.48049024
0.44052482
0.48443818
0.46914747
0.52932239
0.41254169
0.4801406
0.4320955
0.43708462
0.43759903
0.43402511
0.45410943
0.49941084
0.43473509
0.43447402
0.44315949
0.41610596
0.43737739
0.57564223
0.6037842
0.50560331
0.4547278
0.4191381
0.39191115
0.52053875
0.48643047
0.5012933
0.45966801
0.47724134
0.49368393
0.46699765
0.48308411
0.50646859
0.46616274
0.49337149
0.43088609
0.48127675
0.47784698
0.5001201
""
0.4877857
0.55032086
0.46763256
0.53967768
0.46323144
0.47280636
0.48695627
0.48617825
0.47985548
0.51350325
0.5745281
0.41037279
0.40990764
0.42463717
0.33853328
0.22426543
0.44223547
0.40563157
0.48047569
0.44456226
0.47189918
0.44163057
0.46299243
0.37957758
0.4761717
0.42772302
0.45836914
0.47801077
0.44331411
0.45837179
0.36989725
0.43662456
0.40738258
0.45136973
0.45291027
0.454963
0.44775876
0.46070987
0.4301374
""
0.41839471
0.41471311
0.45825356
0.44081053
0.40676868
0.42495421
0.42211092
0.41193992
0.42339143
0.46544987
0.39541173
0.49530619
0.4444426
0.4557296
0.45985517
0.4663986
0.47207582
0.50436932
0.4776763
0.48208773
0.50019658
0.4912335
0.51763368
0.47653908
""
0.5241071
0.6085881
0.53676713
0.49843559
0.46373039
0.52054656
0.4835673
0.55077034
0.51020414
0.50489348
0.47589087
0.60236317
0.51258773
0.47845128
0.47777233
0.4865067
0.4724485
0.49533099
0.50024784
0.50253987
0.50720054
0.45599744
0.4643425
0.52732265
0.47502604
0.53565419
0.48223993
0.4929947
0.51421463
0.4161872
0.43327102
0.50906932
0.44707382
0.41443297
0.43384758
0.40308264
0.34376794
0.40787467
0.51124573
0.48982772
0.45926508
0.49336433
0.47486481
0.48862809
0.47392863
0.46018383
0.4812718
0.45990989
0.36660644
0.46453062
0.48016733
0.48949021
0.52201986
0.46711209
0.45829502
0.44086218
0.4962526
0.54810834
0.50461382
0.47817233
0.51248181
0.46632308
0.54264975
0.47356939
0.52185208
0.47411543
0.54002547
0.50329548
0.58944583
0.50192213
0.52153939
0.45123115
0.48610654
0.54204392
0.57045949
0.52617544
0.44488457
0.47512829
0.48753193
0.48236313
0.48347035
0.48906401
0.45645568
0.47936809
0.51431274
0.47403347
0.46601793
0.48226371
0.50533128
0.48617122
0.48089093
0.46873596
0.48552123
0.50786167
0.48810074
0.48030922
0.45809898
0.44266605
0.53152388
0.4560366
0.48335215
0.45702022
0.4619275
0.40411168
0.45642748
0.4535065
0.47631329
0.44508237
0.45230818
0.46849906
0.48264685
0.49274316
""
""
0.39593238
0.5026421
0.45756447
0.46510309
""
""
0.55642152
""
0.43069354
0.4761695
0.48650405
0.49001327
0.46041685
0.47161826
0.49714124
0.48327619
0.48990661
0.4619424
0.44048071
0.42063761
0.48949656
0.44949967
0.45134607
0.46664751
