staytract_hisp_male_n
51.0
131.0
""
""
85.0
""
""
165.0
""
""
36.0
""
""
""
""
107.0
34.0
""
""
""
""
46.0
166.0
24.0
78.0
47.0
""
64.0
""
45.0
20.0
""
""
""
86.0
34.0
386.0
""
42.0
21.0
93.0
60.0
""
""
335.0
""
""
130.0
306.0
""
222.0
131.0
""
""
""
""
67.0
36.0
129.0
""
37.0
23.0
86.0
20.0
""
""
""
""
""
932.0
""
""
""
""
288.0
""
""
67.0
58.0
29.0
32.0
""
""
71.0
""
""
""
""
""
""
""
""
""
""
""
""
66.0
1752.0
623.0
314.0
396.0
138.0
132.0
28504.0
1041.0
376.0
11301.0
2069.0
1639.0
726.0
3543.0
""
31.0
28.0
742.0
21.0
27.0
""
83.0
""
38.0
""
""
""
""
21.0
72.0
128.0
54.0
""
""
24.0
""
87.0
22.0
""
119.0
""
43.0
65.0
23.0
32.0
37.0
""
""
65.0
91.0
""
""
""
""
""
20.0
59.0
""
""
44.0
63.0
""
""
""
""
""
""
21.0
""
33.0
32.0
90.0
""
546.0
""
22.0
90.0
""
""
330.0
103.0
""
""
52.0
20.0
532.0
68.0
""
72.0
11590.0
""
132.0
1183.0
164.0
284.0
7705.0
145.0
681.0
16298.0
291.0
345.0
6048.0
90.0
12986.0
2723.0
230.0
160.0
164123.0
2933.0
938.0
79.0
562.0
4796.0
52.0
29.0
8602.0
1380.0
284.0
31585.0
1481.0
57.0
28775.0
9381.0
1572.0
35002.0
32084.0
4762.0
9136.0
1865.0
7068.0
5835.0
17554.0
3805.0
604.0
""
169.0
3993.0
3143.0
7746.0
1080.0
464.0
""
9157.0
227.0
12302.0
2240.0
665.0
5590.0
317.0
3390.0
45.0
""
89.0
1430.0
311.0
65.0
""
25.0
99.0
51.0
43.0
""
187.0
8206.0
""
665.0
76.0
68.0
3510.0
214.0
260.0
""
""
20.0
""
112.0
""
3664.0
""
40.0
89.0
210.0
1158.0
297.0
""
150.0
677.0
""
99.0
134.0
258.0
469.0
484.0
""
50.0
40.0
""
212.0
2827.0
27.0
270.0
""
54.0
""
""
21.0
""
52.0
37.0
2502.0
65.0
4258.0
4012.0
244.0
288.0
3301.0
688.0
208.0
355.0
312.0
1272.0
251.0
1821.0
479.0
""
332.0
28.0
1703.0
13806.0
""
365.0
231.0
578.0
1623.0
87.0
132.0
""
2016.0
571.0
196.0
""
93.0
""
40.0
""
""
208.0
515.0
566.0
507.0
8556.0
""
385.0
50.0
""
""
845.0
2341.0
359.0
76.0
""
""
1115.0
972.0
408.0
49341.0
584.0
84.0
584.0
347.0
9608.0
3718.0
6600.0
1454.0
2247.0
2676.0
151.0
292.0
1195.0
270.0
815.0
3026.0
68.0
61.0
22.0
""
1869.0
29.0
67.0
27.0
""
""
""
""
21.0
22.0
93.0
119.0
25.0
""
113.0
""
""
""
52.0
28.0
22.0
22.0
""
100.0
20.0
103.0
39.0
""
366.0
219.0
20.0
298.0
174.0
""
708.0
""
1429.0
59.0
74.0
219.0
""
144.0
""
""
""
""
23.0
1457.0
""
""
91.0
181.0
""
""
39.0
""
""
""
""
241.0
123.0
212.0
""
1280.0
28.0
""
93.0
114.0
31.0
""
2227.0
87.0
851.0
""
""
47.0
""
""
246.0
303.0
""
87.0
""
""
""
""
""
""
""
""
37.0
22.0
323.0
""
21.0
135.0
33.0
""
""
""
27.0
""
""
""
""
""
""
""
91.0
636.0
68.0
48.0
""
126.0
58.0
25.0
""
""
94.0
""
20.0
""
""
""
444.0
123.0
""
""
""
40.0
""
""
40.0
""
""
34.0
""
""
""
45.0
86.0
59.0
""
""
45.0
""
""
""
""
41.0
85.0
30.0
""
""
28.0
""
""
20.0
732.0
""
""
""
25.0
535.0
3486.0
187.0
492.0
747.0
""
276.0
28.0
""
299.0
21.0
""
51.0
373.0
20.0
""
""
1313.0
""
264.0
""
""
""
153.0
48.0
45.0
63.0
110.0
""
116.0
150.0
204.0
44.0
28.0
""
32.0
67.0
328.0
64.0
""
100.0
155.0
109.0
24.0
""
388.0
""
75.0
35.0
""
""
321.0
""
91.0
""
28.0
59.0
189.0
""
""
""
31.0
54.0
39830.0
20.0
""
262.0
28.0
38.0
4032.0
""
""
21.0
""
""
""
26.0
""
""
129.0
""
""
""
""
103.0
77.0
50.0
""
28.0
""
""
""
4502.0
292.0
387.0
103.0
3986.0
399.0
""
80.0
67.0
24.0
20.0
971.0
202.0
82.0
22.0
265.0
27.0
""
""
""
""
27.0
""
""
23.0
""
193.0
288.0
""
""
""
""
""
""
""
""
760.0
428.0
20.0
162.0
""
""
""
""
55.0
126.0
24.0
172.0
""
41.0
""
""
""
311.0
2884.0
47.0
912.0
31.0
69.0
712.0
84.0
""
""
61.0
""
25.0
129.0
84.0
""
106.0
""
31.0
31.0
""
50.0
71.0
55.0
530.0
""
68.0
20.0
""
33.0
23.0
128.0
""
195.0
63.0
""
96.0
22.0
113.0
45.0
39.0
54.0
22.0
""
""
114.0
34.0
170.0
56.0
3387.0
234.0
47.0
105.0
1256.0
144.0
""
49.0
73.0
26.0
42.0
31.0
166.0
""
""
""
""
""
""
626.0
""
""
20.0
21.0
""
""
613.0
""
48.0
""
63.0
27.0
""
""
223.0
""
""
121.0
""
76.0
32.0
""
41.0
""
63.0
41.0
47.0
""
""
""
""
""
""
21.0
139.0
""
""
21.0
146.0
""
""
""
""
""
94.0
""
""
""
""
""
49.0
56.0
108.0
""
""
""
57.0
""
59.0
31.0
22.0
""
22.0
""
""
""
""
""
21.0
27.0
""
23.0
""
""
""
""
""
27.0
""
134.0
""
""
""
61.0
194.0
72.0
""
""
""
""
""
186.0
29.0
""
""
""
""
305.0
""
""
20.0
""
20.0
""
669.0
233.0
""
""
""
475.0
""
34.0
71.0
50.0
""
""
""
78.0
49.0
45.0
""
54.0
""
""
450.0
""
""
20.0
""
""
""
141.0
""
""
130.0
""
""
22.0
""
""
""
""
""
""
114.0
51.0
""
57.0
""
189.0
""
""
42.0
""
870.0
559.0
49.0
237.0
""
""
142.0
""
""
""
""
""
168.0
""
""
""
28.0
""
1015.0
20.0
""
""
38.0
""
252.0
""
""
""
324.0
56.0
""
""
""
39.0
""
85.0
""
""
""
