working_natam_male_p75_se
""
0.085330315
""
""
""
""
""
0.13826245
""
""
""
""
""
""
""
0.19722845
""
""
""
""
""
""
""
""
0.13998345
""
0.1271686
""
""
""
""
""
""
""
""
0.06149219
0.07478682
""
""
0.046815284
""
0.094235763
""
""
0.046055764
""
""
0.12972204
0.081685051
""
0.15460755
0.07812655
""
""
""
""
""
""
0.046416648
""
""
""
0.18753636
""
0.12931101
""
""
0.12120074
0.11538723
0.024807531
0.07014139
""
""
0.13513252
0.046107255
""
""
0.059003651
0.06682656
0.08696755
0.1228577
0.10540063
0.16491777
0.10623475
0.077885583
0.06365449
0.077938847
""
0.13096157
0.10931766
""
0.22225241
0.20743126
""
""
0.062801823
0.026936626
0.080737464
0.025643904
0.0758503
0.085445352
""
0.13742729
0.018743282
0.073912777
0.028056601
0.035523228
0.065889798
""
0.070416905
0.11936683
""
""
""
0.068422861
""
""
""
""
""
""
""
""
""
""
""
""
0.056975484
""
""
""
""
""
""
""
""
0.25239617
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.15559901
""
""
0.097647287
""
""
""
""
""
0.084531121
""
""
""
""
""
0.086213917
""
""
""
0.042146932
""
0.16575544
0.09248583
""
""
0.05533132
0.11024065
0.10231201
0.050153092
""
0.074671328
0.20399927
0.11345647
0.044429854
0.1532332
0.18187112
0.073696919
0.024986967
0.11903571
0.16369691
""
0.084477022
0.10311723
""
""
0.10325046
0.111081
0.17806724
0.039269526
0.074022517
""
0.046818703
0.043398328
""
0.042054456
0.033386152
0.10187425
0.067199282
0.083901726
0.10388196
0.07839141
0.044981126
0.12104893
0.073101021
""
0.11065081
0.055673134
0.070842236
0.051103815
0.14846633
0.077330463
""
0.076465651
""
0.060755283
0.058884189
0.092129551
0.06117031
""
0.055182178
""
""
""
0.11492102
0.16092655
""
""
""
""
""
""
""
""
0.044697233
""
0.14231668
""
""
0.05233413
""
""
""
""
""
""
""
""
0.05781487
""
""
""
0.15463057
0.086572491
""
""
""
0.16160841
""
""
0.087777153
""
""
""
""
""
""
""
""
0.14974703
""
""
""
""
""
""
""
""
""
""
0.085424349
""
0.12827447
0.10680215
""
""
0.056710605
0.051500335
""
0.11019161
0.097880289
0.14648518
""
0.1513848
0.12566616
""
0.13268748
""
0.083185181
0.071447469
""
""
0.98060977
0.11941347
0.077094018
""
""
""
0.067288324
0.077255093
""
""
""
""
""
""
""
""
""
0.21653235
0.20836845
0.076871186
""
""
""
""
""
0.14064813
0.09253893
0.16531365
""
