kfr_stycz_hisp_female_p25_se
0.019127984
0.019492125
""
0.017220896
0.011424987
0.038600869
0.0090746833
0.039961603
0.047052048
0.016707173
0.016442629
0.0077313129
""
0.034819055
0.014414381
""
""
0.018657368
""
0.049973354
0.016230287
0.0095333699
0.020398157
0.021652188
0.0077156136
0.039257832
0.015095186
0.01283979
0.0082841218
0.034201264
0.034379866
0.033396423
0.011720866
0.01336175
0.039123777
0.016061632
0.047250509
0.032939058
""
""
0.019583326
""
""
""
""
0.046894323
0.0067274822
0.021453921
0.017180031
0.027126085
0.019456996
0.018963752
0.027082086
""
""
0.015405994
""
""
""
0.028588027
0.039632697
0.012980253
""
0.041771997
0.052218661
0.050944116
""
""
0.047005322
""
0.049754079
0.051596418
0.040543701
0.02585043
0.04103817
""
0.026253669
0.034498893
0.06062397
0.010474331
0.036606051
0.02935566
0.052160263
0.026618237
0.0098937964
0.030718071
0.036539171
0.01541457
0.01854372
0.016519785
0.024553718
0.039276894
0.041463602
0.020108523
0.04631117
0.052597981
0.024594445
0.0081312004
0.0031288378
0.0054207598
0.0068892795
0.0014674317
0.0037173363
0.0049521616
0.0090617836
0.0027291519
0.0069535486
0.007465696
0.023963695
0.01071665
0.019290067
0.021347474
0.012840613
""
0.014414029
0.0120467
0.014425883
""
0.052851733
""
0.015789913
0.026339121
0.03410257
0.018302292
0.041212093
0.016484393
0.021259947
0.029586945
""
0.043353219
0.0047376715
0.035725918
0.021160629
0.037644424
0.0099272057
0.041478295
0.017210869
0.014065388
0.041055042
0.039718781
0.017937548
0.024011578
""
0.035307284
0.029396107
""
0.023206294
0.035287827
""
""
0.044065438
0.013124191
0.03734152
""
0.011539564
0.017463047
""
0.022267262
""
""
""
""
0.02077993
0.0086119361
""
0.003161703
0.057582524
0.052190989
""
0.016083864
0.0051459
0.011365968
0.025994459
0.011094189
0.034978241
0.037081387
0.012780215
0.0057686889
0.031396046
0.069120318
0.053594284
0.047540735
0.014681519
0.044255648
0.046898503
0.011786427
""
0.058291655
0.017569153
""
0.061676383
0.025238991
0.012590213
0.057432324
""
0.045633141
0.01431855
0.022195252
0.0083779516
0.024081539
0.010141269
0.012062257
0.028454466
0.024536381
0.02060269
0.011162974
0.0093529718
0.033116437
0.037393641
0.016285211
0.032046463
0.024113007
""
0.052476685
0.007745361
0.022521015
0.010440369
0.0063510197
0.048252955
0.034110453
0.053078637
0.061390981
0.033578426
0.06725999
0.0096872579
0.025504591
0.043558903
0.026051003
0.012848154
0.012171219
0.012264728
0.021080712
""
0.041372012
""
0.04566149
""
0.03382796
""
0.043283023
0.033854354
0.018586904
0.035564799
0.017618772
0.056102652
0.032252233
0.02668632
0.010659532
0.034902036
0.030342627
0.0058238409
0.029701153
0.028779013
""
0.024339829
0.043629233
0.020852884
0.01092995
0.032717187
0.010791682
0.042079452
0.0058947755
0.0050263721
0.0086881546
0.0084462091
0.0011318513
0.0089446725
0.0020009275
0.0027000157
0.0094845006
0.01394116
0.032241687
0.048887264
0.039627049
""
""
0.021427765
0.046352126
0.070010066
0.041502636
0.0052042333
""
""
0.0029962603
0.013579967
0.055745959
0.0053445268
0.003207667
0.037163757
0.057684388
""
""
0.060667474
0.058401674
0.069853537
0.033687867
0.068001896
0.021698542
0.025293894
0.038534924
0.0072688526
""
0.046034597
0.032282405
0.022804039
0.035344437
0.075001255
0.020458721
0.026941556
""
0.016958229
0.031047033
0.030812258
0.023662094
0.019887166
0.016116733
0.060262583
0.021834007
0.028281631
0.033577643
0.046717294
0.01644169
0.054862451
0.037708085
0.08329308
0.025221201
0.022714496
0.042944252
0.025288315
0.011231215
0.051306512
0.012795496
0.0081065902
0.0050392207
0.020258009
0.0016053899
0.0082871756
0.024569476
0.044631392
0.010228878
""
0.034989517
0.030442564
0.022540269
0.04482989
""
0.040128399
0.028239155
""
0.038649503
0.037948292
0.031103591
0.035477675
""
0.038208585
0.029236576
""
0.030237919
0.052284662
0.039515644
0.025243612
