stayhome_natam_pooled_n
65.0
29.0
""
111.0
82.0
""
242.0
""
""
41.0
79.0
341.0
""
24.0
55.0
""
192.0
57.0
""
97.0
131.0
2659.0
178.0
35.0
282.0
52.0
94.0
122.0
306.0
""
20.0
43.0
228.0
150.0
94.0
132.0
28.0
""
""
""
117.0
""
""
""
""
""
352.0
559.0
119.0
101.0
146.0
98.0
42.0
""
""
137.0
""
70.0
""
32.0
20.0
176.0
""
26.0
""
21.0
""
""
""
""
""
""
""
""
24.0
""
""
""
""
174.0
""
25.0
""
39.0
240.0
21.0
20.0
65.0
540.0
167.0
46.0
""
""
76.0
""
""
27.0
59.0
345.0
122.0
138.0
352.0
225.0
116.0
136.0
310.0
95.0
268.0
31.0
66.0
52.0
50.0
135.0
""
183.0
115.0
82.0
""
""
""
40.0
""
""
28.0
""
61.0
48.0
""
""
""
455.0
25.0
""
""
36.0
""
79.0
64.0
""
21.0
93.0
74.0
""
""
21.0
""
82.0
325.0
""
27.0
33.0
162.0
31.0
""
342.0
273.0
76.0
64.0
21.0
20.0
""
""
94.0
420.0
""
774.0
213.0
69.0
559.0
92.0
1078.0
154.0
154.0
176.0
45.0
47.0
166.0
414.0
137.0
160.0
43.0
40.0
151.0
""
""
208.0
""
""
44.0
""
""
49.0
131.0
""
""
""
37.0
21.0
138.0
""
147.0
84.0
31.0
58.0
64.0
109.0
184.0
""
39.0
46.0
29.0
50.0
""
""
99.0
78.0
69.0
252.0
20.0
33.0
""
""
55.0
""
240.0
39.0
20.0
23.0
162.0
68.0
75.0
46.0
""
23.0
""
""
""
35.0
""
""
20.0
""
22.0
47.0
""
""
33.0
255.0
""
27.0
501.0
43.0
124.0
""
88.0
94.0
""
97.0
""
40.0
24.0
58.0
98.0
110.0
79.0
863.0
61.0
338.0
451.0
68.0
115.0
24.0
""
87.0
36.0
51.0
136.0
75.0
""
37.0
240.0
""
""
416.0
155.0
""
44.0
390.0
""
140.0
88.0
""
85.0
161.0
49.0
""
""
34.0
""
123.0
1109.0
53.0
205.0
65.0
""
""
""
91.0
""
""
23.0
37.0
21.0
55.0
383.0
452.0
291.0
154.0
110.0
97.0
""
146.0
""
""
""
22.0
56.0
26.0
24.0
67.0
""
64.0
130.0
534.0
""
689.0
79.0
54.0
""
380.0
""
""
35.0
62.0
24.0
26.0
35.0
36.0
""
22.0
""
""
23.0
""
""
29.0
""
26.0
""
""
27.0
""
399.0
""
""
""
""
""
""
""
""
""
162.0
""
""
""
115.0
""
191.0
65.0
""
""
""
""
""
""
75.0
""
""
""
22.0
57.0
40.0
80.0
""
213.0
40.0
""
123.0
56.0
22.0
94.0
346.0
""
""
96.0
135.0
""
23.0
""
43.0
21.0
""
""
""
42.0
39.0
22.0
""
49.0
72.0
""
99.0
""
41.0
""
""
20.0
""
""
""
""
98.0
""
""
""
470.0
82.0
""
""
82.0
63.0
56.0
""
153.0
35.0
22.0
""
""
26.0
138.0
64.0
138.0
""
""
266.0
""
""
""
""
""
""
292.0
""
""
80.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
161.0
788.0
""
""
23.0
""
32.0
""
""
""
""
""
""
21.0
76.0
""
73.0
324.0
440.0
31.0
93.0
37.0
""
640.0
40.0
600.0
58.0
34.0
""
""
76.0
24.0
200.0
53.0
639.0
28.0
71.0
1250.0
2077.0
798.0
267.0
5153.0
477.0
31.0
216.0
256.0
134.0
""
20.0
""
49.0
""
30.0
73.0
28.0
""
98.0
36.0
""
""
""
20.0
30.0
""
""
""
""
""
""
28.0
""
""
261.0
""
340.0
""
""
""
89.0
""
""
""
""
""
""
67.0
123.0
27.0
96.0
841.0
167.0
26.0
""
38.0
""
""
""
""
""
21.0
""
""
74.0
""
""
103.0
""
""
""
""
""
57.0
""
119.0
646.0
1065.0
99.0
130.0
81.0
67.0
555.0
70.0
""
576.0
147.0
387.0
3557.0
593.0
385.0
55.0
439.0
37.0
1223.0
28.0
""
175.0
181.0
108.0
63.0
186.0
88.0
134.0
546.0
131.0
22.0
439.0
141.0
182.0
183.0
""
""
""
85.0
148.0
""
""
60.0
253.0
""
""
59.0
58.0
49.0
""
""
219.0
117.0
34.0
""
43.0
""
123.0
""
""
""
235.0
""
""
""
1662.0
50.0
2894.0
123.0
910.0
73.0
""
1929.0
1191.0
208.0
2964.0
""
40.0
32.0
221.0
31.0
""
138.0
20.0
""
23.0
""
159.0
671.0
84.0
194.0
""
""
""
43.0
""
47.0
185.0
""
""
211.0
212.0
145.0
86.0
189.0
331.0
321.0
677.0
285.0
978.0
533.0
117.0
""
""
469.0
301.0
872.0
616.0
""
94.0
737.0
165.0
184.0
2871.0
101.0
""
36.0
60.0
385.0
151.0
240.0
871.0
61.0
646.0
90.0
354.0
237.0
23.0
""
147.0
""
""
""
217.0
141.0
2157.0
