kir_native_black_pooled_mean
0.42257607
0.40716222
""
0.40272439
0.420551
0.43921196
0.42163652
0.41698179
0.37757623
0.43323839
0.42532542
0.42446455
""
0.37558502
0.42478523
""
""
0.38729525
""
0.41300696
0.41110307
0.41350648
0.41249207
0.41222033
0.43686602
0.39419964
0.42310935
0.42044932
0.44257638
0.40256286
0.44641432
0.4297224
0.45823893
0.46176323
0.43111455
0.42684734
0.38826534
0.41000351
0.41549069
0.40460637
0.42753589
0.41342422
0.42138487
0.44247842
0.42680746
0.40991929
0.43902272
0.41693351
0.454474
0.42391723
0.45553067
0.44889805
0.40310276
0.37589189
0.40927985
0.41787839
0.44159958
0.36744717
0.41032708
0.45173717
0.41054901
0.42786971
0.42416298
0.39846697
0.43966079
0.38466349
""
0.42854747
0.44120109
""
0.39174989
0.3928239
0.39373401
0.41841096
0.42334339
0.44150323
0.43527669
0.41690788
0.41864786
0.42151976
0.424943
0.42297852
0.408353
0.45638272
0.44354245
0.39777091
0.42538801
0.43413377
0.43159205
0.41667533
0.44659448
0.41527197
0.39327115
0.41676697
""
""
0.37416872
0.40895557
0.40730122
0.40401751
0.38389269
0.41261345
0.38846076
0.38741514
0.39733037
0.39596111
0.36805305
0.41961452
0.38954508
0.39026791
0.39183721
0.42468318
0.43996155
0.41825539
0.44662228
0.43735024
0.43168664
0.38889629
0.41235062
0.38318259
0.39688915
0.36886594
0.42299792
0.43793201
0.40102854
0.41995606
0.42726633
0.41059482
0.42058015
0.41325587
0.43721253
0.41939136
0.41990554
0.42697233
0.44130963
0.42514116
0.4162567
0.41901731
0.39196572
0.4368816
0.39904195
0.40892106
0.41191015
0.40618199
0.39677227
0.40021938
0.39995852
0.4139502
0.3995927
0.39398468
0.43340981
0.44374532
0.42867014
0.44510034
0.41091532
0.41700915
0.43857008
0.42809391
0.40537235
0.41657901
0.45790061
""
0.48906994
0.46725723
0.45077798
0.51978296
""
0.44331315
""
0.41906536
0.43684798
0.45932111
0.38945067
0.40344104
0.49210474
0.42968854
0.42117035
0.4045493
0.50824916
""
""
0.3609218
0.41136774
0.34984466
0.46213612
0.41846359
0.4425633
""
0.42950583
""
0.35532224
0.45618996
0.43443784
""
0.40703306
0.42302129
0.44660017
0.42896083
0.40891868
0.41585761
0.41632003
0.38903275
""
0.46062917
0.41547617
0.42429695
0.42865878
0.42499018
0.4664776
0.43995005
0.43216833
0.44572461
""
""
0.41963097
0.40461832
0.39607245
0.41495082
0.48756975
0.36793461
0.39210001
0.40621072
0.44556546
0.42765242
0.43320259
0.40271977
0.42209753
0.42514378
0.41408101
0.38475019
0.39604494
0.41619626
""
0.45788333
""
0.42335132
""
0.48102412
""
0.3630791
0.45477051
0.42823982
0.42916936
0.43162969
0.44870698
0.4785569
0.42056215
0.42911112
0.37466931
0.44205624
0.41703728
0.41072738
0.48430786
""
0.43880209
0.55653352
0.35475823
0.45551664
0.51289511
0.44958484
0.42724437
0.44543952
0.42895848
0.42802548
0.4391073
0.45811176
0.48971057
0.46810547
0.44528946
0.46497869
0.43134347
0.44774073
0.40392944
0.39057016
""
""
0.44968641
0.51653481
""
0.56711715
0.43514305
""
""
0.48282397
0.52338594
""
0.46208888
0.45667562
0.42566371
""
""
""
""
""
""
""
""
0.52112329
""
0.45400774
0.4549948
""
""
0.4543637
""
""
""
0.38439628
0.41754541
""
0.46721086
0.45414001
0.4713344
0.4601557
0.48296559
0.49137074
""
0.49664491
0.45816684
0.45343822
0.39066911
0.43347952
0.28059134
0.46147624
""
0.46035191
0.41251585
0.42191818
0.40944892
0.41708332
0.43469658
0.39615965
0.40992951
0.41640356
0.42403901
0.43163171
0.39961252
0.44665834
0.40895402
0.42818481
0.43891582
0.41158062
0.40714338
0.39734495
0.40471306
""
""
""
""
0.3702749
0.42084447
0.38753277
0.41440681
0.43345201
0.41575608
0.40126386
""
0.371997
0.39612994
0.40014109
0.40134811
""
0.4541817
""
""
0.37126946
0.4236367
0.33983973
""
""
""
""
""
""
""
""
""
""
""
0.45639211
""
""
""
""
""
""
""
