marr_26_other_male_p25
0.23923568
0.40774301
""
""
0.48034814
""
""
0.27318788
""
""
""
""
""
""
""
0.22301552
0.54288626
""
""
""
""
0.27261111
0.12348228
-0.0010626508
0.4608916
0.45606425
0.29641086
0.4166531
""
""
""
""
""
""
0.3471919
0.42506716
0.17025867
""
0.071237631
0.48420787
0.23648483
0.31708238
""
""
0.22863708
""
""
0.048470788
0.20611462
""
0.10791851
0.21869709
""
""
""
""
0.30778328
0.1434512
0.18850604
""
0.29081029
""
0.26552913
0.26073307
""
""
""
""
""
0.24487466
0.16678062
""
""
""
0.22264974
""
""
0.19021425
0.2170212
0.24143943
0.12947278
""
""
0.21028423
0.015276219
""
""
""
0.026439382
0.23731275
""
""
""
""
""
""
0.27388945
0.28884509
0.15594423
0.15492958
""
""
""
0.20550585
0.25624794
0.22170551
0.17733274
0.16458687
""
0.18191138
0.27587891
""
""
0.46139866
0.42503887
0.35299885
""
""
""
""
""
""
""
""
""
""
0.24389684
0.25189355
0.13706559
""
""
""
""
0.20795296
""
""
0.19799139
""
""
0.22775774
0.40046132
""
0.49860916
""
""
0.11398772
""
""
""
""
""
""
""
0.40582451
""
""
0.059621215
0.15009218
""
""
""
""
""
""
""
""
""
0.49718305
0.26420811
""
0.1824038
""
""
0.26047164
""
""
0.31948406
""
""
""
0.18652786
""
0.25241345
0.20417117
""
""
0.15381418
""
0.12502283
0.20710012
0.16372913
0.33419648
0.13026369
0.22231646
0.13064261
0.21512271
0.30168158
0.23236449
0.42799014
0.59076476
0.28670833
0.36977971
0.21629675
0.29763639
0.1342178
0.26970491
0.11066955
0.45188808
0.21180758
0.22842762
""
""
0.15245284
0.22379528
0.26213026
0.14828347
0.20554389
""
0.24879724
0.22234887
0.1995908
0.20102087
0.16992702
0.11515293
0.21710303
0.18023886
0.14526179
0.19988579
0.13383383
0.19906336
0.26288256
""
0.28166482
0.18028368
0.14053255
0.23735194
0.30852485
0.067027472
""
0.27676514
0.10640169
0.19220221
0.27830601
0.25182948
0.2095207
""
0.21217021
""
""
""
0.12882632
0.24393785
""
""
""
""
""
""
""
0.41582826
0.19950789
""
0.1795401
""
""
0.26332587
0.22128925
0.27653861
""
""
""
""
""
""
0.26598376
""
""
""
0.14246435
0.23486511
""
""
""
0.35782999
""
""
0.135089
0.2656951
0.63996369
""
""
0.37130246
""
""
""
0.18486649
""
""
""
""
""
""
""
""
0.16941114
""
0.1611976
""
0.12624115
0.11891595
0.19604594
-0.013916343
0.11588181
0.15010755
0.18977123
0.22801064
0.23065327
0.12490626
0.13367397
0.10092126
0.20885696
""
0.25206441
""
0.19871801
0.14794147
""
0.20430434
0.2149546
0.27537769
0.1342174
0.11338181
""
""
0.17916732
0.18671584
0.15442878
""
0.18981224
""
""
""
""
""
""
0.18148461
0.20449413
0.14162703
""
0.20167099
0.20879474
""
""
0.21302827
0.14986132
0.18072613
0.1152102
""
""
0.17806712
0.22734948
0.252556
0.14427908
0.17289795
0.074780151
0.33611804
0.094374202
0.17678508
0.14834279
0.13384968
0.22593124
0.16561639
0.18226585
0.20781174
0.22499937
0.23325445
0.23334831
0.13875496
0.17173274
0.3737902
0.46418408
""
""
0.21094003
""
0.30274287
""
""
""
""
""
""
""
0.67085463
0.43960184
""
""
0.16745542
""
""
""
0.42703599
0.30753025
""
""
""
0.20344549
""
0.15927958
0.32880813
""
0.19721408
0.046148911
""
0.3944658
0.27517995
""
0.18192421
""
0.18437028
0.14749758
""
0.30521151
""
0.31171632
""
""
""
""
""
0.13714331
""
""
0.14119621
0.12576579
""
""
0.0084563177
""
""
""
""
0.11683435
0.099444374
0.46708232
""
0.11218972
""
""
0.19629417
0.42274451
""
""
0.24527982
""
0.26386473
""
""
""
""
""
0.021840921
0.12945499
""
""
""
""
""
""
""
""
""
""
""
0.12453274
0.26826689
""
""
0.2185405
""
""
""
""
""
""
""
""
""
""
""
""
""
0.234236
0.22638121
0.0045977896
""
0.26277557
0.2747741
""
""
""
""
""
""
""
""
""
0.17337647
0.070969917
""
""
""
0.28627446
""
""
""
""
""
""
""
""
""
0.25051343
0.043416265
""
""
""
0.24684542
""
""
""
""
0.22868823
0.031920366
0.19158417
""
""
""
""
""
""
0.22040348
""
""
""
""
0.18747838
0.18488616
0.1943875
0.1878392
0.27730817
""
0.27124768
""
""
0.29858214
""
""
0.30874923
0.31605354
""
""
""
0.25616929
""
0.28386828
""
""
""
0.36302671
""
