stayhome_hisp_female_n
43.0
106.0
""
""
73.0
""
""
127.0
""
""
32.0
""
""
""
""
94.0
27.0
""
""
""
""
38.0
118.0
""
65.0
43.0
""
57.0
""
33.0
20.0
""
""
""
67.0
26.0
321.0
""
49.0
""
56.0
59.0
""
""
296.0
""
""
107.0
242.0
""
186.0
118.0
""
""
""
""
57.0
30.0
100.0
""
46.0
""
64.0
21.0
""
""
""
""
""
753.0
""
""
""
""
205.0
""
""
51.0
30.0
""
27.0
""
""
59.0
""
""
""
""
""
""
""
""
""
""
""
""
55.0
1300.0
540.0
212.0
275.0
68.0
91.0
22892.0
746.0
245.0
9095.0
1446.0
1324.0
537.0
2585.0
""
27.0
""
528.0
""
""
""
58.0
""
25.0
""
""
""
""
20.0
68.0
98.0
36.0
""
""
""
""
61.0
""
""
106.0
""
31.0
45.0
30.0
25.0
34.0
""
""
59.0
62.0
""
""
""
""
""
""
47.0
""
""
25.0
34.0
""
""
""
""
""
""
""
""
""
30.0
73.0
""
395.0
""
""
78.0
""
""
277.0
72.0
""
""
31.0
""
408.0
48.0
""
51.0
9766.0
""
93.0
853.0
96.0
160.0
6602.0
114.0
557.0
12199.0
226.0
269.0
4514.0
66.0
9612.0
1907.0
145.0
85.0
134890.0
2269.0
683.0
49.0
388.0
3645.0
24.0
""
6586.0
1099.0
212.0
26022.0
1281.0
39.0
22915.0
7657.0
1208.0
28131.0
25768.0
3990.0
6917.0
1401.0
6158.0
4679.0
14204.0
2890.0
480.0
""
131.0
3157.0
2514.0
6170.0
857.0
333.0
""
6651.0
166.0
10002.0
1624.0
554.0
4488.0
236.0
2887.0
23.0
""
68.0
1114.0
265.0
47.0
""
""
78.0
""
29.0
""
151.0
6575.0
""
590.0
45.0
55.0
2834.0
162.0
178.0
""
""
""
""
91.0
""
3103.0
""
33.0
49.0
165.0
929.0
238.0
""
104.0
541.0
""
57.0
88.0
171.0
334.0
309.0
""
41.0
""
""
148.0
2300.0
25.0
211.0
""
31.0
""
""
""
""
53.0
21.0
1866.0
32.0
3210.0
3063.0
240.0
236.0
2399.0
577.0
179.0
256.0
235.0
1037.0
204.0
1612.0
426.0
""
279.0
""
1290.0
11269.0
""
320.0
218.0
473.0
1281.0
77.0
108.0
""
1786.0
443.0
193.0
""
53.0
20.0
""
""
""
164.0
308.0
470.0
396.0
6800.0
""
304.0
40.0
""
""
691.0
1813.0
314.0
58.0
""
""
909.0
739.0
286.0
39640.0
484.0
69.0
439.0
260.0
7649.0
2710.0
5417.0
1182.0
1858.0
1983.0
82.0
243.0
890.0
225.0
694.0
2460.0
48.0
43.0
""
""
1451.0
28.0
38.0
""
""
""
""
""
22.0
""
65.0
106.0
""
""
92.0
""
""
""
28.0
29.0
21.0
""
""
89.0
""
91.0
35.0
""
292.0
151.0
""
252.0
130.0
""
549.0
""
1162.0
53.0
63.0
188.0
24.0
116.0
""
""
""
""
22.0
1152.0
""
""
89.0
156.0
""
""
36.0
""
""
""
""
193.0
107.0
159.0
""
1040.0
23.0
""
97.0
80.0
28.0
""
1674.0
57.0
606.0
""
20.0
22.0
""
""
182.0
249.0
""
40.0
""
""
""
""
""
""
""
""
25.0
""
245.0
""
""
127.0
25.0
""
""
""
""
""
""
""
20.0
""
""
""
92.0
441.0
57.0
37.0
""
94.0
33.0
""
""
""
79.0
""
""
""
""
""
392.0
106.0
""
""
""
30.0
22.0
""
22.0
""
""
""
""
""
""
38.0
49.0
46.0
""
""
33.0
""
""
""
""
36.0
56.0
26.0
""
""
21.0
""
""
""
613.0
""
""
""
""
262.0
2101.0
85.0
324.0
638.0
""
209.0
""
""
260.0
""
""
46.0
317.0
""
""
""
929.0
""
209.0
""
""
""
123.0
36.0
43.0
50.0
93.0
23.0
72.0
121.0
190.0
34.0
""
""
20.0
41.0
252.0
81.0
""
52.0
109.0
78.0
""
""
289.0
""
61.0
40.0
""
""
273.0
""
80.0
""
29.0
37.0
146.0
""
""
""
""
51.0
31683.0
""
""
219.0
""
30.0
3565.0
""
""
""
""
""
21.0
""
""
""
114.0
""
""
""
""
101.0
61.0
33.0
""
22.0
""
""
""
3750.0
222.0
355.0
106.0
3319.0
341.0
""
75.0
44.0
24.0
""
825.0
174.0
75.0
29.0
240.0
20.0
""
""
""
""
""
""
""
""
""
167.0
232.0
""
""
""
""
""
""
""
""
664.0
390.0
20.0
154.0
""
""
""
""
45.0
98.0
""
125.0
""
40.0
""
""
""
289.0
2446.0
57.0
857.0
33.0
60.0
595.0
60.0
""
""
35.0
""
24.0
86.0
72.0
""
79.0
""
27.0
27.0
""
54.0
74.0
43.0
467.0
""
55.0
22.0
""
26.0
""
99.0
""
173.0
39.0
""
90.0
21.0
104.0
41.0
25.0
57.0
23.0
20.0
24.0
113.0
28.0
128.0
38.0
2870.0
160.0
34.0
106.0
1058.0
107.0
""
39.0
75.0
27.0
49.0
24.0
116.0
""
""
""
""
""
""
505.0
""
""
23.0
22.0
""
""
518.0
21.0
30.0
""
30.0
22.0
""
""
204.0
""
""
90.0
""
63.0
29.0
""
29.0
""
47.0
30.0
40.0
33.0
""
""
""
""
""
""
119.0
""
""
""
102.0
""
""
""
""
""
68.0
""
""
26.0
""
""
46.0
37.0
78.0
""
""
""
41.0
""
50.0
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
23.0
105.0
""
""
""
45.0
181.0
57.0
""
""
""
""
20.0
157.0
""
""
""
""
""
254.0
20.0
""
""
""
""
""
580.0
175.0
""
""
""
390.0
""
29.0
39.0
32.0
""
""
""
49.0
49.0
31.0
""
48.0
""
""
408.0
""
""
21.0
