frac_below_median_hisp_female
0.50539547
0.5484603
""
""
0.84174913
""
""
0.58623618
""
""
0.72513187
""
""
""
""
0.46367532
0.59489429
""
""
""
""
0.85195905
0.58080447
""
0.84265232
0.45282704
0.8154217
0.81625742
""
0.91749948
0.61977684
""
""
""
0.67182595
0.70306551
0.62482661
""
0.70384777
""
0.43182701
0.6905632
""
""
0.37169906
""
""
0.72860521
0.65219033
""
0.50573421
0.6311326
""
""
""
""
0.71717608
0.56642699
0.36802587
""
0.67604452
0.67787141
0.55640733
0.71466017
""
""
""
""
""
0.5267868
""
""
""
""
0.45232007
""
""
0.37461144
0.39666143
0.35988981
0.34839478
""
""
0.65068227
""
""
""
""
""
""
""
""
""
""
""
""
0.78083062
0.71919262
0.58169818
0.557127
0.60928661
0.31562099
0.72121221
0.65994155
0.77134645
0.60253274
0.65315282
0.67273057
0.80741173
0.61288148
0.7767275
""
0.68255323
0.70173287
0.88059723
0.75189644
""
""
0.87041384
0.75532657
0.78676021
""
0.42676136
""
""
0.76957297
0.65733963
0.7530387
0.58648318
""
""
0.82521492
""
0.69023556
0.55344236
""
0.68975294
""
0.86866021
0.94761455
0.72285968
0.73320961
0.66093749
""
""
0.74907911
0.96327353
""
""
""
""
""
0.74723542
0.59959209
""
""
0.6575194
0.70480984
""
""
""
""
0.80582911
""
""
""
""
0.75107592
0.77162826
""
0.64365286
""
0.56897908
0.61130691
0.94016606
""
0.81430358
0.92629659
0.83702624
""
0.75281441
""
0.80696034
0.62264007
""
0.82015979
0.48457634
""
0.46090558
0.66519862
0.46180278
0.72325027
0.45286158
0.5449096
0.37736106
0.76863861
0.76317507
0.59191936
0.77642912
0.50763804
0.75680816
0.76002002
0.62458026
0.41470987
0.72256535
0.78230047
0.54409736
0.54067254
0.68584043
0.72907776
0.78087974
""
0.70090985
0.61747104
0.44619852
0.62386763
0.40094078
0.47333133
0.64140838
0.56285083
0.58069974
0.60428572
0.68491578
0.62044907
0.61756647
0.58994758
0.51173395
0.65516973
0.48410982
0.72825116
0.60366857
""
0.60345
0.45688656
0.55746955
0.6675595
0.76921767
0.75254709
""
0.79864955
0.52658033
0.62899703
0.64196634
0.75849557
0.58820993
0.72664678
0.49601841
0.79060143
""
0.72671789
0.58962691
0.35158324
0.4722625
""
""
0.8397525
0.91992396
0.7221669
""
0.75628489
0.72676164
""
0.23052529
0.58746415
0.29167458
0.53284359
0.53404111
0.67116088
""
""
0.72384006
""
0.80732667
""
0.41415983
""
0.87615746
0.5737589
0.57628042
0.53140771
0.7112093
""
0.75667113
0.64254063
""
0.48890737
0.67375642
0.72658479
0.7660175
0.8057884
""
0.42752901
0.99643028
0.4688569
0.79821008
0.64947367
0.38583326
0.73056149
""
0.81128198
""
""
""
""
0.42470825
0.85372168
0.71470869
0.67498004
0.60804677
0.65359652
0.36692619
0.38321373
0.60609204
0.58508784
0.33910584
0.66530406
0.51226449
0.60382169
0.72971892
0.79506004
0.47194788
""
0.57313251
0.88831335
0.54625982
0.6062867
0.72449422
0.64713448
