proginc_asian_male_p25_se
""
""
""
""
""
""
0.0052352385
""
""
""
""
0.0081741512
""
""
0.011896955
""
""
""
""
""
""
0.01238448
""
""
0.012147041
""
""
""
0.0026548244
""
""
""
0.0026551641
0.0083318241
""
0.0066567003
""
""
""
""
""
""
""
""
""
""
0.0012937945
""
0.0060052779
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.064662308
""
""
""
""
0.0039959354
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0021503456
0.0090187937
""
0.0016739217
0.021452347
""
""
0.0021503456
0.019337757
0.003368011
""
""
""
""
0.026886588
""
0.082249552
""
0.007112578
""
""
""
""
""
""
""
""
""
""
""
""
""
0.00071510515
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0077651367
""
""
""
""
""
""
""
""
0.012929211
""
0.0014769186
""
""
""
""
0.0011067796
0.010321854
""
""
""
""
""
0.0057053948
""
""
""
""
0.010629828
""
""
0.024986077
""
""
0.010230684
""
""
""
0.0063578356
""
""
""
""
""
0.011936048
""
""
""
""
""
""
0.010526853
0.0040373439
""
""
""
""
""
""
""
""
""
""
0.019404911
""
""
""
""
""
""
0.0045516985
""
""
""
0.0042723883
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.069021501
""
""
0.012954816
""
""
""
""
""
""
0.012006331
""
0.082718372
""
0.0077332854
0.0045421529
0.0062243515
0.0084483027
0.0024078251
0.0025580509
0.00053158659
0.0017700142
0.078026988
""
""
""
""
""
""
0.0087288236
""
""
""
0.023044122
""
""
0.0036795363
0.067425504
""
0.0059715915
0.0019336158
""
""
""
""
""
""
""
""
""
""
""
""
0.0042347265
""
""
""
""
""
""
""
""
""
""
""
""
0.0084996419
0.068833694
""
""
0.0074235182
0.052681182
""
""
0.010442166
""
""
""
""
""
""
""
""
""
0.013834024
0.010578922
0.0058823889
""
0.0028155041
0.013782953
""
""
0.0089551602
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0074327718
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.010287143
""
""
0.0071590804
""
""
""
""
""
""
0.0051470972
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0098499665
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.066272222
""
""
""
""
""
""
0.0024406505
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0055839904
""
""
""
0.022596072
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0042682402
""
0.005433083
""
""
""
""
""
""
""
""
""
""
0.043541968
""
""
""
0.00095877942
0.01066405
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.012895589
0.0069204927
0.0067594564
""
""
""
""
""
""
""
""
""
""
0.0016567969
""
""
""
""
""
0.00490853
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0063720695
0.013573379
0.0044595832
""
""
""
""
""
0.01132738
""
0.0025132364
""
0.0076867542
""
""
""
""
""
""
0.016581479
""
""
""
""
""
""
""
""
""
""
""
0.053722225
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.011324915
0.0021766182
0.0073342994
0.020446243
0.0076839044
0.0027659333
""
""
""
0.0084799929
0.0041166474
0.0022353742
0.010888343
""
""
0.0038139028
""
0.027063973
0.00054759684
""
""
""
""
0.010401666
""
""
0.031991333
""
0.014870612
""
""
""
""
""
""
""
""
""
""
""
0.0015927587
