spouse_rk_asian_female_n
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
132.0
""
""
""
46.0
""
""
""
148.0
""
""
""
114.0
""
60.0
24.0
""
""
""
""
""
""
48.0
""
""
""
31.0
""
""
""
""
""
""
243.0
""
""
""
""
42.0
""
""
21.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
1248.0
28.0
""
304.0
27.0
""
""
50.0
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
110.0
""
""
""
""
""
107.0
""
""
""
""
""
58.0
""
""
""
4990.0
""
""
86.0
""
""
2289.0
""
76.0
1078.0
23.0
32.0
47.0
""
589.0
135.0
""
""
19106.0
36.0
169.0
""
""
290.0
""
""
491.0
115.0
""
7197.0
198.0
""
1513.0
2444.0
27.0
2124.0
4982.0
3872.0
1316.0
115.0
2851.0
294.0
7009.0
133.0
61.0
""
""
1329.0
262.0
491.0
239.0
""
""
205.0
""
941.0
218.0
92.0
250.0
""
487.0
""
""
""
138.0
35.0
""
""
""
""
""
""
""
""
278.0
""
100.0
""
""
294.0
""
""
""
""
""
""
""
""
321.0
""
""
""
""
77.0
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
558.0
453.0
49.0
58.0
325.0
143.0
60.0
""
58.0
281.0
37.0
210.0
117.0
""
93.0
""
174.0
808.0
""
32.0
25.0
103.0
35.0
""
""
""
548.0
206.0
23.0
""
""
""
""
""
""
""
""
26.0
29.0
479.0
""
26.0
""
""
""
49.0
104.0
78.0
""
""
""
58.0
59.0
29.0
621.0
""
""
106.0
""
715.0
109.0
385.0
116.0
388.0
120.0
""
30.0
60.0
42.0
79.0
250.0
""
""
""
""
117.0
""
""
""
""
""
""
""
""
""
29.0
22.0
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
95.0
""
""
39.0
36.0
""
284.0
""
393.0
""
""
128.0
""
20.0
""
""
""
""
""
605.0
""
""
""
29.0
""
""
""
""
""
""
""
60.0
23.0
31.0
""
458.0
""
""
""
""
""
""
1024.0
""
43.0
""
""
""
""
""
72.0
56.0
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
84.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
86.0
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
331.0
5211.0
184.0
547.0
125.0
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
108.0
""
""
""
""
""
5386.0
""
""
31.0
""
""
2063.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
