kfr_imm_other_pooled_n
""
""
""
23.0
""
""
54.0
""
""
""
""
87.0
""
""
""
""
""
""
""
""
""
124.0
""
""
111.0
""
""
89.0
235.0
""
""
""
112.0
149.0
""
40.0
""
""
""
""
""
""
""
""
""
""
79.0
""
27.0
""
61.0
21.0
""
""
""
28.0
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
""
""
""
75.0
""
""
74.0
57.0
""
""
""
""
""
""
""
""
""
286.0
39.0
49.0
750.0
171.0
52.0
91.0
300.0
49.0
203.0
""
""
25.0
21.0
56.0
""
78.0
29.0
90.0
""
""
""
""
""
""
45.0
""
29.0
60.0
""
""
""
358.0
""
""
""
""
""
28.0
62.0
""
""
24.0
39.0
""
""
""
""
42.0
""
""
""
""
28.0
""
""
191.0
""
""
22.0
""
""
""
""
47.0
289.0
""
1275.0
""
""
""
""
409.0
35.0
""
27.0
""
""
30.0
77.0
""
""
""
""
102.0
""
""
72.0
""
""
""
""
""
70.0
53.0
""
""
""
""
""
33.0
""
32.0
""
""
""
""
25.0
67.0
""
""
""
""
""
""
""
39.0
22.0
26.0
170.0
""
""
""
""
""
""
116.0
""
""
""
88.0
27.0
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
69.0
""
""
140.0
""
""
""
27.0
""
""
57.0
""
34.0
""
39.0
62.0
64.0
95.0
2645.0
116.0
997.0
493.0
60.0
41.0
""
""
""
""
""
39.0
24.0
""
""
328.0
""
""
784.0
66.0
""
46.0
350.0
""
""
""
""
""
""
""
""
""
""
""
21.0
262.0
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
26.0
""
30.0
""
""
""
40.0
""
""
""
""
26.0
""
""
28.0
""
33.0
40.0
99.0
""
922.0
40.0
44.0
""
169.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
77.0
""
""
""
""
""
""
222.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
264.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
63.0
28.0
54.0
""
""
""
""
""
24.0
159.0
""
""
""
""
""
""
30.0
""
""
""
""
26.0
""
33.0
""
88.0
""
""
""
142.0
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
139.0
""
244.0
""
""
""
""
""
""
""
""
""
""
30.0
45.0
""
27.0
507.0
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
22.0
""
""
""
""
""
""
""
217.0
205.0
352.0
""
""
""
""
96.0
""
""
""
""
""
170.0
""
""
""
""
""
138.0
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1435.0
40.0
96.0
""
""
""
""
""
85.0
""
341.0
""
167.0
""
""
""
""
""
""
98.0
""
""
67.0
""
""
""
""
""
""
""
62.0
303.0
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
184.0
118.0
208.0
91.0
897.0
914.0
""
""
""
78.0
84.0
2024.0
487.0
""
""
1138.0
25.0
97.0
4336.0
""
""
""
""
59.0
""
""
381.0
""
113.0
""
21.0
33.0
""
""
""
""
""
""
""
""
1400.0
