kfr_stycz_white_male_n
1290.0
3541.0
285.0
427.0
1519.0
42.0
349.0
2595.0
620.0
524.0
1045.0
169.0
411.0
301.0
393.0
868.0
1367.0
174.0
134.0
793.0
250.0
2307.0
1087.0
377.0
1511.0
1644.0
614.0
2400.0
427.0
741.0
649.0
43.0
137.0
337.0
1944.0
1287.0
11807.0
309.0
2124.0
940.0
1625.0
1860.0
78.0
94.0
5465.0
233.0
651.0
2177.0
7629.0
255.0
2954.0
3119.0
73.0
239.0
377.0
466.0
888.0
1908.0
4226.0
31.0
1446.0
805.0
2890.0
1563.0
270.0
91.0
627.0
""
""
5387.0
""
""
20.0
""
1731.0
""
""
532.0
793.0
201.0
148.0
""
""
1174.0
""
""
""
""
39.0
149.0
""
61.0
47.0
""
""
20.0
96.0
1674.0
1450.0
815.0
383.0
103.0
132.0
58025.0
3131.0
681.0
11945.0
2768.0
105.0
3021.0
1210.0
330.0
348.0
814.0
4341.0
878.0
186.0
70.0
497.0
122.0
373.0
538.0
581.0
199.0
372.0
565.0
2007.0
1664.0
756.0
386.0
97.0
215.0
377.0
2391.0
436.0
240.0
2035.0
489.0
1215.0
383.0
853.0
240.0
1015.0
185.0
330.0
989.0
594.0
80.0
515.0
91.0
227.0
242.0
569.0
1855.0
411.0
260.0
959.0
825.0
129.0
172.0
177.0
246.0
425.0
264.0
207.0
245.0
692.0
444.0
1342.0
136.0
7346.0
600.0
277.0
2981.0
263.0
167.0
2941.0
238.0
320.0
239.0
812.0
420.0
3913.0
1608.0
123.0
499.0
13451.0
""
722.0
3927.0
663.0
213.0
14436.0
487.0
4080.0
9144.0
494.0
2191.0
630.0
243.0
9667.0
1655.0
760.0
395.0
69057.0
1779.0
3679.0
320.0
1453.0
2762.0
121.0
65.0
3329.0
2214.0
2251.0
37328.0
6640.0
195.0
23084.0
20850.0
731.0
24515.0
33984.0
3671.0
7948.0
4421.0
7224.0
4370.0
15399.0
3499.0
3836.0
29.0
743.0
6082.0
8241.0
7684.0
1534.0
1240.0
81.0
4578.0
1073.0
12667.0
2410.0
1284.0
8567.0
189.0
14498.0
120.0
55.0
98.0
5207.0
1609.0
222.0
21.0
165.0
70.0
""
55.0
74.0
632.0
7156.0
""
5521.0
190.0
739.0
11509.0
997.0
945.0
107.0
34.0
171.0
""
85.0
""
16350.0
22.0
137.0
95.0
829.0
6051.0
167.0
72.0
462.0
3178.0
""
388.0
422.0
833.0
630.0
303.0
66.0
438.0
90.0
130.0
226.0
2113.0
142.0
174.0
129.0
46.0
""
23.0
52.0
67.0
564.0
134.0
4062.0
239.0
12900.0
15765.0
4865.0
3701.0
16222.0
6172.0
3560.0
3112.0
2833.0
9474.0
3378.0
1362.0
2877.0
692.0
4021.0
547.0
10192.0
17835.0
270.0
2981.0
