grad_other_pooled_n
29.0
""
""
50.0
30.0
""
75.0
""
""
""
21.0
110.0
""
""
""
""
""
23.0
""
""
33.0
130.0
29.0
""
120.0
""
30.0
67.0
231.0
""
""
""
112.0
115.0
""
57.0
""
""
""
""
28.0
""
""
""
""
""
153.0
23.0
46.0
""
38.0
32.0
""
""
""
51.0
""
""
""
""
""
65.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
84.0
""
""
""
""
109.0
""
""
53.0
63.0
30.0
""
""
""
36.0
""
""
""
28.0
258.0
35.0
70.0
294.0
128.0
37.0
69.0
185.0
37.0
136.0
""
26.0
24.0
21.0
59.0
""
67.0
48.0
60.0
""
""
""
22.0
""
""
31.0
""
39.0
31.0
""
""
""
327.0
""
""
""
22.0
""
38.0
50.0
""
""
29.0
37.0
""
""
""
""
37.0
""
""
""
""
69.0
""
""
132.0
39.0
""
29.0
""
""
""
""
31.0
309.0
""
829.0
29.0
""
21.0
38.0
592.0
72.0
24.0
73.0
""
""
78.0
166.0
""
21.0
""
""
144.0
""
""
142.0
""
""
50.0
""
""
50.0
100.0
""
""
""
""
25.0
94.0
""
86.0
42.0
""
""
23.0
67.0
138.0
""
""
23.0
22.0
40.0
""
""
68.0
57.0
75.0
266.0
""
""
""
""
22.0
""
164.0
27.0
24.0
35.0
224.0
71.0
63.0
33.0
""
""
""
""
""
26.0
""
""
26.0
""
""
44.0
""
""
27.0
99.0
""
34.0
194.0
41.0
23.0
""
28.0
""
""
88.0
""
46.0
""
56.0
108.0
112.0
95.0
1243.0
116.0
522.0
529.0
53.0
59.0
""
""
31.0
""
""
79.0
23.0
""
27.0
190.0
""
""
485.0
108.0
""
61.0
326.0
""
""
""
""
""
""
""
""
""
""
""
32.0
435.0
""
38.0
26.0
""
""
""
""
24.0
""
""
""
""
24.0
56.0
33.0
21.0
39.0
27.0
21.0
""
76.0
""
""
""
23.0
40.0
""
22.0
47.0
""
57.0
53.0
161.0
""
744.0
67.0
23.0
""
226.0
""
""
28.0
41.0
""
""
""
""
""
""
21.0
""
""
""
""
20.0
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
47.0
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
66.0
""
""
""
38.0
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
32.0
""
""
113.0
""
""
""
""
""
""
195.0
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
56.0
352.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
44.0
70.0
84.0
""
""
""
""
58.0
22.0
233.0
24.0
""
""
""
41.0
""
50.0
""
75.0
""
""
138.0
122.0
80.0
31.0
465.0
52.0
""
30.0
96.0
""
""
""
""
""
""
""
30.0
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
137.0
""
173.0
""
""
""
23.0
""
""
""
""
""
""
20.0
38.0
""
20.0
374.0
32.0
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
24.0
""
""
""
""
""
26.0
""
114.0
204.0
311.0
""
25.0
20.0
21.0
79.0
""
""
52.0
""
37.0
377.0
56.0
27.0
""
33.0
""
187.0
""
""
""
""
""
""
""
20.0
""
""
""
""
45.0
""
""
31.0
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
36.0
""
""
""
""
""
2026.0
94.0
274.0
""
29.0
""
""
""
133.0
""
458.0
""
135.0
33.0
""
20.0
40.0
""
26.0
323.0
""
""
75.0
""
""
""
""
""
""
""
79.0
244.0
""
39.0
""
""
""
""
""
""
38.0
""
""
52.0
39.0
48.0
""
37.0
163.0
122.0
205.0
113.0
745.0
584.0
""
""
""
91.0
123.0
1330.0
385.0
""
""
701.0
""
117.0
2754.0
""
""
""
""
108.0
""
55.0
424.0
""
190.0
""
43.0
57.0
""
""
25.0
""
""
""
35.0
23.0
1167.0
