work_29_other_male_p25
0.60169965
0.80284721
""
""
0.88641131
""
""
0.65784419
""
""
""
""
""
""
""
0.66400546
0.80384308
""
""
""
""
0.67559874
0.66577446
0.61864078
0.68171203
0.70024788
0.66228724
0.83776546
""
""
""
""
""
""
0.74033576
0.72948354
0.70452613
""
0.67953676
0.57063234
0.53191066
0.76050478
""
""
0.74602175
""
""
0.71369874
0.696693
""
0.6929487
0.83566499
""
""
""
""
0.59380037
0.87892634
0.78604019
""
0.77258366
""
0.68221712
0.66354781
""
""
""
""
""
0.77673429
0.72853601
""
""
""
0.85159403
""
""
0.70216626
0.68293214
0.93655682
0.84747714
""
""
0.5857234
0.84100813
""
""
""
0.95967317
0.66257411
""
""
""
""
""
""
0.67107397
0.85945064
0.73597693
0.93058288
""
""
""
0.76325244
0.73764133
0.68208456
0.75851542
0.70412141
""
0.76652443
0.74918228
""
""
0.71566153
0.75808907
0.74410021
""
""
""
""
""
""
""
""
""
""
0.86937892
0.76654506
0.65506166
""
""
""
""
0.71979314
""
""
0.73305476
""
""
0.73789734
0.77692205
""
0.89898145
""
""
0.6720494
""
""
""
""
""
""
""
0.88234788
""
""
0.78498316
0.71232677
""
""
""
""
""
""
""
""
""
0.69331098
0.85571659
""
0.81979519
""
""
0.83339256
""
""
0.75738996
""
""
""
0.60853136
""
0.77877396
0.49724883
""
""
0.71388561
""
0.94350344
0.75282836
0.59598875
0.98652101
0.75137436
0.56038725
0.7120834
0.72504145
0.82218134
0.64827949
0.88860673
1.0295511
0.74255055
0.77929825
0.74358147
0.60919976
0.73385119
0.76134187
0.74425095
0.56728238
0.57773441
0.72494555
""
""
0.76208597
0.79631484
0.621005
0.75215667
0.72600794
""
0.72327131
0.72362208
0.69649577
0.73358363
0.77173024
0.7439605
0.69793302
0.80683386
0.72584701
0.78274381
0.76126087
0.73094219
0.69982541
""
0.82788956
0.76095176
0.7020781
0.70967114
0.8060419
0.81183028
""
0.7269873
0.67574793
0.74233013
0.73809731
0.62822801
0.82218558
""
0.76056117
""
""
""
0.66516364
0.67794728
""
""
""
""
""
""
""
0.75390643
0.77963334
""
0.93365443
""
""
0.80469793
0.77367824
0.74876922
""
""
""
""
""
""
0.80769181
""
""
""
0.68518633
0.64656186
""
""
""
0.82627791
""
""
0.91663933
0.90519851
0.67240494
""
""
0.54575431
""
""
""
0.59777403
""
""
""
""
""
""
""
""
0.69608742
""
0.78531802
""
0.77449411
0.73925942
0.68297511
0.71647054
0.72119844
0.73531222
0.78921229
0.62005001
0.89548314
0.76407373
0.75325882
0.7252754
0.67930532
""
0.75975198
""
0.77975982
0.70211774
""
0.7913394
0.66784328
0.76555866
0.63096917
0.58627367
""
""
0.76974303
0.74797177
0.76396334
""
0.53376812
""
""
""
""
""
""
0.66752446
0.83081383
0.69940346
""
0.75341082
0.66769236
""
""
0.6735391
0.7221812
0.79649276
0.68537158
""
""
0.78398931
0.69787437
0.75300187
0.69280368
0.59950566
0.8283726
0.84432966
0.78626138
0.74730694
0.7743389
0.73983473
0.68836492
0.7498138
0.79342836
0.83184671
0.80190837
0.71162128
0.66668338
0.71636021
0.74108225
0.78268445
0.82885677
""
""
0.75039852
""
0.75029945
""
""
""
""
""
""
""
0.94196796
0.71634352
""
""
0.71846658
""
""
""
0.78779727
0.68217218
""
""
""
0.86665475
""
0.77005482
0.871575
""
0.63961744
0.68683338
""
0.82571507
0.74462426
""
0.71389186
""
0.73058552
0.5383988
""
0.7974667
""
0.8067072
""
""
""
""
""
0.75296891
""
""
0.80243492
0.64799464
""
""
0.68604577
""
""
""
""
0.80555969
0.65837014
0.80295283
""
0.68819046
""
""
0.86464179
0.92546159
""
""
0.75175923
""
0.69433618
""
""
""
""
""
0.61317211
0.82816356
""
""
""
""
""
""
""
""
""
""
""
0.88739735
0.75356835
""
""
0.7514354
""
""
""
""
""
""
""
""
""
""
""
""
""
0.85908848
0.73482394
0.58180094
""
0.64885676
0.88105851
""
""
""
""
""
""
""
""
""
0.74423391
0.7689054
""
""
""
0.60892236
""
""
""
""
""
""
""
""
""
0.81376171
0.59223109
""
""
""
0.72288972
""
""
""
""
0.74910164
0.66750574
0.73509502
""
""
""
""
""
""
0.77756536
""
""
""
""
0.73330909
0.80332887
0.79684937
0.74816477
0.76587737
""
0.75069159
""
""
0.61560452
""
""
0.73364192
0.77298039
""
""
""
0.82667708
""
0.80446285
""
""
""
0.83599108
""
""
0.79637825
""
""
""
""
0.72803503
0.39264107
""
""
""
""
0.76156795
0.95088851
""
""
0.64102745
""
""
""
0.80820596
""
""
0.84044385
""
""
0.64701784
""
0.52413881
""
""
""
0.76586848
""
""
""
1.0169071
0.86267942
0.72934443
""
""
0.83567786
""
""
0.76737559
""
""
""
""
""
""
""
""
""
0.78056514
""
""
""
""
0.70077479
""
0.70460194
""
0.98395467
0.98817116
""
""
0.82793117
0.79265457
0.9350875
0.79782283
0.77708268
0.79255545
""
0.93918622
""
""
""
0.68579054
0.74025625
0.75443774
0.54986966
0.77192229
""
""
""
""
""
""
""
""
0.81998563
""
0.79330474
0.77168632
""
""
""
""
""
""
""
""
0.7762478
0.80641347
""
0.75738841
""
""
""
""
0.91811633
0.84235144
""
0.65848535
""
0.9433592
""
""
""
0.86905831
0.83335263
0.6276803
0.66475952
""
""
0.7600773
0.77925813
""
""
0.86330736
""
""
0.76086158
0.85442811
""
""
""
""
0.91878891
""
""
0.85544133
""
0.81141025
""
0.8525098
""
""
""
""
0.88917774
""
0.76718229
0.78477275
""
0.73053819
0.89689755
0.69843662
""
""
""
""
0.71320808
""
0.86037552
""
0.72078955
""
0.72324282
0.82735908
1.2258908
0.78415275
0.74766511
0.67961055
""
0.97084725
0.75135547
0.61821276
0.94255543
""
0.72354037
""
""
""
""
""
""
0.8034609
""
""
0.96163946
""
""
""
0.74691916
""
0.8481434
""
""
0.84966242
""
""
0.78013676
""
""
0.75843501
""
0.78935736
0.72870272
""
0.91055113
""
0.65971267
""
""
""
""
""
""
""
""
""
0.80169225
""
""
""
""
""
""
""
""
""
0.6642102
""
""
""
""
""
0.8106885
""
0.76511252
""
""
""
0.88134366
""
0.9227733
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66258937
""
0.68982661
""
""
""
0.84651774
0.85942572
""
""
""
""
""
""
0.91574323
""
""
""
""
""
1.0317791
""
""
""
""
""
""
0.78985113
0.87094814
""
""
""
0.71790606
""
""
0.90793175
""
""
""
""
""
0.80508888
""
""
0.7402516
""
""
0.80891109
""
""
""
""
0.99880159
""
0.58367008
""
""
0.82417142
""
""
0.90183187
""
""
""
""
""
""
0.84746403
0.77565801
""
0.94721293
""
0.78853518
""
""
""
""
0.94390059
0.84651393
0.83638245
0.7499637
""
""
""
""
""
""
""
""
0.70550203
""
""
""
""
""
0.78084594
""
""
""
0.99697846
""
0.82116002
""
""
""
0.71667469
1.0003343
""
""
""
0.75892496
""
0.85468024
""
""
""
""
""
""
""
""
""
""
""
0.86999232
""
""
0.8140474
""
""
0.85486048
""
""
""
0.80401027
""
0.77210939
0.78487104
0.78730047
""
""
""
""
""
""
0.76396221
""
""
""
""
""
""
""
""
0.68570173
""
""
""
""
0.72178143
""
""
0.65872109
""
0.7674278
0.88239425
""
""
""
0.57197487
""
""
""
0.76265067
""
""
""
""
0.83908755
0.71766627
""
""
""
""
0.89460444
""
""
""
0.77170825
""
""
0.676983
""
""
""
""
""
""
""
""
""
0.93866611
""
""
""
0.90271515
""
""
0.59902412
""
0.78736466
0.93657678
""
0.7464028
""
""
""
0.54494005
""
""
""
""
""
""
""
""
""
0.93657631
""
""
0.77794695
""
""
""
""
""
0.76694447
""
0.68231493
""
""
""
""
""
""
""
""
0.92032003
""
""
""
""
""
""
0.7101388
""
""
""
""
""
""
""
""
""
""
""
""
""
0.74323171
""
""
""
""
""
0.40042284
0.77019429
""
0.76371121
""
0.8151055
0.77249086
""
0.73735529
0.74704605
0.75589943
""
""
""
""
""
""
0.79521948
""
""
""
""
""
0.79415828
""
""
0.74583119
""
0.75461227
0.74624127
""
""
0.63758296
""
""
0.83437133
0.74304485
0.70548654
0.92308128
""
0.68238807
""
""
0.94629073
0.69381559
0.64438498
""
""
0.77984202
0.85624856
0.66948462
0.75377709
0.85611898
0.78960031
""
0.68272734
""
0.78436834
0.83369207
0.92684782
0.85014766
0.76803672
""
""
""
0.76193196
0.80843788
0.84306139
""
""
0.82053888
1.0139071
""
0.83873612
0.75503445
""
0.74890941
0.92103344
""
0.66486806
0.80552512
0.75923508
0.89098495
0.71691447
0.59693235
0.77506322
0.70974189
0.57792902
0.7884047
""
0.8709802
""
0.78909731
0.75315249
""
0.79222989
0.76417005
0.76425946
0.7379247
""
0.89647293
0.89023739
0.90407228
0.71522933
0.69780511
0.73153973
0.86354089
0.74226427
""
