work_24_white_pooled_p75_se
0.039566901
0.078044794
0.027075142
0.026141323
0.022443585
0.034108661
0.035938922
0.049276102
0.025168566
0.042161357
0.05028395
0.088655591
0.054908365
0.036161207
0.031647284
0.060531829
0.029645786
0.057697881
0.022446452
0.023715552
0.02337366
0.020136274
0.030505929
0.050779589
0.031184644
0.035448514
0.054370541
0.041553043
0.034319457
0.048568156
0.019775502
0.036986992
0.047295664
0.040027689
0.038521934
0.032199565
0.048590858
0.04906375
0.073019646
0.030121066
0.034305055
0.028269764
0.044851542
0.048312999
0.13744542
0.12391219
0.072685964
0.057709709
0.076489031
0.033071902
0.052622814
0.040736254
0.062424365
0.046436682
0.037597381
0.039991044
0.025935894
0.032569408
0.063144758
0.047776181
0.038975518
0.044440556
0.038064327
0.029150663
0.033963256
""
0.06323278
0.062694222
0.035744358
0.049733229
0.063819848
0.083568305
0.081760406
0.042434514
0.063554317
0.07409016
0.10597323
0.063571081
0.06207218
0.10465179
0.40859768
0.46915469
0.040269177
0.12865518
0.038074326
0.036171269
0.02699169
0.047339518
0.028427187
0.067454539
0.03698194
0.03920301
0.047368661
0.029538175
0.027130188
0.031410243
0.11931039
0.04041123
0.034213901
0.04336502
0.046236809
0.035671722
0.03325776
0.044154443
0.041388761
""
0.058064319
0.038642447
0.046407506
0.047295164
0.033396598
0.096557081
0.040098444
0.046025958
0.040792719
0.078964509
0.049441632
0.036788788
0.05454633
0.042355955
0.046787236
0.036844309
0.030292785
0.063717268
0.067613363
0.037426159
0.031778023
0.035886224
0.049074616
0.056962084
0.13793609
0.047160689
0.077627808
0.12160897
0.069940999
0.057284985
0.048414014
0.12351675
0.059782516
0.050369803
0.042612549
0.094582357
""
0.065373451
0.061731689
0.044164941
0.081751272
0.074927978
0.054137122
0.056491371
0.052209541
0.096167795
0.097793758
0.047846936
0.043160707
0.058133621
0.13760106
0.06415505
0.053513333
0.066178098
0.028642552
0.057579279
0.024103124
0.026798144
0.082341492
0.039176762
0.074813493
0.080423258
0.046599038
0.029812265
