lpov_nbh_natam_female_mean
0.27656353
0.28069711
""
0.35865816
0.46896234
""
0.3810268
""
""
0.10861284
0.36068013
0.49292713
""
0.13278696
0.21394299
""
0.10002146
0.40382344
""
0.05296215
0.17502695
0.059958789
0.17293303
0.19273247
0.38212228
0.077847451
0.13841133
0.16413051
0.46559858
""
""
0.27264711
0.57825238
0.51046252
0.21185482
0.31685421
-0.0063906456
""
""
""
0.16108634
""
""
""
""
""
0.31456098
0.18230803
0.53377813
0.1431246
0.16725422
0.1731046
0.25080353
""
""
0.27159181
""
0.071634412
""
""
""
0.28855145
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44335082
""
""
""
0.31236053
0.46711028
""
""
0.19910383
0.31977209
0.15405028
0.26385775
""
""
0.22371532
""
""
0.43991634
0.25149089
0.38288084
0.34181985
0.4706623
0.38941169
0.35694644
0.49202934
0.45430702
0.36165482
0.46340898
0.3792226
0.50135386
0.30803654
0.34552145
0.30252638
0.4116762
""
0.44257236
0.28470269
0.38547102
""
""
""
0.34364167
""
""
0.31687123
""
0.47997585
0.50217712
""
""
""
0.43762305
""
""
""
0.31287906
""
0.38006175
0.27729058
""
""
0.40359211
0.28537121
""
""
""
""
0.25383577
0.052291092
""
""
0.24827394
0.40418625
0.429901
""
0.38863221
0.27494636
0.19833966
0.2495221
""
""
""
""
0.65617037
0.47024459
""
0.64527136
0.42648563
0.15493244
0.26027784
0.46734038
0.47366875
0.37361267
0.11973931
0.23074879
0.21773656
0.29604134
0.25383091
0.35706899
0.38384911
0.41161945
0.43766889
0.27846625
0.33448464
""
""
0.44815752
""
""
0.26180318
""
""
0.27428776
0.39103335
""
""
""
0.42914063
""
0.33291748
""
0.3107546
0.28363267
0.48619935
0.31330919
0.20423606
0.48658931
0.4173241
""
0.14940587
0.4469409
""
0.48935544
""
""
0.36187553
0.38865837
0.45883343
0.47543633
""
0.16514578
""
""
0.19590794
""
0.37676719
0.14536108
""
""
0.41024089
0.33722246
0.44574234
0.42388892
""
""
""
""
""
0.46987921
""
""
""
""
0.54463559
0.54889297
""
""
""
0.47160426
""
""
0.37939346
0.4546352
0.17582843
""
0.23056689
0.12804386
""
0.50170517
""
0.39404535
""
0.44731635
0.53441799
0.6552608
0.5015319
0.34798545
0.55985731
0.58401692
0.48001447
0.54399341
0.43596965
""
""
0.22994946
0.078205384
0.13227284
0.43972218
0.59007704
""
0.6246438
0.46696135
""
""
0.52906936
0.48379233
""
0.57733703
0.60327077
""
0.24843049
0.39215311
""
0.34392467
0.23246561
0.065604351
""
""
0.58004034
""
0.25476748
0.43533188
0.16254413
0.21127084
0.48490351
""
""
""
0.41480786
""
""
""
0.48604298
""
0.48208448
0.3344506
0.40889579
0.2130315
0.39313588
0.39826328
0.41742426
""
0.45151713
