work_26_pooled_female_mean
0.81195581
0.75897986
0.83055985
0.82228804
0.83212048
0.78439182
0.74084991
0.78338861
0.79705614
0.78302366
0.77993083
0.79781544
0.8256442
0.73190403
0.85068095
0.79271698
0.84868985
0.80007339
0.86873513
0.86305112
0.83304429
0.84241778
0.85499901
0.79268336
0.77193481
0.821114
0.84464437
0.81820482
0.84142816
0.83825707
0.88758314
0.82646692
0.80106091
0.77583206
0.79780078
0.83822554
0.83101022
0.8054505
0.82325333
0.80568832
0.82246631
0.80773163
0.80330306
0.84523243
0.85326988
0.85984397
0.76699531
0.82987797
0.8232969
0.75270587
0.84802812
0.84409958
0.72500771
0.75522643
0.74776834
0.77600145
0.7515049
0.80970562
0.80948132
0.74489492
0.68041444
0.72307855
0.76408541
0.77864331
0.75230545
0.8619647
0.84322822
0.78364098
0.86831993
0.84233767
0.75592154
0.85681766
0.84161723
0.80997062
0.79665679
0.88472331
0.8667537
0.8676737
0.7741977
0.82981271
0.84932625
0.77338266
0.82073134
0.74282908
0.83599865
0.81070185
0.81783414
0.80045098
0.77194047
0.72007108
0.7213549
0.69675601
0.7523194
0.84645063
0.79982328
0.77005595
0.66702724
0.82412058
0.80102086
0.78826755
0.78772926
0.77497214
0.79071283
0.73661542
0.74335229
""
0.82424605
0.83521867
0.85773164
0.79803699
0.8481043
0.86474961
0.83999342
0.85636497
0.83131373
0.78930765
0.72191781
0.76752865
0.81987214
0.81020516
0.79254818
0.78723115
0.7248373
0.71031743
0.76335514
0.73988992
0.77981067
0.73580629
0.74941409
0.77144527
0.78480637
0.79338014
0.66945386
0.76666945
0.87849718
0.67496043
0.82197171
0.66748983
0.82762587
0.80486619
0.81749964
0.71008348
0.80578995
0.81952518
0.79683375
0.83637697
0.79065645
0.6266169
0.8830533
0.76750606
0.77329665
0.7188378
0.82934701
0.79237282
0.8342945
0.78390801
0.79879969
0.76432145
0.79370838
0.80512369
0.81766939
0.79093307
0.82207745
0.8310281
0.81014782
0.67843324
0.78934062
0.79570442
0.84325171
0.78593242
0.79302394
0.78356856
0.84085006
0.81455052
0.72974062
0.75678349
0.78297967
0.76130921
0.71380681
0.84994602
0.78854573
0.7030189
0.88879007
0.85101581
0.92979854
0.67730564
0.71848136
0.74088955
0.73256129
0.8714233
0.9054274
