hours_wk_white_female_mean
27.08984
25.11775
25.207184
27.245937
28.815109
28.446325
28.14765
29.125681
26.494999
28.168816
27.079416
28.307135
26.99284
27.92775
28.301765
25.120232
27.695353
28.129791
26.480276
28.25211
29.057358
26.680691
29.133821
31.468967
30.023115
31.197845
28.90419
27.199903
28.564779
27.866735
32.944569
30.8326
29.841696
29.515482
28.464392
25.26087
25.845551
26.171154
24.185104
28.361557
27.07486
24.128126
23.941868
23.353201
23.587948
27.50058
29.390898
26.70763
28.189295
27.053808
23.84992
29.204533
27.99229
23.257942
29.866268
26.476183
23.774738
21.243069
22.05134
28.193544
28.572912
27.165165
26.762197
25.16997
23.162868
24.392559
22.989883
23.903542
30.257494
27.375256
27.577076
27.540453
30.128605
27.764399
24.892782
26.000298
28.103144
26.451008
27.363571
27.912373
27.267004
27.201214
29.787083
27.012663
27.854677
26.028999
24.272837
24.02372
26.24806
24.735785
25.585499
27.501104
26.936563
26.550585
23.319441
28.342131
24.630386
26.034807
27.545538
26.456083
28.359873
29.7931
28.877531
29.056259
27.417063
28.738155
26.471418
27.252108
25.755272
25.62928
25.857189
26.705811
29.240568
25.583035
29.057291
26.96748
27.638041
28.250603
28.914001
24.614975
26.115744
27.894598
26.817461
26.972055
26.340687
29.455311
28.135912
29.173744
28.200333
27.071199
28.811647
24.043779
27.353228
25.557417
27.333019
25.862116
26.064764
27.24814
31.737413
25.847342
29.612469
26.986158
26.469952
25.88752
26.539289
27.261669
26.72489
27.999289
28.256968
28.590994
24.367031
26.037775
26.118887
25.997452
26.241495
26.500185
25.262972
26.306862
27.962656
26.525246
27.189484
22.686975
28.907867
29.690248
30.556152
31.190905
27.257692
28.350466
30.472343
26.222572
28.432653
29.678759
27.778738
28.520664
25.846817
25.415554
28.097733
26.914644
27.323439
28.578079
28.216045
26.843878
27.3332
27.03108
26.976896
28.930687
28.081421
28.467781
28.894339
24.750492
27.617163
28.023708
29.480654
28.645138
30.588959
27.511192
29.822239
29.725643
28.242634
29.418045
27.246016
25.402796
25.589863
27.016502
26.104353
27.808992
28.505468
28.206821
25.411058
28.380682
26.311888
29.450941
27.528683
29.532986
27.104227
26.432936
28.233463
29.736744
27.098534
27.871994
28.278879
28.469929
24.483282
24.287169
28.63604
28.036058
27.029861
28.728571
29.976904
28.318298
28.15234
29.643002
26.805552
27.794373
25.297285
27.176697
21.968237
26.824581
24.541607
23.557049
25.481037
29.679235
28.758709
28.231058
27.004072
29.969034
29.244289
29.995659
29.668303
29.524015
30.695553
29.128952
28.494614
28.54427
28.331758
29.812405
27.787626
30.511967
27.517963
30.191532
27.303087
30.512325
27.833876
29.771986
29.627636
30.454348
30.346733
30.988861
30.559072
29.962072
29.744646
30.743067
26.690292
27.497297
25.002945
27.237944
28.929457
30.884167
30.940189
31.386736
30.816225
""
""
31.456678
30.74011
29.418415
30.618345
31.757345
30.612492
28.406174
27.21287
27.449646
28.865019
29.735075
28.159777
31.893534
31.989414
32.133175
32.800777
32.175266
31.026817
29.780237
28.725605
32.124546
30.894346
32.739052
32.235703
30.820843
32.341427
29.893406
31.716127
32.065781
30.463488
32.205967
30.918472
31.534903
32.379219
31.257454
32.34531
31.52215
31.786488
32.056969
34.501549
29.561028
28.432556
28.696386
28.54459
30.926565
29.526697
30.152514
33.218704
28.27758
30.401669
31.46678
28.506077
30.509583
29.53245
28.859325
29.382624
30.350637
30.293472
28.820616
30.132244
27.28417
30.061884
25.290094
23.195459
25.619059
26.209702
27.014788
25.666275
29.638546
25.775469
27.482737
28.888174
27.048588
22.699404
29.320251
27.799553
24.523411
25.405306
31.185522
30.253609
""
26.457829
28.769299
29.314497
31.766693
28.148863
33.667942
30.720774
28.268551
32.55846
""
33.134167
32.247375
36.167492
35.044174
27.505487
32.284336
31.154837
""
""
""
33.98563
""
27.750906
30.156883
29.368816
29.392464
31.154354
28.071388
29.740898
30.508408
30.969118
31.579149
33.592262
31.359892
28.987267
""
32.889568
33.729504
29.806459
31.711905
33.419979
30.047121
32.87344
28.90737
30.291071
""
30.967573
30.565224
31.822758
32.01059
28.48283
31.760263
32.866436
33.007202
35.360439
35.974983
31.116493
34.622181
32.047668
""
31.304686
32.321964
30.318098
33.233646
33.457386
31.281559
33.01231
31.221148
31.096973
31.133661
30.521259
33.35944
28.428797
""
""
""
""
30.519892
28.782223
29.703579
33.765915
32.037189
30.930286
33.145229
32.719315
29.895868
31.672747
31.265966
31.729525
31.749138
30.547754
31.160856
28.325254
28.344933
""
35.28833
31.827101
28.822124
27.531616
19.553854
""
28.128435
28.027025
29.00749
33.679897
""
31.060246
29.472046
26.521147
31.819626
27.432207
29.967667
31.040672
33.328827
26.953638
""
33.503891
28.203804
29.616901
28.01137
""
29.290455
31.200459
27.724178
30.33046
31.688818
26.67594
36.10915
31.842197
29.042379
29.942394
29.603556
32.847389
30.365299
30.323154
27.775694
27.276192
28.231859
29.169355
29.252106
28.713364
30.524122
29.370651
28.11886
27.539415
29.484728
28.493505
31.937315
24.83358
25.888756
27.791624
27.757242
26.584581
25.943272
25.338934
25.696941
27.379454
28.671211
26.966457
24.851292
