kir_24_black_female_p75_se
0.03586353
0.029868843
0.038173262
0.072160877
""
0.072401553
0.053321596
0.019620731
0.032239515
0.11315126
0.05168258
0.042103816
0.035227086
0.092343971
0.13001801
0.033748049
0.033285372
0.067024007
0.078604914
0.064951062
0.18963674
""
0.026314475
0.023989696
0.13121651
0.030526334
0.043610193
0.025960078
0.080861427
0.1208951
0.077482991
0.060793944
0.056525845
0.046215974
0.022144794
0.072281994
0.006806545
0.10694788
0.034333937
0.042907208
0.020152848
0.030636538
0.047555409
0.027658381
0.010977342
0.039469995
""
0.081153192
0.0093972189
0.045134105
0.010232207
0.026438579
0.065822631
0.05892054
0.048629045
0.078428119
0.023347963
0.053316902
0.023274755
0.055302866
0.022915622
0.048356544
0.015205602
0.059818227
0.05175883
0.062619485
""
""
""
0.020001309
""
""
""
""
0.030860847
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.030147417
0.076657347
""
""
""
""
0.0086989878
0.066444188
0.11947094
0.019847443
0.044113081
""
0.089480296
0.045455329
0.046330467
0.04759293
""
0.06323763
""
0.065361403
0.12580161
""
0.058515668
0.044123884
""
""
0.15017679
0.037023198
0.069536299
0.039993323
0.089100823
0.026258899
0.067155182
0.058847886
0.044821803
0.050340943
0.03376722
""
""
0.039688319
""
""
0.051168036
0.056066688
0.074161507
0.10931259
""
0.069733813
0.016203461
""
0.079989552
""
0.069393001
0.092418253
0.071770117
""
0.043856416
""
""
0.029193651
0.031423438
0.090827838
""
0.088808656
""
0.034967862
""
0.037205331
""
0.097480364
""
0.088299476
0.16514276
0.0094747236
""
0.035379488
0.04564511
""
""
0.033531856
0.12484181
""
""
0.027588755
""
0.043595824
0.069495887
0.087924406
""
0.0068438663
""
""
0.068113334
""
""
0.0088015068
""
0.057569217
0.015506974
""
""
0.050557464
""
0.015865078
0.033713821
""
""
0.0035410237
0.053545319
0.041244175
""
""
0.031465456
""
""
0.024505878
0.051048383
""
0.012409057
0.036689095
""
0.0090324935
0.0084806085
""
0.0067344666
0.0080105131
0.013250951
0.015584064
0.053297941
0.015747175
0.030765221
0.011082377
0.050332312
0.072308518
""
""
0.0097494852
0.031764291
0.024109986
0.06082831
""
""
0.036930386
""
0.019034149
0.045268167
0.060739458
0.023099776
""
0.012625553
""
""
""
0.042616308
""
""
""
""
""
""
""
""
""
0.011995235
""
0.03741546
""
""
0.013633848
""
""
""
""
""
""
""
""
0.030064687
""
""
""
""
0.057940304
""
""
""
0.084086999
""
""
""
""
