kfr_29_white_pooled_p1
0.28933373
0.29012471
0.3283495
0.30507499
0.32401714
0.31013143
0.31176716
0.30819198
0.30489939
0.29871756
0.26478666
0.32160908
0.32001874
0.30097151
0.28229269
0.34133413
0.34127152
0.33413446
0.34441128
0.31862566
0.33115479
0.31448138
0.33111817
0.344354
0.36402294
0.31991497
0.33354524
0.34151739
0.35014474
0.37995064
0.35122105
0.34238473
0.36756077
0.3509441
0.35336152
0.3451201
0.37676427
0.37765577
0.35690922
0.37288362
0.37138602
0.38735759
0.41326323
0.41108084
0.40283594
0.35260296
0.36858189
0.42757311
0.39587164
0.39902616
0.39299041
0.42503011
0.3753638
0.40589917
0.35523203
0.3817859
0.41554579
0.4955138
0.36474958
0.34043363
0.35951066
0.34334987
0.34531313
0.35513139
0.31631058
0.31455499
0.34863278
0.37401137
0.34304354
0.3080492
0.33350223
0.31774381
0.3609899
0.32432133
0.31214088
0.30548492
0.33107975
0.31676114
0.31271997
0.34083104
0.34084007
0.32896605
0.3421042
0.32967407
0.33574593
0.316558
0.31180856
0.34328821
0.33296582
0.31795207
0.32294083
0.30310243
0.32355389
0.31707188
0.32195383
0.3288213
0.31091043
0.29427308
0.33123654
0.32860839
0.34104922
0.38245946
0.36175349
0.35699049
0.34081414
0.34807318
0.3417187
0.32471657
0.33916983
0.32448745
0.34626693
0.35434702
0.33230308
0.32219547
0.36479825
0.30747655
0.31943908
0.3615782
0.35099918
0.3115918
0.32608235
0.31878862
0.33556131
0.33837527
0.33826473
0.34644604
0.33420026
0.32476497
0.29415068
0.335951
0.35000086
0.30725929
0.34898099
0.33475694
0.34469464
0.30897352
0.3304455
0.29706591
0.33886114
0.33680299
0.35710186
0.32715985
0.31646779
0.33730802
0.33642727
0.3552154
0.3478725
0.34039128
0.3549872
0.37784016
0.32798514
0.34614876
0.37253094
0.39818954
0.34528977
0.348921
0.33055401
0.34565157
0.37155125
0.36874139
0.3974258
0.35292485
0.35691801
0.35698685
0.36939302
0.41569859
0.36647403
0.36301291
0.35638469
0.32272393
0.32776111
0.32866108
0.31052271
0.33588362
0.30812481
0.32667857
0.30019012
0.31858099
0.34398124
0.34991938
0.32414159
0.33455884
0.29645041
0.28957295
0.27708957
0.29858029
0.31410259
0.3391614
0.29221228
0.29893631
0.30975267
0.34097874
0.31290382
0.32655817
0.35089266
0.3394416
0.32419077
0.34292221
0.32371658
0.32205498
0.31933415
0.3439723
0.33276227
0.30510831
0.28204846
0.32291341
0.29594317
0.29062906
0.31473428
0.3343043
0.3350369
0.3293041
0.36349732
0.33489799
0.35615203
0.32498226
0.31767121
0.33238626
0.30983603
0.30334917
0.29494834
0.35198554
0.27062106
0.30303559
0.29776517
0.29477698
0.39018318
0.36390749
0.38179109
0.32815808
0.34064603
0.31605121
0.34724808
0.34138611
0.36999038
0.36791521
0.36164397
0.33822301
0.37849981
0.3663249
0.31397286
0.35980836
0.33745679
0.34891877
0.34335247
0.34926024
0.36467677
0.3475661
0.37277856
0.35624948
0.36775002
0.3543646
0.35637301
0.35112539
0.35648048
0.36104584
0.3350822
0.36567557
0.38511679
0.37510511
0.36776203
0.38976431
0.38609633
0.38036293
0.37217635
0.45414221
0.40102893
0.43946391
0.39274377
0.3281472
0.34411517
0.35247862
0.4004209
0.34935415
0.33228615
0.34860221
0.35422233
0.36854991
0.37307817
0.37947583
0.36371937
0.46441439
0.34040099
0.40030116
0.36617026
0.36401972
0.37058058
0.39131764
0.34254566
0.411259
0.3761346
0.36555436
0.3834815
0.38795191
0.42202616
0.48720443
0.50857335
0.46125033
0.42138448
0.45954925
0.40142739
0.40022117
0.40461466
0.45609722
0.42402938
0.42049044
0.48205242
0.4152306
0.43944472
0.42307806
0.40561211
0.40624407
0.39895257
0.37605923
0.38668236
0.38943785
0.38559923
0.40687522
0.41964528
0.39987206
0.42649433
0.39020947
0.46464422
0.34462726
0.3589476
0.35152844
0.35426185
0.36039016
0.34605181
0.34897718
0.42401266
0.33979839
0.34131885
0.36754337
0.37944666
0.40235442
0.34558544
0.34123921
0.31175572
0.35476953
0.35219264
0.3452467
0.32226163
0.34709451
0.35490307
0.35683814
0.36995903
0.37451884
0.37388572
0.35374469
0.33504772
0.33056727
0.32321724
0.36608297
0.35352504
0.34891489
0.37514997
0.33149722
0.31529951
0.31119487
0.3308737
0.45665699
0.36004624
