hours_wk_black_male_p25_se
4.0874648
4.1448374
3.4906137
""
""
""
3.4951401
2.8253345
3.0959611
""
""
""
4.7473545
""
""
4.4941278
4.4778895
""
""
""
""
""
3.4957843
3.0543034
""
4.1331415
4.5725756
2.3384843
""
""
""
4.4709044
""
4.9084373
1.9084853
""
0.88610691
""
""
""
3.1420636
4.8332262
4.3853045
3.8313055
2.1790895
3.252636
""
""
1.0823812
""
1.3617553
3.4642305
4.5428009
4.2583795
3.2261918
""
3.1678088
""
4.5618906
""
2.8161931
4.3602724
2.0347002
""
""
""
""
""
""
3.3555799
""
""
""
""
4.7104793
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.2216063
""
""
""
""
""
1.4328754
""
""
3.0259318
""
""
""
""
""
""
""
""
""
""
""
""
4.3315158
""
""
""
""
""
""
""
""
2.3006957
""
""
""
""
3.6999664
""
""
5.0053358
""
""
""
""
""
""
""
""
2.1209784
""
""
""
""
""
""
""
""
""
""
3.7746632
3.3686042
""
""
""
""
4.3992887
""
3.8097868
""
""
""
""
""
1.3303608
""
3.4929028
""
""
""
""
""
""
""
3.7236605
""
""
""
""
""
1.2769448
""
""
""
""
""
1.7042544
""
""
2.198355
""
""
""
""
2.780149
""
""
""
0.55349535
""
""
""
""
4.5821128
""
""
4.3985891
""
""
2.750526
""
""
1.7330095
1.4254414
""
1.2182617
1.2613397
2.2242186
2.5561938
""
3.02334
4.8474321
2.5285189
""
""
""
""
2.166218
4.8581243
5.6598682
""
""
""
""
""
4.2740431
""
""
3.7712286
""
2.2837694
""
""
""
""
""
""
""
""
""
""
""
""
""
1.7877238
""
""
""
""
2.5477915
""
""
""
""
""
""
""
""
4.9356108
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.9105562
1.9269331
""
""
2.0520818
4.3425531
""
""
2.382462
1.294103
2.2840915
0.76760179
2.2653036
""
3.2215686
""
2.802269
0.81250131
""
""
""
4.5135531
3.7740819
4.0128655
""
""
1.0513561
1.7301419
""
""
2.7144213
""
""
""
""
""
""
4.5448656
""
1.1558949
""
""
3.3700986
""
""
3.2921467
2.220845
1.7962424
""
""
""
3.0063615
2.8118439
""
0.71176922
""
""
3.3605518
""
1.1275233
3.353261
1.0774294
5.0766835
1.7297055
1.6485021
4.0453987
""
2.2800589
""
4.0668435
2.0492415
""
""
""
""
2.3574295
""
""
""
""
""
""
""
3.7340057
""
""
5.5636988
""
""
1.6821257
""
""
3.9182429
""
4.264502
4.0386329
4.4080606
""
4.949595
""
3.8856354
""
""
1.3851383
""
""
""
2.6706421
""
1.2698514
""
1.6894802
""
3.8511939
4.6416783
""
3.0916657
""
3.9398379
""
""
""
0.82106972
""
""
1.7836366
3.0603421
""
""
""
""
""
""
""
6.7243285
4.2497277
""
""
0.81436396
""
""
3.3966255
""
""
4.4444594
1.7687126
""
4.4632211
""
""
""
""
""
3.6164324
2.6590848
""
""
""
""
""
""
""
""
""
""
3.7104123
""
2.7166681
""
""
2.4718013
""
""
""
""
""
""
4.40622
""
3.2787511
""
""
""
""
1.4995295
3.7689178
""
""
""
4.1540451
""
""
""
""
""
""
""
""
""
1.3796955
3.5061707
""
""
""
3.1367781
""
""
4.2654567
""
""
""
""
""
""
4.1465564
4.690598
""
""
""
3.2728148
""
""
""
""
""
""
4.2852168
""
3.7895367
""
""
""
""
""
""
""
""
""
""
3.2402627
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.8836298
""
""
""
""
""
0.36061764
""
""
""
""
""
2.6536837
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.6487408
""
""
""
""
""
2.7176178
3.0706422
""
""
2.1240289
""
""
""
""
""
""
""
4.2532134
2.6869197
""
2.9899905
