kfr_native_hisp_female_n
47.0
24.0
""
82.0
87.0
""
170.0
""
""
35.0
32.0
246.0
""
20.0
54.0
""
""
64.0
""
""
68.0
209.0
64.0
34.0
236.0
""
60.0
141.0
411.0
""
""
29.0
206.0
152.0
""
102.0
""
21.0
""
""
65.0
""
""
""
""
""
344.0
44.0
101.0
42.0
102.0
87.0
31.0
""
""
110.0
""
""
""
27.0
""
141.0
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
23.0
""
""
168.0
23.0
22.0
""
37.0
214.0
25.0
29.0
97.0
108.0
44.0
33.0
""
""
54.0
""
""
29.0
78.0
1190.0
263.0
220.0
1845.0
633.0
290.0
223.0
1077.0
183.0
351.0
29.0
136.0
89.0
45.0
126.0
""
127.0
117.0
116.0
""
""
""
55.0
""
""
54.0
""
92.0
75.0
""
""
""
607.0
""
34.0
""
50.0
""
73.0
109.0
""
20.0
111.0
52.0
""
""
32.0
""
68.0
""
""
""
20.0
102.0
""
""
198.0
63.0
""
66.0
""
""
""
""
95.0
447.0
""
1075.0
29.0
23.0
""
201.0
1376.0
319.0
88.0
397.0
52.0
40.0
233.0
649.0
50.0
26.0
""
31.0
209.0
""
""
225.0
""
22.0
65.0
""
""
66.0
164.0
""
""
""
171.0
85.0
503.0
77.0
222.0
127.0
49.0
56.0
87.0
173.0
261.0
22.0
38.0
86.0
40.0
49.0
""
""
616.0
79.0
240.0
484.0
20.0
""
20.0
20.0
""
""
255.0
51.0
37.0
44.0
255.0
158.0
129.0
59.0
""
24.0
""
""
""
31.0
""
""
30.0
32.0
""
85.0
""
""
51.0
204.0
37.0
41.0
541.0
49.0
46.0
""
76.0
32.0
56.0
226.0
25.0
215.0
40.0
270.0
412.0
234.0
393.0
5005.0
384.0
1933.0
1464.0
162.0
102.0
38.0
""
39.0
""
""
85.0
38.0
""
50.0
264.0
""
""
848.0
171.0
21.0
246.0
1032.0
29.0
26.0
""
""
""
25.0
27.0
""
""
63.0
39.0
63.0
758.0
26.0
29.0
56.0
37.0
36.0
""
41.0
51.0
""
85.0
65.0
33.0
63.0
159.0
93.0
""
122.0
67.0
59.0
32.0
159.0
32.0
20.0
""
60.0
60.0
42.0
48.0
288.0
""
215.0
337.0
787.0
64.0
3827.0
346.0
45.0
""
436.0
""
""
43.0
72.0
""
""
30.0
""
""
""
""
21.0
30.0
""
33.0
47.0
""
29.0
""
22.0
27.0
""
55.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
32.0
""
""
55.0
61.0
""
""
""
31.0
20.0
""
""
""
""
""
""
""
""
""
""
""
""
53.0
21.0
""
26.0
""
26.0
""
30.0
145.0
""
""
""
71.0
""
""
""
""
138.0
100.0
25.0
""
29.0
25.0
""
""
58.0
73.0
""
92.0
""
""
362.0
49.0
""
""
""
""
39.0
727.0
""
""
808.0
101.0
""
""
""
""
""
""
""
""
31.0
50.0
""
64.0
""
31.0
679.0
2761.0
""
""
62.0
37.0
82.0
""
""
""
""
""
""
29.0
""
""
74.0
178.0
335.0
64.0
35.0
22.0
48.0
72.0
59.0
765.0
70.0
20.0
""
""
48.0
""
102.0
46.0
100.0
""
42.0
96.0
59.0
135.0
22.0
372.0
24.0
""
64.0
3205.0
198.0
23.0
236.0
""
434.0
58.0
311.0
943.0
257.0
169.0
540.0
92.0
""
""
""
291.0
108.0
35.0
""
48.0
25.0
46.0
77.0
610.0
60.0
69.0
2103.0
58.0
6949.0
238.0
91.0
""
842.0
202.0
82.0
52.0
146.0
142.0
1022.0
3775.0
2845.0
249.0
635.0
4861.0
260.0
100.0
28.0
406.0
73.0
""
145.0
208.0
183.0
233.0
89.0
85.0
387.0
""
52.0
184.0
25.0
""
51.0
101.0
55.0
403.0
76.0
485.0
1722.0
3063.0
122.0
250.0
132.0
79.0
182.0
85.0
""
61.0
35.0
44.0
555.0
33.0
100.0
49.0
49.0
""
179.0
""
""
""
""
""
""
24.0
""
""
""
""
""
64.0
""
""
46.0
""
35.0
""
25.0
23.0
""
""
""
82.0
""
""
25.0
20.0
20.0
""
""
57.0
47.0
30.0
23.0
81.0
""
727.0
46.0
97.0
340.0
824.0
53.0
49.0
206.0
2719.0
69.0
3964.0
139.0
1952.0
213.0
""
316.0
249.0
48.0
201.0
141.0
89.0
79.0
336.0
119.0
""
66.0
55.0
""
""
""
185.0
967.0
108.0
182.0
""
""
28.0
25.0
""
72.0
142.0
""
""
170.0
86.0
162.0
30.0
73.0
1188.0
1241.0
3247.0
386.0
2791.0
2851.0
61.0
""
""
338.0
447.0
3191.0
1212.0
""
29.0
2487.0
516.0
853.0
16928.0
41.0
""
126.0
47.0
237.0
32.0
97.0
676.0
32.0
533.0
25.0
335.0
308.0
23.0
""
62.0
""
""
""
71.0
37.0
1437.0
