married_pooled_male_p50
0.45951173
0.46245909
0.43942177
0.46139023
0.54396999
0.28491575
0.43752578
0.46153343
0.38342595
0.49630573
0.50013161
0.40335807
0.42681628
0.57892978
0.58909374
0.46613383
0.48811293
0.42361453
0.48515579
0.55327868
0.50564545
0.54791713
0.47130856
0.33752698
0.56387842
0.47467577
0.45561177
0.49150696
0.51118386
0.55003297
0.54741824
0.2726562
0.40471676
0.47232684
0.44622239
0.55363256
0.37180185
0.60901904
0.52021056
0.51081967
0.41838327
0.49276403
0.3274993
0.23380443
0.42542696
0.40560344
0.55469638
0.53536397
0.39018148
0.4374007
0.35986072
0.46158561
0.36113796
0.47358471
0.4533731
0.45687273
0.36905268
0.51512092
0.49474588
0.31199414
0.42512479
0.48563847
0.40504408
0.48250318
0.47067702
0.38883191
0.54760623
0.24118394
0.21917981
0.33580852
0.2038696
0.15115575
0.29766563
0.2305806
0.34308288
0.37212726
0.2564241
0.33849061
0.33739579
0.31531373
0.35568678
0.16466744
0.14068677
0.34282345
0.20998673
0.19707522
0.22197528
0.33003801
0.23813035
0.29899159
""
0.38956735
0.32588208
0.46430722
""
0.20076737
0.32060984
0.4643338
0.41100055
0.44559953
0.51421022
0.49521315
0.45897827
0.39945245
0.43060479
0.43485311
0.3911103
0.39564142
0.40320823
0.47024861
0.42875895
0.42968345
0.4899675
0.52541435
0.5177176
0.59613705
0.43360901
0.55594063
0.54354548
0.40511602
0.50667089
0.55914164
0.56146908
0.53715694
0.46109536
0.51147342
0.51126695
0.5039773
0.3813341
0.49732688
0.49994674
0.41290328
0.48055464
0.51783288
0.51111442
0.55050689
0.49373722
0.52998382
0.55091512
0.4592202
0.51113212
0.55979019
0.54214466
0.56713837
0.47954494
0.36747032
0.54871786
0.44140887
0.55001372
0.40842164
0.46694857
0.43111503
0.5320434
0.47943649
0.57773727
0.58307338
0.45512682
0.42650437
0.48707879
0.54854375
0.47310105
0.57885087
0.43735015
0.56820446
0.32977742
0.56960344
0.53146303
0.58476138
0.51955032
0.58802176
0.39547378
0.57313091
0.35540891
0.49921349
0.50077212
0.59272909
0.4817383
0.55851316
0.55496758
0.56181437
0.41948694
0.59303302
0.5105527
0.56026906
0.4569748
0.50259358
0.36861655
0.5291822
0.47699797
0.46344078
0.44598091
0.47096866
0.37930238
0.452187
0.47102669
0.4181844
0.47529581
0.42568848
0.410552
0.48040769
0.4448337
0.42867762
0.42491752
0.48385605
0.35085097
0.45020628
0.37674174
0.50337839
0.40734771
0.42464989
0.56454706
0.45612583
0.38430014
0.42239273
0.46661201
0.40529019
0.45909071
0.42154673
0.39685136
0.40177771
0.40791553
0.39790452
0.40983209
0.35502106
0.40419894
0.4462072
0.37607327
0.41889656
0.38140401
0.39327681
0.46876177
0.46690923
0.50409168
0.38623092
0.41330925
0.43268001
0.49085566
0.49216798
0.4566817
0.44460702
0.49763727
0.40328318
0.44209179
0.48423749
0.41375703
0.4895561
0.42408457
0.49003243
0.67268842
0.50903577
0.43456832
0.47045773
0.53450274
