two_par_pooled_male_p50
0.7546823
0.768345
0.7035982
0.78185534
0.84257466
0.55471635
0.72477186
0.76810443
0.67697281
0.85911435
0.81655997
0.74483317
0.72218215
0.81166214
0.85527354
0.78864002
0.77487427
0.75957805
0.72225899
0.82398391
0.79265922
0.8381322
0.79574895
0.62394553
0.83659619
0.77215999
0.76818943
0.78434604
0.82677978
0.87491614
0.8309828
0.63597429
0.64593393
0.71461505
0.73999846
0.84103566
0.64912802
0.84940827
0.7876572
0.79970545
0.66683406
0.76438433
0.61496466
0.54010993
0.71477932
0.6653983
0.88188165
0.82529283
0.70136148
0.74174166
0.6351127
0.75024003
0.63308251
0.71102542
0.7463423
0.80510014
0.72584152
0.79702908
0.76752937
0.60354084
0.71732599
0.73545891
0.67791468
0.81330371
0.78201604
0.68782705
0.86104482
0.78541064
0.59904617
0.7424407
0.83395821
0.770971
0.79688025
0.90609437
0.78571427
0.79224622
0.92108947
0.72552907
0.81704366
0.75047064
0.8067655
0.89589888
0.80111814
0.82459801
0.7626127
0.68424857
0.74587774
0.7261796
0.84338957
0.78247941
""
0.80247986
0.84536558
0.91498995
""
0.71820104
0.71764737
0.82455552
0.75957012
0.78793669
0.8471005
0.86037213
0.77818334
0.70785427
0.75577086
0.78421736
0.740655
0.74049878
0.84970975
0.79000318
0.79936045
0.7475307
0.78890085
0.85753065
0.80016744
0.88737553
0.80371755
0.89357239
0.86450768
0.70132399
0.81125909
0.90747601
0.87433338
0.87499958
0.72729105
0.80581069
0.79548156
0.84031379
0.68203014
0.78793103
0.77529603
0.74032336
0.78230417
0.79787529
0.88433498
0.89717722
0.79396027
0.81565237
0.86737746
0.76642454
0.81973195
0.79249191
0.85575187
0.88673991
0.81250417
0.67722279
0.8580842
0.78179419
0.88652235
0.74625939
0.78918147
0.77571464
0.86465222
0.79566503
0.9054234
0.87529212
0.7293368
0.71567112
0.82432544
0.87697917
0.77957493
0.93866336
0.75789779
0.85839069
0.69614655
0.91015708
0.85468096
0.87705934
0.82374847
0.83532518
0.67825025
0.89366084
0.75746578
0.8023442
0.87143868
0.94279766
0.78013968
0.84280169
0.87854373
0.87177467
0.76962197
0.88481283
0.78628975
0.86762071
0.80702078
0.83769071
0.67089367
0.79785526
0.77588749
0.78151631
0.79615527
0.79586577
0.68449038
0.80345035
0.76692647
0.73405737
0.81304258
0.77058345
0.82900387
0.74194419
0.74436748
0.76806843
0.77959633
0.78044808
0.71438712
0.76927608
0.6599766
0.84688658
0.74937063
0.77820075
0.84858149
0.81987947
0.72256917
0.69553226
0.77840573
0.72518587
0.72782028
0.79449159
0.73967361
0.70503259
0.73841435
0.73942548
0.73129272
0.71945703
0.72860563
0.75492871
0.68840736
0.73954809
0.69491184
0.6902535
0.79158324
0.8600716
0.83579445
0.69129598
0.69872469
0.76529473
0.79873663
0.80940276
0.81534576
0.76940638
0.76441139
0.73110694
0.7236836
0.8089757
0.70346475
0.79453665
0.68637246
0.83154529
