staycz_hisp_male_p25_se
0.045086291
0.05531342
0.17838183
0.030886516
0.027704442
0.12712649
0.020131528
0.098494701
0.13907969
0.037876081
0.03916302
0.015677458
0.12972793
0.072209038
0.034348868
0.13836168
0.14737187
0.036223788
0.13341491
0.11037708
0.039690591
0.021009633
0.042197753
0.049873084
0.015231481
0.098699488
0.037378248
0.027092224
0.015995227
0.082478695
0.076630794
0.06433785
0.019660778
0.023825983
0.09478642
0.031458329
0.12117998
0.074662983
0.17704843
""
0.040915012
0.10318485
0.16080269
""
0.1696766
0.10339951
0.012908976
0.052034277
0.027111625
0.058213357
0.03362342
0.032701991
0.055747498
0.17652127
0.17328638
0.031927351
0.1084984
0.15275197
0.12996326
0.070012316
0.080993868
0.027169887
0.1647907
0.076700047
0.089570686
0.11625861
""
""
0.10487139
0.1004153
0.13922822
0.10339622
0.093050413
0.064626433
0.10489511
0.15814601
0.073505834
0.070003808
0.13046826
0.020862566
0.081973597
0.065344475
0.092159063
0.053893588
0.019715017
0.065382518
0.085448325
0.033335902
0.03093715
0.046285108
0.065389968
0.09057878
0.080820784
0.040447712
0.082990386
0.11791071
0.052038196
0.017377719
0.0061783614
0.013150248
0.014376963
0.0028898208
0.0073063346
0.010835535
0.017495215
0.0058696414
0.017423149
0.013659278
0.057391368
0.023643078
0.030449674
0.051366068
0.027845485
0.13732544
0.028186299
0.023391509
0.028078945
0.16046374
0.14498062
0.16734882
0.040704116
0.076054789
0.077312648
0.043065615
0.099431023
0.031002922
0.034749642
0.072364107
0.12490238
0.10921189
0.0081550535
0.087956034
0.043172188
0.11492793
0.018772282
0.1050044
0.03366999
0.029375251
0.097626016
0.081543669
0.03413118
0.0451052
0.14602298
0.091614768
0.056682047
""
0.046568137
0.072005682
0.14288762
0.12103157
0.10572561
0.025850099
0.071893997
0.16419403
0.021587957
0.039055824
0.1539146
0.045387022
0.12277798
0.11569953
""
""
0.036134578
0.014179815
0.1537904
0.0045074769
0.093789399
0.11077932
0.12777352
0.029341472
0.0082363049
0.02222714
0.052450061
0.019194257
0.075641632
0.084164955
0.023800034
0.011302152
0.068067841
0.099751592
0.091122024
0.082587779
0.026152531
0.11617865
0.07006865
0.021208078
0.12168994
0.093066975
0.033646546
""
0.12101518
0.043656074
0.023311405
0.14682052
0.14883073
0.088824861
0.029736347
0.046360791
