kir_24_pooled_female_p75
0.5092991
0.50915098
0.46612141
0.48342311
0.50993294
0.48500872
0.49556616
0.47681418
0.53403127
0.53904551
0.5186035
0.43316594
0.49653834
0.46289814
0.48036101
0.48508948
0.48481196
0.51225364
0.50088799
0.51072741
0.47074577
0.53026485
0.47324562
0.47192538
0.52054131
0.49785939
0.48436555
0.48438668
0.53607196
0.51545221
0.52607566
0.52104813
0.4766832
0.50441551
0.50651014
0.49403509
0.52480036
0.52741379
0.47528803
0.49442118
0.48286107
0.50905788
0.5575518
0.47065419
0.49955773
0.48834935
0.49452251
0.49804282
0.49569279
0.4731707
0.51916236
0.50465029
0.5749529
0.52209204
0.48935851
0.52432555
0.51245534
0.5245145
0.52261347
0.45325863
0.48246002
0.51399159
0.49994552
0.47562078
0.48286259
0.488489
0.52328104
0.68150151
0.56959802
0.55641603
0.50110334
""
0.45877326
0.61226499
0.52305126
0.71216112
0.59912372
0.54085284
0.49890545
0.53665328
0.51906401
0.34626034
0.3677375
0.51514852
0.50597596
0.52301109
0.44618362
0.63415319
0.54617119
0.50669587
""
0.5869211
0.52107525
0.4511793
""
0.51157409
0.44028094
0.52419496
0.53149921
0.53987062
0.45555672
0.49507436
0.49946213
0.56186408
0.53890198
0.50711244
0.53693169
0.54254776
0.53782773
0.51576525
0.52986485
0.51501966
0.4331643
0.49654782
0.52046013
0.49844456
0.47544473
0.44058791
0.46843481
0.47727749
0.53082371
0.48918995
0.52487296
0.48622254
0.50579393
0.49102142
0.494766
0.48098752
0.47302759
0.43343765
0.51910383
0.53553754
0.5074333
0.49166203
0.47278884
0.4074612
0.49209794
0.52691275
0.50892931
0.4324393
0.46800843
0.49997982
0.47676706
0.45552725
0.46812508
0.49792013
0.47808516
0.53147763
0.49589935
0.60115522
0.46738622
0.50871694
0.52094448
0.48623097
0.57138133
0.4754484
0.45293719
0.4763822
0.54655576
0.49254823
0.52678061
0.54122412
0.49373811
0.513174
0.45341811
0.55051053
0.52809089
0.43320346
0.4503524
0.53351682
0.51513726
0.45318821
0.45767331
0.50695324
0.39966288
0.49940908
0.49147308
0.53051645
0.45147476
0.48911479
0.47554964
0.47496748
0.52403802
0.47394219
0.50626796
0.44706565
0.56503266
0.49683407
0.54487562
0.50416166
0.50933987
0.56230849
0.56333643
0.4553566
0.54498565
0.50716037
0.47676474
0.50304013
0.50601971
0.57244152
0.50681001
0.48838887
0.54863226
0.51770765
0.53529811
0.49979484
0.57259583
0.47765371
0.51553309
0.51681644
0.59357959
0.48970273
0.54787624
0.5597769
0.51723272
0.55846232
0.55398476
0.52899265
0.52377433
0.54903883
0.51615959
0.52062148
0.54406214
0.56270021
0.52939373
0.51527828
0.58622772
0.54071563
0.55916202
0.52715367
0.5132001
0.34223434
0.5200932
0.53971446
0.55192965
0.50084907
0.52220267
0.49719879
0.49537218
0.5049457
0.48897216
0.54462296
0.53865051
0.4885416
0.55699259
0.52323508
0.56707293
0.49501041
0.57558602
0.53581369
0.52281904
0.54660469
0.52075583
0.45303312
0.52950537
0.47652116
0.36060369
0.51634556
0.46268892
0.49702075
0.54473794
""
0.55347633
0.56878215
0.55804557
0.51358199
0.51133466
0.55592513
0.52986562
0.67318422
0.57234836
""
0.39331865
0.54928839
0.55750805
0.48461294
0.61320162
0.55555499
0.54219311
0.52489299
0.48447374
0.65846151
0.54251593
0.51454103
""
0.46817899
0.4758012
0.52602172
0.55618423
0.49746928
0.48794216
0.58177054
0.51869321
0.5426271
0.5355165
0.49857476
0.46967289
0.50666064
0.55675322
0.45778227
""
0.59636796
0.58892334
0.55745786
0.52308297
0.51342493
0.52565175
0.5468173
0.6123839
0.60073203
0.5958122
0.60503477
0.58973235
0.57052803
0.60528249
0.58263183
0.57494134
0.58389592
0.57555968
0.55186969
0.49609989
0.52321106
0.54193085
0.55389255
0.51666915
0.5388332
0.52001017
0.53653485
0.51912123
0.53013974
0.56641871
0.50771171
0.55118346
0.48962444
0.53312045
0.49472031
0.53238189
0.52019811
0.50570822
0.5169276
0.61828905
0.53166759
0.52817684
0.56300902
0.52518243
0.51566589
0.50862563
0.54488844
0.5460248
0.54890537
0.54096931
0.49952376
0.5314588
0.5237897
0.55272299
0.5134654
0.51982993
0.5403716
0.51734954
0.53820443
0.51818687
0.55582529
0.54415375
0.55386466
0.52814323
0.51632053
0.51371032
0.53766757
0.52542007
0.54388291
0.52084839
0.53770828
0.52770096
0.51869404
0.54258323
0.53277355
0.49274343
0.54097813
0.54480517
0.53755993
0.50080526
0.49291733
0.54067636
0.52961481
0.53624994
0.51418561
0.51269841
0.48485136
0.37376976
0.48995778
0.47586539
0.49169433
0.48962542
0.51391774
0.4999893
0.4603954
0.48082268
0.49062753
0.49661735
0.54152733
0.45755234
0.50662929
0.47184026
0.45614696
0.4820151
0.56447041
0.50230086
0.48287591
0.50347888
0.52872658
0.50773042
0.50526047
0.51308841
0.52097833
0.51471704
0.47955418
0.39444578
0.4892261
0.52096093
0.53811586
0.47867757
0.49724293
0.48199502
0.47015068
0.49822751
