has_mom_natam_male_mean
0.92030162
0.93905705
""
0.82475758
0.87442237
""
0.82170248
""
""
0.85489172
0.869596
0.89399004
""
0.84136349
0.94819397
""
0.85813868
0.85496205
""
0.90992385
0.89994001
0.85905939
0.96763241
0.88513947
0.91945547
0.89185041
0.89067173
0.89085841
0.9191426
""
""
0.89197093
0.9238621
0.93575752
0.73763716
0.94918972
""
""
""
""
0.88382995
""
""
""
""
""
0.86906487
0.91412818
0.87019324
0.8859759
0.87254113
0.90997058
0.84878969
""
""
0.87580895
""
0.92678076
""
0.83653975
""
0.94091702
""
1.0052111
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.88643801
""
""
""
0.95395797
0.93452209
""
0.94974893
0.89687431
0.92308557
0.94732267
0.91792184
""
""
0.86009145
""
""
0.86073226
0.97267926
0.89689773
0.79284996
0.88444364
0.8796314
0.86380804
0.91155136
0.94465524
0.91223949
0.78449553
0.91066045
0.93064952
0.84483445
0.72996652
0.94289994
0.95313346
""
0.91046393
0.91415548
0.9505015
""
""
""
0.8985275
""
""
""
""
0.90473008
0.91795915
""
""
""
0.92306864
""
""
""
0.90010303
""
0.95521414
0.93202102
""
""
0.95130002
0.95816928
""
""
""
""
0.88065666
0.85763991
""
0.81963813
0.88524967
0.91645569
0.99167186
""
0.92718923
0.8412829
0.94733149
0.9145996
0.86805147
""
""
""
0.96361852
0.89395148
""
0.91269141
0.91288787
0.86613011
0.91134548
0.9667275
0.91358596
0.91062206
0.90518045
0.86117536
0.978073
0.8831712
0.9286229
0.90564787
0.90052038
0.94796324
0.98487103
0.95772201
0.88725662
""
""
0.89105296
""
""
0.95535088
""
""
0.99755716
0.90988117
""
""
""
""
""
0.88877958
""
0.87822032
0.8794536
0.93131447
0.91222209
0.87724799
0.83263355
0.86727709
""
0.76537955
0.90530872
0.95500857
0.84769708
""
""
0.91641039
0.90133798
0.86798662
0.91805112
0.81981522
""
""
""
0.83649594
""
0.91719097
0.9473598
""
""
0.81658489
0.95102412
0.97130281
0.97880483
""
""
""
""
""
0.98565716
""
""
0.78045958
""
""
0.94033921
""
""
0.93836749
0.90606982
""
""
0.89251506
0.96408588
0.89821732
""
0.88471985
0.81559652
""
0.89914674
""
0.87844044
""
0.9735893
0.97055233
0.89144146
0.93825573
0.82008904
0.7212863
0.88138884
0.87599677
0.93776906
0.92598373
""
""
0.91485
0.91483086
0.92599392
0.91937596
0.92640889
""
0.98521191
0.87402594
""
""
0.90021247
0.93683881
""
0.97126591
0.90049148
""
0.9002465
0.91569149
""
0.73103088
0.88455784
0.79693204
""
""
