frac_years_xw_hisp_pooled
0.70045668
0.64055634
0.54013991
0.68887246
0.66455525
0.61660546
0.67161357
0.61269969
0.53509521
0.67333621
0.65869391
0.67091167
0.53645319
0.63727814
0.60812724
0.54838365
0.49153748
0.6408574
0.5003556
0.63637257
0.60532582
0.66301948
0.60662931
0.57540983
0.65174544
0.59909487
0.62841165
0.65055108
0.71552551
0.5846557
0.65335298
0.67597282
0.72370416
0.68773699
0.65061212
0.65830392
0.55788082
0.62880445
0.59690386
0.60152441
0.66629237
0.68628931
0.59015447
""
0.61544585
0.6730985
0.80572069
0.73516572
0.73629951
0.71515727
0.61716068
0.72456294
0.68532068
0.65195459
0.55067825
0.73538262
0.70066291
0.70169038
0.56146193
0.6686337
0.61713529
0.67525673
0.69529498
0.61352617
0.59494615
0.68974757
""
0.58521742
0.64627922
0.60936356
0.63258713
0.61235809
0.65649217
0.63528121
0.63879699
0.697115
0.59479445
0.61234307
0.61830425
0.69693023
0.60308659
0.6710515
0.6595273
0.7114194
0.68502235
0.65842104
0.60593688
0.67115754
0.64900762
0.59285718
0.62993699
0.61884618
0.59515703
0.70648527
0.50787336
0.46225908
0.62222117
0.64745182
0.71228522
0.63373548
0.70091337
0.81819618
0.72793341
0.61564296
0.71514845
0.71268868
0.67439955
0.71031141
0.49278516
0.63832301
0.66641289
0.66179806
0.69429052
0.54186934
0.67792952
0.68834013
0.70783663
0.6784693
0.6348846
0.51675451
0.59566164
0.55882818
0.66543984
0.58296418
0.62160265
0.62668014
0.66330445
0.53736258
0.65608412
0.65851724
0.63696003
0.59894162
0.65346271
0.63629675
0.64168173
0.65917307
0.63800347
0.68162531
0.52301544
0.56969595
0.63345802
0.6527403
0.37725592
0.54307383
0.61357313
0.55404335
0.63115931
0.65965009
0.63575858
0.59229684
0.56110251
0.67742383
0.65376818
0.68245327
0.67891574
0.70321262
0.64065182
0.68439543
0.59712213
0.60532612
""
0.58222413
0.62531477
0.77018571
0.54341024
0.79862028
0.74019766
0.70854408
0.67911518
0.83219141
0.81417197
0.83032542
0.76609719
0.83199871
0.66793096
0.76083249
0.72480375
0.76937515
0.59651738
0.76714152
0.68695247
0.61833543
0.75653404
0.66466874
0.73101842
0.76717532
0.59858495
0.67070127
0.71531475
0.59442067
0.69643623
0.63728619
0.73537731
0.58653671
0.73502576
0.70409805
0.80041122
0.79330546
0.81956029
0.76142192
0.76019669
0.70876515
0.66561413
0.72637594
0.74546164
0.79358143
0.72576064
0.71531367
0.70049137
0.72657299
0.69368333
0.72936094
0.59341592
0.69517803
0.81969088
0.77200365
0.82579947
0.77479017
0.70168424
0.72492111
0.68678576
0.71283877
0.69665617
0.70200431
0.74928689
0.7729038
0.72477001
0.71877033
0.80082899
0.80131716
0.75460577
0.64360434
0.65656298
0.6222952
0.55943155
0.57860935
0.58744758
0.73881519
0.67874461
0.60452497
0.68202984
0.5973658
0.62192982
0.6676355
0.63834566
0.64777148
0.63812745
0.73677099
0.5619936
0.72144812
0.78336132
0.73875493
0.64021629
