proginc_pooled_female_n
1481.0
654.0
155.0
1891.0
1273.0
230.0
2717.0
180.0
164.0
1022.0
1104.0
3800.0
171.0
382.0
1004.0
101.0
86.0
898.0
119.0
220.0
1586.0
1894.0
909.0
570.0
3406.0
160.0
599.0
1463.0
3697.0
279.0
389.0
662.0
2891.0
1801.0
435.0
1293.0
295.0
429.0
133.0
134.0
1515.0
291.0
128.0
58.0
192.0
274.0
4048.0
825.0
2049.0
527.0
1109.0
1460.0
736.0
64.0
93.0
1575.0
230.0
100.0
71.0
529.0
270.0
1925.0
170.0
296.0
348.0
327.0
134.0
213.0
238.0
307.0
259.0
358.0
449.0
645.0
312.0
144.0
556.0
366.0
183.0
3287.0
430.0
496.0
294.0
553.0
3590.0
404.0
439.0
803.0
1483.0
915.0
645.0
274.0
292.0
1321.0
265.0
91.0
526.0
1104.0
5795.0
1572.0
1833.0
8174.0
3506.0
1718.0
1547.0
4368.0
1408.0
3189.0
309.0
866.0
710.0
679.0
2087.0
170.0
1743.0
2442.0
1531.0
152.0
86.0
127.0
623.0
285.0
216.0
366.0
261.0
1127.0
1091.0
274.0
186.0
246.0
8844.0
364.0
554.0
230.0
715.0
429.0
1376.0
982.0
157.0
353.0
1020.0
603.0
115.0
202.0
545.0
181.0
1102.0
432.0
253.0
260.0
394.0
2894.0
688.0
151.0
1888.0
1639.0
209.0
1186.0
304.0
453.0
65.0
181.0
842.0
6913.0
113.0
12800.0
643.0
637.0
262.0
1434.0
16918.0
1925.0
768.0
2674.0
728.0
356.0
2080.0
5230.0
687.0
498.0
505.0
550.0
4348.0
457.0
454.0
6188.0
139.0
610.0
1594.0
127.0
277.0
711.0
3698.0
166.0
268.0
660.0
1141.0
1286.0
3086.0
502.0
2516.0
1632.0
574.0
827.0
1488.0
2235.0
4467.0
559.0
922.0
1294.0
895.0
1460.0
257.0
229.0
2418.0
2611.0
1699.0
8241.0
694.0
801.0
408.0
741.0
718.0
435.0
5079.0
1231.0
1370.0
2090.0
8748.0
2946.0
2935.0
1081.0
169.0
754.0
111.0
394.0
177.0
956.0
76.0
422.0
916.0
481.0
471.0
1366.0
517.0
347.0
689.0
3940.0
682.0
1092.0
7263.0
1536.0
1065.0
199.0
1051.0
571.0
435.0
3020.0
890.0
3019.0
1182.0
2038.0
4113.0
3875.0
2424.0
24822.0
3296.0
14168.0
15661.0
1863.0
1283.0
507.0
85.0
1056.0
146.0
321.0
2154.0
1089.0
409.0
918.0
3678.0
20.0
""
11003.0
3470.0
417.0
1849.0
8523.0
558.0
339.0
234.0
163.0
354.0
702.0
452.0
568.0
270.0
991.0
685.0
1591.0
10884.0
348.0
915.0
1371.0
485.0
438.0
466.0
617.0
1187.0
177.0
796.0
1029.0
685.0
1068.0
2744.0
1432.0
459.0
2432.0
1936.0
1300.0
966.0
2667.0
955.0
423.0
534.0
908.0
1542.0
658.0
609.0
1613.0
368.0
2396.0
2225.0
6290.0
620.0
22294.0
2519.0
403.0
462.0
7606.0
165.0
405.0
1128.0
1510.0
686.0
165.0
344.0
250.0
176.0
230.0
611.0
391.0
438.0
92.0
790.0
1032.0
141.0
674.0
244.0
401.0
606.0
149.0
1484.0
""
74.0
316.0
289.0
151.0
72.0
62.0
191.0
149.0
554.0
""
48.0
22.0
96.0
44.0
59.0
367.0
84.0
""
""
""
54.0
""
35.0
23.0
52.0
75.0
162.0
96.0
132.0
217.0
87.0
927.0
258.0
135.0
110.0
29.0
51.0
283.0
764.0
188.0
224.0
662.0
1001.0
92.0
208.0
""
1049.0
723.0
94.0
73.0
39.0
63.0
295.0
165.0
135.0
96.0
56.0
31.0
118.0
""
725.0
463.0
373.0
515.0
389.0
381.0
349.0
580.0
2236.0
236.0
219.0
334.0
777.0
""
""
""
29.0
314.0
412.0
76.0
80.0
338.0
374.0
227.0
174.0
423.0
953.0
147.0
1352.0
248.0
290.0
3504.0
185.0
88.0
""
41.0
62.0
214.0
2281.0
22.0
""
673.0
78.0
57.0
35.0
""
63.0
98.0
46.0
27.0
92.0
272.0
280.0
54.0
232.0
""
115.0
1614.0
7211.0
110.0
""
179.0
237.0
363.0
179.0
47.0
32.0
115.0
71.0
82.0
262.0
165.0
142.0
628.0
1212.0
2044.0
396.0
256.0
302.0
243.0
683.0
433.0
6072.0
756.0
393.0
207.0
116.0
1034.0
262.0
1554.0
485.0
1135.0
249.0
426.0
1219.0
671.0
1175.0
322.0
4075.0
273.0
140.0
469.0
2551.0
235.0
24.0
158.0
""
386.0
""
331.0
1017.0
319.0
129.0
951.0
255.0
35.0
""
""
224.0
223.0
77.0
43.0
143.0
87.0
95.0
126.0
532.0
101.0
60.0
3039.0
128.0
4980.0
108.0
172.0
""
949.0
146.0
47.0
50.0
65.0
45.0
618.0
2285.0
1519.0
484.0
994.0
11129.0
1325.0
449.0
280.0
362.0
60.0
21.0
106.0
169.0
132.0
188.0
74.0
120.0
691.0
33.0
57.0
578.0
88.0
""
82.0
198.0
180.0
853.0
308.0
1109.0
5568.0
9264.0
615.0
1205.0
899.0
741.0
753.0
229.0
50.0
515.0
232.0
358.0
4249.0
365.0
621.0
576.0
380.0
""
1160.0
""
""
40.0
56.0
25.0
45.0
132.0
53.0
61.0
148.0
32.0
""
335.0
93.0
71.0
388.0
42.0
136.0
83.0
151.0
165.0
60.0
""
23.0
645.0
""
38.0
312.0
266.0
215.0
""
69.0
371.0
443.0
210.0
69.0
338.0
""
2884.0
136.0
331.0
120.0
585.0
35.0
24.0
138.0
2165.0
37.0
8632.0
114.0
2805.0
670.0
30.0
686.0
817.0
101.0
518.0
348.0
443.0
223.0
1502.0
266.0
27.0
547.0
203.0
40.0
158.0
""
1946.0
6032.0
906.0
1289.0
43.0
30.0
94.0
180.0
80.0
427.0
530.0
27.0
25.0
705.0
348.0
764.0
136.0
486.0
2278.0
1975.0
3927.0
1219.0
7171.0
6145.0
225.0
69.0
50.0
1348.0
1544.0
10897.0
4152.0
""
81.0
7038.0
894.0
1618.0
38989.0
342.0
217.0
271.0
316.0
1910.0
282.0
721.0
5437.0
249.0
2946.0
233.0
779.0
1176.0
177.0
26.0
435.0
""
27.0
42.0
493.0
296.0
10818.0
