staytract_black_male_mean_se
""
0.040501989
0.087420881
""
0.06832765
0.052676432
0.099056542
""
0.054488584
0.060892899
0.063513771
0.04530276
0.088224515
""
0.05449485
""
0.083989672
0.045861397
""
0.064182177
""
0.065324552
0.057071514
0.098477535
""
""
""
""
""
""
""
0.058166221
""
0.065711573
""
""
""
""
""
0.10910759
0.050025016
""
""
0.049674779
0.050606418
0.06426242
0.076606385
0.061435308
0.052362975
0.065237112
0.064040162
0.044556536
""
0.1113513
0.090629153
0.056702778
""
""
""
""
""
""
""
""
""
0.052432165
0.033801522
0.061244451
0.058326885
""
0.045299277
0.066122144
0.038619973
0.043407783
0.10372573
0.061505519
""
0.037856765
0.030139301
0.031028228
0.029706286
0.045821592
0.036243521
0.060379758
0.065297998
0.052564334
0.071978845
0.041390698
0.10469817
""
0.054157306
0.097845107
0.091250241
0.037828781
0.060059208
""
""
0.059510797
0.071175799
""
0.090858459
""
0.071075857
""
""
""
0.063019753
0.040422607
0.03138366
0.064551234
0.048226662
0.050889209
0.040684126
0.081266709
0.051490508
""
""
""
0.09107995
""
""
0.061190568
0.075606033
""
""
""
""
0.081955947
""
0.10954817
0.048764877
0.05224001
0.090166584
0.070295557
0.097226761
""
0.046731248
0.1003063
0.040623836
0.060406767
0.044215344
0.069850773
0.071179159
0.085682102
""
""
""
""
0.092250995
""
""
""
""
0.10292196
0.11666863
0.065602332
""
""
""
0.0445913
0.068749368
0.06643106
0.073449925
0.031642959
0.03424447
0.07606481
0.06556204
0.055048209
""
0.096558265
0.043748405
0.069452211
0.060755432
0.092746414
0.074210197
""
""
""
0.10762043
0.068029717
0.090262875
0.057205893
0.078962013
0.044848684
0.053157274
""
0.084824711
""
""
0.061074026
""
0.066076845
0.065068334
""
""
""
""
0.061503526
""
""
0.099672161
0.0772155
""
0.076669216
0.087181196
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.080960497
""
""
0.029915851
""
""
""
""
0.10126517
0.042286016
0.041062843
0.051944442
0.053098783
0.054302689
0.076662451
0.099084541
0.051874001
0.033323806
0.054642532
0.070723899
0.032975636
0.031496324
0.033234175
0.028799541
""
0.056427762
0.04132738
0.047316555
0.062667556
0.064923383
0.036895305
0.030410465
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10705621
0.095848218
""
0.055432383
0.093273118
0.048336033
""
0.11620191
0.042031135
0.075001597
""
0.06042489
0.058085583
0.059463795
0.050153762
0.069766827
0.077004112
0.060417641
0.043874886
""
0.070906721
0.05702791
0.035143558
0.077363431
0.037946485
0.039193299
""
""
""
""
0.05299985
0.085880235
0.050472718
""
0.074899212
0.04769681
0.034048438
