work_32_natam_pooled_n
97.0
56.0
""
156.0
110.0
""
357.0
""
""
55.0
106.0
483.0
""
40.0
74.0
""
360.0
100.0
26.0
149.0
214.0
4239.0
262.0
59.0
410.0
74.0
142.0
185.0
423.0
""
24.0
54.0
294.0
200.0
170.0
197.0
43.0
26.0
""
""
172.0
23.0
""
""
""
""
473.0
803.0
177.0
140.0
219.0
144.0
55.0
""
""
191.0
""
101.0
""
45.0
25.0
253.0
""
39.0
20.0
25.0
""
""
""
""
""
""
""
23.0
33.0
""
23.0
22.0
""
242.0
29.0
33.0
""
53.0
324.0
31.0
40.0
97.0
658.0
220.0
63.0
""
22.0
110.0
""
""
52.0
90.0
535.0
189.0
178.0
537.0
318.0
161.0
198.0
446.0
147.0
377.0
50.0
98.0
80.0
68.0
179.0
""
244.0
160.0
122.0
""
""
""
54.0
""
""
41.0
""
79.0
72.0
""
""
""
617.0
35.0
30.0
""
51.0
27.0
103.0
93.0
""
26.0
125.0
101.0
""
""
29.0
""
111.0
498.0
""
40.0
48.0
222.0
46.0
""
450.0
401.0
112.0
94.0
35.0
22.0
""
""
106.0
584.0
""
1023.0
281.0
109.0
721.0
113.0
1430.0
202.0
204.0
238.0
69.0
55.0
213.0
532.0
183.0
214.0
50.0
54.0
210.0
""
""
283.0
""
""
63.0
""
""
72.0
182.0
""
""
20.0
47.0
36.0
199.0
""
193.0
112.0
50.0
74.0
83.0
135.0
258.0
22.0
51.0
66.0
44.0
70.0
""
""
136.0
120.0
87.0
341.0
31.0
41.0
""
""
78.0
""
328.0
52.0
26.0
27.0
202.0
93.0
113.0
58.0
""
36.0
""
25.0
""
48.0
""
""
40.0
""
28.0
68.0
""
""
43.0
380.0
25.0
37.0
803.0
62.0
197.0
""
126.0
157.0
""
147.0
""
61.0
31.0
79.0
118.0
143.0
117.0
1256.0
87.0
513.0
628.0
94.0
141.0
31.0
""
130.0
73.0
73.0
190.0
105.0
23.0
51.0
358.0
""
""
601.0
218.0
24.0
67.0
578.0
25.0
218.0
117.0
22.0
141.0
269.0
82.0
""
33.0
49.0
28.0
183.0
1829.0
78.0
370.0
98.0
""
""
""
114.0
30.0
""
36.0
50.0
28.0
62.0
461.0
596.0
478.0
225.0
186.0
130.0
""
190.0
22.0
20.0
""
26.0
72.0
33.0
29.0
87.0
""
92.0
178.0
743.0
24.0
955.0
106.0
73.0
24.0
491.0
""
""
49.0
87.0
34.0
34.0
54.0
54.0
21.0
36.0
20.0
22.0
31.0
""
24.0
42.0
""
40.0
31.0
32.0
43.0
20.0
620.0
""
29.0
""
""
""
""
""
""
""
382.0
""
""
""
284.0
""
522.0
132.0
""
""
""
""
""
""
214.0
""
48.0
""
50.0
132.0
71.0
127.0
""
375.0
75.0
""
267.0
188.0
93.0
152.0
790.0
31.0
""
215.0
261.0
""
34.0
""
64.0
25.0
""
""
""
70.0
87.0
56.0
21.0
136.0
175.0
""
179.0
""
57.0
29.0
""
25.0
""
""
""
""
131.0
""
""
""
964.0
217.0
36.0
""
268.0
139.0
84.0
""
466.0
51.0
30.0
""
""
32.0
262.0
168.0
209.0
30.0
""
398.0
""
""
""
35.0
""
""
420.0
""
""
125.0
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
20.0
249.0
1234.0
""
""
28.0
20.0
41.0
""
""
""
""
""
""
24.0
107.0
""
95.0
457.0
570.0
40.0
119.0
55.0
24.0
889.0
52.0
790.0
72.0
45.0
""
""
100.0
32.0
273.0
91.0
908.0
40.0
119.0
2172.0
3319.0
1233.0
398.0
7437.0
753.0
57.0
310.0
347.0
259.0
""
35.0
""
76.0
""
51.0
102.0
47.0
""
138.0
59.0
""
""
""
30.0
37.0
""
""
24.0
21.0
""
""
41.0
""
""
342.0
""
466.0
""
20.0
""
129.0
""
""
""
""
""
""
90.0
166.0
41.0
135.0
1163.0
245.0
47.0
23.0
48.0
""
""
""
22.0
""
29.0
""
""
98.0
""
""
135.0
22.0
""
""
25.0
30.0
86.0
34.0
165.0
881.0
1522.0
152.0
187.0
117.0
107.0
867.0
108.0
22.0
922.0
257.0
710.0
5297.0
979.0
561.0
81.0
782.0
55.0
1886.0
47.0
""
296.0
330.0
177.0
98.0
271.0
145.0
219.0
986.0
224.0
40.0
721.0
366.0
439.0
340.0
""
""
""
303.0
387.0
""
""
138.0
497.0
""
""
107.0
109.0
78.0
""
21.0
457.0
243.0
64.0
""
72.0
""
186.0
""
""
31.0
511.0
""
""
36.0
3216.0
113.0
5446.0
350.0
1797.0
122.0
""
4794.0
2335.0
416.0
6437.0
27.0
56.0
47.0
330.0
51.0
""
227.0
46.0
24.0
41.0
""
264.0
1072.0
115.0
427.0
""
""
""
132.0
""
71.0
345.0
""
24.0
378.0
427.0
256.0
161.0
266.0
482.0
495.0
979.0
461.0
1498.0
741.0
238.0
41.0
""
758.0
523.0
1244.0
1028.0
35.0
148.0
1072.0
248.0
271.0
4136.0
181.0
34.0
60.0
104.0
671.0
341.0
412.0
1304.0
114.0
960.0
141.0
686.0
347.0
38.0
""
269.0
""
""
""
409.0
251.0
3323.0
