pos_hours_asian_pooled_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.042306706
""
""
""
""
""
""
""
0.047454767
""
""
""
0.043739323
""
0.077572726
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.025247764
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.017904688
""
""
0.041693311
""
""
""
0.11858203
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10280147
""
""
""
""
""
0.046657711
""
""
""
""
""
""
""
""
""
0.0085469931
""
""
0.068215653
""
""
0.011856044
""
""
0.020934012
""
""
""
""
0.02391457
0.0354684
""
""
0.0042907237
""
0.040434983
""
""
0.041567884
""
""
0.028954694
0.055203874
""
0.0067758546
0.042193964
""
0.016422132
0.012690129
""
0.014473766
0.0090186717
0.0079382062
0.018514913
0.084215812
0.0094632264
0.040885907
0.007259652
0.051150255
""
""
""
0.016865602
0.034287956
0.033958338
0.061446678
""
""
0.040246695
""
0.020084901
0.044471197
0.066068083
0.036385078
""
0.031299889
""
""
""
0.040010624
""
""
""
""
""
""
""
""
""
0.033433218
""
0.098266974
""
""
0.032236774
""
""
""
""
""
""
""
""
0.028785871
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.026221165
0.025174759
""
""
0.036870215
0.065128669
""
""
""
0.041398596
""
0.036471199
0.066996701
""
0.087891065
""
0.038150389
0.022581549
""
""
""
0.079704337
""
""
""
""
0.031370774
0.047579873
""
""
""
""
""
""
""
""
""
""
""
0.032609843
""
""
""
""
""
""
0.012534278
""
""
""
""
""
""
""
0.023296205
""
""
0.042271398
""
0.026224654
0.072982475
0.030038428
0.077373214
0.028154194
0.043661252
""
""
""
""
""
0.046220925
""
""
""
""
0.071451046
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.034493528
""
0.031469017
""
""
0.074052721
""
""
""
""
""
""
""
0.025538577
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.036557492
""
""
""
""
""
""
0.024720469
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.047408048
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.06568557
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.018039638
0.0069100978
0.020016804
0.027855771
0.074729674
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.063310876
""
""
""
""
""
0.0085155414
""
""
""
""
